verb,overall_acc,avg_LL_delta
bakes,0.8809523809523809,0.8226437291666665
carves,1.0,1.8205564729166668
cleans,0.5740740740740741,0.06975277166666666
cooks,0.8,0.6671859836888889
cuts,0.9,1.070539355125
drives,1.0,1.4852755597222225
embroiders,0.5357142857142857,0.11625109928571428
flies,1.0,1.6198125429166668
knits,0.8857142857142857,0.4793125082857143
packs,0.575,0.278859059
paints,0.7083333333333334,0.7868385051666666
performs,1.0,1.4696747292307693
photographs,0.6111111111111112,0.11336475166666668
plays,1.0,1.274384115
reads,0.6176470588235294,0.3793815747058824
sculpts,1.0,1.8149475867999996
sells,0.9027777777777778,0.9586865400000002
sews,0.75,0.7448950344999999
shaves,0.8666666666666667,0.696436462
stitches,0.6666666666666666,0.6433857082291666
turns,1.0,1.6096662552272725
washes,0.3076923076923077,-0.2602882792307692
writes,1.0,1.4911546882352942
