noun,avg_LL_delta
abstract,0.12653014
actor,0.79462212
aircraft,0.6030959599999999
album,0.1810533
animal,0.2273330599999999
announcer,1.4449196
artisan,1.93346893
artist,1.25091923
author,1.46830002
aviator,1.45151315
backpack,-0.43304384
backpacker,0.17641068
bag,-0.490083
baker,1.45108436
barber,0.92338934
basket,-0.5343819799999999
beard,-0.1451492999999999
bedding,-0.65207854
bike,0.1433843999999999
blanket,-0.5241192000000001
blogger,0.8730927
board,-0.1483883
book,-0.11100007
bottle,-0.16525464
bowl,-0.3887158500000001
bread,-0.1061365
broadcaster,1.1145073600000002
building,0.30605746
bus,0.20648802
busboy,0.4687461
businessman,0.96072524
businesswoman,1.45566204
butcher,1.28454746
cake,0.0167408
cameraman,1.41687387
camper,-0.03673544
canvas,0.07084685
captain,1.0776153
car,0.4580841
cardboard,-0.42135624
carpet,-0.4684562399999999
carver,0.93277355
caterer,0.8606070400000001
cd,0.2108545699999999
cellist,0.8500917700000001
cello,-0.4535738
chauffeur,1.31037152
chef,1.48032765
choreography,0.67979828
clarinet,0.34437786
clarinetist,1.1757808
clay,-0.1864815399999999
cleaner,1.2531731
clerk,1.2342162
cloth,-0.11587412
coat,-0.1099335
code,0.2937235
comedian,0.8234976799999999
concerto,0.6723798400000001
confectioner,1.39112852
container,-0.10571836
convertible,0.2892914399999999
cook,1.22529092
cotton,-0.1180864
countertop,-0.22760397
crate,-0.3869969999999999
cushion,-0.3585063699999999
cut,0.0767207
dancer,0.7879981600000001
dealer,1.66406127
dish,-0.0840546
doctor,1.8622016
dough,0.0661918999999999
dressmaker,1.79031739
driver,1.37014764
drug,0.4642486000000001
drummer,0.8975249699999999
duffle,-0.5078391499999999
essay,0.3317793
essayist,1.51227579
fabric,0.04481297
fillet,-0.7793044
fish,-0.4420204099999999
floor,-0.40115398
flute,0.019183
flutist,1.0206641
food,0.3738699399999999
gem,-0.4813550999999999
glass,0.2698117999999999
hairdresser,1.35645063
handle,0.27030944
hat,-0.20177667
herb,-0.0806502999999999
hiker,0.0832888399999999
housekeeper,1.35019697
ice,-0.6298305399999999
illustrator,1.63153349
ingredient,0.5877405200000001
instrument,0.37675075
item,0.0010225999999999
jacket,-0.0149230499999999
janitor,1.03490292
jet,0.06587143
jeweler,1.3791142399999998
jewelry,-0.0719553499999999
journalist,1.09328397
kite,0.3333412
knob,-0.2644565
lady,0.66244992
lake,-0.6685892
landscape,0.11271977
letter,-0.0460528399999999
line,-0.1883658799999999
lotion,0.26863307
lunchbox,-0.2379188299999999
machine,0.6757991300000001
magazine,0.2809315600000001
maid,1.11982095
make,1.28987927
man,0.8153331400000001
marble,-0.4944766
mason,1.60052979
material,0.1733437
meat,-0.5094032400000001
mirror,-0.14204923
model,0.51528598
motorcycle,0.1105159
motorist,0.77027317
mountain,-0.2449881
mover,0.8345640700000001
mushroom,-0.7261972000000001
musician,1.05422165
narrator,1.75325196
notetaker,1.5800777
novel,0.4475485499999999
novelist,1.46699937
orator,1.1829972
packaging,0.5182747000000001
painter,1.24319458
panel,0.3060711
paper,0.02239025
passage,0.3424299899999999
pastry,0.0855641999999999
patissier,1.7027374199999998
pattern,0.1924057
peddler,0.96092588
pepper,-0.44200603
person,0.7093522
photographer,1.50373354
pianist,1.0404828
piano,0.10622686
pie,-0.1495172599999999
pilot,1.38892087
pizza,-0.77966683
plane,0.25635511
poem,0.7557902000000001
poet,1.16574015
portraitist,1.37125392
pot,-0.0672837
potato,-0.7879181500000001
potter,1.30423538
product,0.479248
professor,1.30934898
proposal,0.74775517
pumpkin,-0.2239493999999999
quilt,-0.3168873999999999
racer,0.7158839800000001
report,0.4926757500000001
roadtripper,0.4361739000000001
routine,0.59208175
salesman,1.40618648
saleswoman,1.6939277700000002
salmon,-0.4068999599999999
scene,0.55882744
screw,0.3457795
scribe,1.58323952
script,0.31122604
sculptor,1.56723019
seamster,1.74465535
seamstress,1.80485306
section,0.2925530500000001
shirt,-0.01993283
shopkeeper,1.47541819
sideburn,0.3380231499999999
silk,0.24612039
silverware,0.1563263999999999
singer,0.99664745
snack,0.0562593599999999
soloist,1.24304075
sonata,0.83555443
song,0.4997642999999999
steak,-0.8343009800000001
stone,-0.70800603
stubble,-0.22042855
student,0.9217311
suitcase,-0.62629848
surface,-0.5394247400000001
surgeon,2.2820141
suv,0.494896
tailor,1.63033218
tank,0.1400375499999999
teacher,1.582421
telemarketer,0.5415582200000001
tent,-0.30982847
thread,0.10366428
toy,-0.0536343
tractor,0.3969115
trader,1.32383853
traveller,0.3485602699999999
truck,0.32101596
tub,-0.2251551
tuna,-0.43490606
turkey,-0.37377585
upholsterer,1.36536414
valve,0.5197917000000001
van,0.2147877600000001
vegetable,-0.11788184
vehicle,0.7062398000000001
verse,0.71863714
view,-0.11129701
violin,-0.2604317
violinist,0.70787946
waiter,1.01487178
waitress,1.16017085
wall,-0.4056352999999999
window,0.2268943399999999
windshield,-0.0808225
woman,0.81411744
wood,-0.1238257299999999
wool,-0.6122265600000001
worker,1.1016629
wound,-0.1655628
yarn,-0.10220421
