id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,Something sells this toy easily.,-2.5962944,-0.090246245,patient,patient,-2.506048155,patient
1,sells,book,easily,Something sells this book easily.,-2.0193815,-0.16191575,patient,patient,-1.8574657500000002,patient
2,sells,novel,easily,Something sells this novel easily.,-2.111713,-0.14616522,patient,patient,-1.9655477799999999,patient
3,sells,magazine,easily,Something sells this magazine easily.,-2.0545554,-0.15306066,patient,patient,-1.90149474,patient
4,sells,hat,easily,Something sells this hat easily.,-2.037274,-0.15519208,patient,patient,-1.88208192,patient
5,sells,lotion,easily,Something sells this lotion easily.,-2.531049,-0.09873142,patient,patient,-2.43231758,patient
6,sells,album,easily,Something sells this album easily.,-1.75713,-0.20694385,patient,patient,-1.55018615,patient
7,sells,car,easily,Something sells this car easily.,-1.9373593,-0.17288433,patient,patient,-1.76447497,patient
8,sells,suv,easily,Something sells this SUV easily.,-1.722918,-0.2189069,patient,patient,-1.5040111,patient
9,sells,product,easily,Something sells this product easily.,-2.0787563,-0.1567668,patient,patient,-1.9219894999999998,patient
10,sells,make,easily,Something sells this make easily.,-2.1611335,-0.13530047,patient,patient,-2.0258330300000003,patient
11,sells,item,easily,Something sells this item easily.,-1.887968,-0.18798621,patient,patient,-1.69998179,patient
12,sells,cd,easily,Something sells this CD easily.,-1.8887576,-0.18837923,patient,patient,-1.70037837,patient
13,sells,drug,easily,Something sells this drug easily.,-2.223409,-0.13101698,patient,patient,-2.09239202,patient
14,sells,snack,easily,Something sells this snack easily.,-2.5007527,-0.10412163,patient,patient,-2.39663107,patient
15,sells,salesman,easily,Something sells this salesman easily.,-1.7422819,-0.21704577,patient,patient,-1.5252361300000001,patient
16,sells,saleswoman,easily,Something sells this saleswoman easily.,-2.0488105,-0.1622386,patient,patient,-1.8865719,patient
17,sells,businessman,easily,Something sells this businessman easily.,-1.8115633,-0.20633669,patient,patient,-1.6052266099999999,patient
18,sells,businesswoman,easily,Something sells this businesswoman easily.,-1.78994,-0.20914291,patient,patient,-1.5807970900000001,patient
19,sells,trader,easily,Something sells this trader easily.,-1.7124723,-0.22319151,patient,patient,-1.48928079,patient
20,sells,peddler,easily,Something sells this peddler easily.,-2.0229979,-0.16438398,patient,patient,-1.85861392,patient
21,sells,telemarketer,easily,Something sells this telemarketer easily.,-1.8170059,-0.20221972,patient,patient,-1.61478618,patient
22,sells,dealer,easily,Something sells this dealer easily.,-1.8031816,-0.2051688,patient,patient,-1.5980128,patient
23,sells,shopkeeper,easily,Something sells this shopkeeper easily.,-1.8883786,-0.18790297,patient,patient,-1.7004756300000001,patient
24,sells,toy,well,Something sells this toy well.,-2.652703,-0.0861977,patient,patient,-2.5665052999999998,patient
25,sells,book,well,Something sells this book well.,-2.0579016,-0.1588365,patient,patient,-1.8990651,patient
26,sells,novel,well,Something sells this novel well.,-2.2452087,-0.1298161,patient,patient,-2.1153926,patient
27,sells,magazine,well,Something sells this magazine well.,-2.1116114,-0.14599705,patient,patient,-1.96561435,patient
28,sells,hat,well,Something sells this hat well.,-2.2511678,-0.12614504,patient,patient,-2.1250227600000002,patient
29,sells,lotion,well,Something sells this lotion well.,-2.63351,-0.09089631,patient,patient,-2.5426136899999996,patient
30,sells,album,well,Something sells this album well.,-1.8707819,-0.18620788,patient,patient,-1.6845740200000001,patient
31,sells,car,well,Something sells this car well.,-1.9899397,-0.16564858,patient,patient,-1.82429112,patient
32,sells,suv,well,Something sells this SUV well.,-1.7780677,-0.20800525,patient,patient,-1.57006245,patient
33,sells,product,well,Something sells this product well.,-2.0757442,-0.16019197,patient,patient,-1.9155522299999999,patient
34,sells,make,well,Something sells this make well.,-2.099091,-0.14658019,patient,patient,-1.9525108100000002,patient
35,sells,item,well,Something sells this item well.,-1.9116982,-0.18498328,patient,patient,-1.72671492,patient
36,sells,cd,well,Something sells this CD well.,-1.9660836,-0.17716046,patient,patient,-1.7889231399999999,patient
37,sells,drug,well,Something sells this drug well.,-2.2991502,-0.12271115,patient,patient,-2.17643905,patient
38,sells,snack,well,Something sells this snack well.,-2.5490665,-0.100862645,patient,patient,-2.448203855,patient
39,sells,salesman,well,Something sells this salesman well.,-1.6855232,-0.23124236,patient,patient,-1.45428084,patient
