id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta
0,sells,toy,easily,Something sells this toy easily.,-9.18874,-0.0029546334,patient,patient,-9.1857853666
1,sells,book,easily,Something sells this book easily.,-4.2900243,-0.10912151,patient,patient,-4.18090279
2,sells,novel,easily,Something sells this novel easily.,-4.078333,-0.051019575,patient,patient,-4.027313425
3,sells,magazine,easily,Something sells this magazine easily.,-1.5754325,-0.42467195,patient,patient,-1.15076055
4,sells,hat,easily,Something sells this hat easily.,-11.307077,-0.0030089165,patient,patient,-11.304068083499999
5,sells,lotion,easily,Something sells this lotion easily.,-7.962974,-0.008194696,patient,patient,-7.954779304
6,sells,album,easily,Something sells this album easily.,-6.4645314,-0.030195186,patient,patient,-6.434336214
7,sells,car,easily,Something sells this car easily.,-3.5283585,-0.28885603,patient,patient,-3.23950247
8,sells,suv,easily,Something sells this SUV easily.,-2.840304,-0.103887245,patient,patient,-2.736416755
9,sells,product,easily,Something sells this product easily.,-4.651833,-0.05977858,patient,patient,-4.59205442
10,sells,make,easily,Something sells this make easily.,-7.5534086,-0.19192576,patient,patient,-7.36148284
11,sells,item,easily,Something sells this item easily.,-3.3511038,-0.07401759,patient,patient,-3.27708621
12,sells,cd,easily,Something sells this CD easily.,-8.384761,-0.033071876,patient,patient,-8.351689124
13,sells,drug,easily,Something sells this drug easily.,-3.4046297,-0.20679584,patient,patient,-3.1978338600000003
14,sells,snack,easily,Something sells this snack easily.,-9.964166,-0.0028382475,patient,patient,-9.9613277525
15,sells,salesman,easily,Something sells this salesman easily.,-0.10793463,-7.45792,patient,agent,7.34998537
16,sells,saleswoman,easily,Something sells this saleswoman easily.,-2.5521297,-0.3348447,patient,patient,-2.217285
17,sells,businessman,easily,Something sells this businessman easily.,-0.29062164,-4.500384,patient,agent,4.20976236
18,sells,businesswoman,easily,Something sells this businesswoman easily.,-3.0728645,-0.12548569,patient,patient,-2.94737881
19,sells,trader,easily,Something sells this trader easily.,-0.11674946,-2.9697478,patient,agent,2.85299834
20,sells,peddler,easily,Something sells this peddler easily.,-7.11996,-0.014041769,patient,patient,-7.1059182309999995
21,sells,telemarketer,easily,Something sells this telemarketer easily.,-0.24489555,-2.3213162,patient,agent,2.07642065
22,sells,dealer,easily,Something sells this dealer easily.,-0.17968196,-6.8451385,patient,agent,6.66545654
23,sells,shopkeeper,easily,Something sells this shopkeeper easily.,-2.523283,-1.0541164,patient,patient,-1.4691666
24,sells,toy,well,Something sells this toy well.,-9.19047,-0.0025398377,patient,patient,-9.187930162299999
25,sells,book,well,Something sells this book well.,-5.6218333,-0.0334525,patient,patient,-5.5883807999999995
26,sells,novel,well,Something sells this novel well.,-4.810623,-0.0226565,patient,patient,-4.7879665
27,sells,magazine,well,Something sells this magazine well.,-2.7266254,-0.15569681,patient,patient,-2.5709285900000003
28,sells,hat,well,Something sells this hat well.,-11.187535,-0.003068942,patient,patient,-11.184466058
29,sells,lotion,well,Something sells this lotion well.,-9.452043,-0.004469386,patient,patient,-9.447573614
30,sells,album,well,Something sells this album well.,-8.118541,-0.007952664,patient,patient,-8.110588336000001
31,sells,car,well,Something sells this car well.,-5.572536,-0.06487824,patient,patient,-5.507657760000001
32,sells,suv,well,Something sells this SUV well.,-3.8462439,-0.04811314,patient,patient,-3.7981307600000003
33,sells,product,well,Something sells this product well.,-5.000698,-0.023971504,patient,patient,-4.9767264959999995
34,sells,make,well,Something sells this make well.,-9.343051,-0.04548393,patient,patient,-9.297567070000001
35,sells,item,well,Something sells this item well.,-4.271816,-0.030961648,patient,patient,-4.240854352
36,sells,cd,well,Something sells this CD well.,-9.68755,-0.012985884,patient,patient,-9.674564115999999
37,sells,drug,well,Something sells this drug well.,-5.0151196,-0.06080241,patient,patient,-4.95431719
38,sells,snack,well,Something sells this snack well.,-11.094872,-0.0018916896,patient,patient,-11.0929803104
39,sells,salesman,well,Something sells this salesman well.,-0.4184627,-6.272036,patient,agent,5.8535733
40,sells,saleswoman,well,Something sells this saleswoman well.,-3.0104039,-0.40108615,patient,patient,-2.60931775
41,sells,businessman,well,Something sells this businessman well.,-0.14604865,-4.24403,patient,agent,4.09798135
42,sells,businesswoman,well,Something sells this businesswoman well.,-4.1281986,-0.079323895,patient,patient,-4.048874705
43,sells,trader,well,Something sells this trader well.,-0.18251914,-2.2919254,patient,agent,2.1094062599999996
44,sells,peddler,well,Something sells this peddler well.,-5.7294645,-0.01591347,patient,patient,-5.71355103
45,sells,telemarketer,well,Something sells this telemarketer well.,-0.5678769,-0.9846822,patient,agent,0.41680529999999993
46,sells,dealer,well,Something sells this dealer well.,-0.56294096,-4.092601,patient,agent,3.52966004
