verb,num_agents,num_patients,agent_acc,patient_acc,overall_acc,agent_avg_LL_delta,patient_avg_LL_delta
bakes,18,24,0.8333333333333334,1.0,0.9285714285714286,0.45946459968884784,-0.43639882281422615
carves,20,28,0.65,1.0,0.8541666666666666,0.2385765105485916,-0.668877471770559
cleans,21,33,0.7619047619047619,0.9090909090909091,0.8518518518518519,0.6620214482148489,-0.25990665139573993
cooks,12,33,1.0,0.8787878787878788,0.9111111111111111,0.61576080818971,-0.4813872918938146
cuts,16,24,1.0,0.8333333333333334,0.9,0.44770146161317825,-0.3919766681889693
drives,9,27,1.0,0.7777777777777778,0.8333333333333334,1.0255889925691817,-0.25382034535761233
embroiders,12,16,0.6666666666666666,0.6875,0.6785714285714286,0.2529767254988352,-0.14950941875576973
flies,12,12,0.75,1.0,0.875,0.4309399947524071,-0.28628794352213544
knits,20,15,1.0,0.6,0.8285714285714286,1.0778011202812194,0.1585479736328125
packs,16,24,0.875,0.8333333333333334,0.85,0.7879066448658705,-0.23062642539540926
paints,20,28,1.0,0.8571428571428571,0.9166666666666666,0.7399028792977334,-0.044748845909323
performs,7,6,1.0,0.3333333333333333,0.6923076923076923,0.6828983766692025,0.5772679795821507
photographs,4,14,1.0,0.5714285714285714,0.6666666666666666,0.6915740966796876,0.14042610781533377
plays,14,12,1.0,1.0,1.0,0.43406893951552256,-0.5120175754030546
reads,14,20,1.0,0.1,0.47058823529411764,0.9082205678735461,0.7404037594795227
sculpts,15,15,0.8666666666666667,1.0,0.9333333333333333,0.23377990126609802,-0.731500260035197
sells,27,45,1.0,0.2222222222222222,0.5138888888888888,1.0145512380533748,0.40966881844732494
sews,12,8,0.6666666666666666,0.875,0.75,0.18316778043905893,-0.20348548889160156
shaves,6,9,1.0,1.0,1.0,0.5918095856904985,-0.4393937985102336
stitches,20,28,1.0,0.5357142857142857,0.7291666666666666,0.7774089872837067,0.03448213530438287
turns,16,28,1.0,0.7142857142857143,0.8181818181818182,0.5579996164888144,-0.24005998458181108
washes,8,18,0.5,0.7777777777777778,0.6923076923076923,0.4765186458826065,-0.1173816207382414
writes,24,10,1.0,0.0,0.7058823529411765,0.9912865894536177,0.9631256133317947
