verb,num_agents,num_patients,agent_acc,patient_acc,overall_acc,agent_avg_LL_delta,patient_avg_LL_delta
bakes,18,24,0.2222222222222222,0.625,0.4523809523809524,-0.22913953993055555,-0.06705729166666667
carves,20,28,0.0,0.9285714285714286,0.5416666666666666,-0.3883056640625,-0.3615809849330357
cleans,21,33,0.42857142857142855,0.2727272727272727,0.3333333333333333,-0.15322730654761904,0.10274621212121213
cooks,12,33,0.08333333333333333,0.6060606060606061,0.4666666666666667,-0.17057291666666666,-0.08901515151515152
cuts,16,24,0.0,0.6666666666666666,0.4,-0.3408355712890625,-0.052734375
drives,9,27,1.0,0.0,0.25,0.3315972222222222,0.33910228587962965
embroiders,12,16,0.0,0.4375,0.25,-0.37237548828125,0.095703125
flies,12,12,1.0,0.0,0.5,0.9400838216145834,0.6561279296875
knits,20,15,0.45,0.13333333333333333,0.3142857142857143,-0.06875,0.07291666666666667
packs,16,24,0.6875,0.5416666666666666,0.6,0.1318206787109375,-0.07356770833333333
paints,20,28,0.8,0.21428571428571427,0.4583333333333333,0.06171875,0.08258928571428571
performs,7,6,0.42857142857142855,0.6666666666666666,0.5384615384615384,0.004464285714285714,-0.14322916666666666
photographs,4,14,1.0,0.21428571428571427,0.3888888888888889,0.16015625,0.2064208984375
plays,14,12,0.0,0.8333333333333334,0.38461538461538464,-0.4441615513392857,-0.4049275716145833
reads,14,20,0.5714285714285714,0.2,0.35294117647058826,0.052455357142857144,0.1578125
sculpts,15,15,0.2,0.9333333333333333,0.5666666666666667,-0.25519205729166666,-0.19583333333333333
sells,27,45,1.0,0.044444444444444446,0.4027777777777778,0.7401484736689815,0.4885308159722222
sews,12,8,0.25,0.5,0.35,-0.23175048828125,0.109405517578125
shaves,6,9,0.0,0.6666666666666666,0.4,-0.4271647135416667,-0.14930555555555555
stitches,20,28,0.15,1.0,0.6458333333333334,-0.31099853515625,-0.30412074497767855
turns,16,28,0.9375,0.0,0.3409090909090909,0.4804229736328125,0.2572544642857143
washes,8,18,0.625,0.6111111111111112,0.6153846153846154,0.029296875,-0.033854166666666664
writes,24,10,0.8333333333333334,0.0,0.5882352941176471,0.3366292317708333,0.3734619140625
