verb,num_agents,num_patients,agent_acc,patient_acc,overall_acc,agent_avg_LL_delta,patient_avg_LL_delta
bakes,18,24,0.0,1.0,0.5714285714285714,-3.584981766416667,-5.3129539764875
carves,20,28,0.0,1.0,0.5833333333333334,-2.6806834207000008,-3.5165638257321445
cleans,21,33,0.0,1.0,0.6111111111111112,-2.5302584634285714,-3.038703926030303
cooks,12,33,0.0,1.0,0.7333333333333333,-3.082889509333333,-4.398030009942424
cuts,16,24,0.0,1.0,0.6,-2.221777071875,-2.7472707615833336
drives,9,27,0.0,1.0,0.75,-2.700650408444445,-3.3753930427407415
embroiders,12,16,0.0,1.0,0.5714285714285714,-3.63631340175,-3.8315124481562504
flies,12,12,0.0,1.0,0.5,-2.200882521666667,-2.6033729899166667
knits,20,15,0.0,1.0,0.42857142857142855,-3.7497172469499995,-4.2282121466666664
packs,16,24,0.0,1.0,0.6,-2.9782668508125005,-2.8801818282500005
paints,20,28,0.0,1.0,0.5833333333333334,-3.0976129067999993,-3.293695501321428
performs,7,6,0.0,1.0,0.46153846153846156,-2.561671822428572,-2.9335601098333335
photographs,4,14,0.0,1.0,0.7777777777777778,-1.713418795,-2.3876656880714284
plays,14,12,0.0,1.0,0.46153846153846156,-2.7336840205,-2.751793507916666
reads,14,20,0.0,1.0,0.5882352941176471,-2.804651116,-2.48289337655
sculpts,15,15,0.0,1.0,0.5,-2.9384427753999995,-3.1742897688
sells,27,45,0.0,1.0,0.625,-2.287559756148148,-2.7753664127999995
sews,12,8,0.0,1.0,0.4,-3.6227951195833334,-3.7628954618750003
shaves,6,9,0.0,1.0,0.6,-2.2481921110000003,-2.794826334
stitches,20,28,0.0,1.0,0.5833333333333334,-3.7070535063500003,-4.4056415572142855
turns,16,28,0.0,1.0,0.6363636363636364,-2.81668892775,-2.664735693607144
washes,8,18,0.0,1.0,0.6923076923076923,-3.0760190322500005,-3.8303812765
writes,24,10,0.0,1.0,0.29411764705882354,-3.287074443291667,-3.3474830521000003
