verb,overall_acc,avg_LL_delta
bakes,0.0,-4.032781722776191
carves,0.08333333333333333,-2.612660819597917
cleans,0.6666666666666666,0.7092328507962963
cooks,0.044444444444444446,-3.184722765237778
cuts,0.5,0.08982384137500003
drives,0.4166666666666667,-0.23744624430555555
embroiders,0.17857142857142858,-1.5817110662499996
flies,0.5,-0.1195070451250001
knits,0.11428571428571428,-2.4363765627371423
packs,0.325,-0.9942883308900005
paints,0.16666666666666666,-1.200960619333333
performs,0.6153846153846154,1.0763834095384617
photographs,0.3333333333333333,-0.9076001001666663
plays,0.0,-3.8245200436846165
reads,0.08823529411764706,-2.0624451300735287
sculpts,0.0,-2.3726121980333326
sells,0.4861111111111111,-0.16716233743055545
sews,0.25,-0.9170011923000001
shaves,0.2,-0.8085786349333333
stitches,0.375,-0.6105663215624998
turns,0.7727272727272727,1.2060416556363633
washes,0.3076923076923077,-0.42711051930769234
writes,0.5294117647058824,-0.21682055799999997
