verb,num_agents,num_patients,agent_acc,patient_acc,overall_acc,agent_avg_LL_delta,patient_avg_LL_delta
bakes,18,24,0.5,1.0,0.7857142857142857,-0.5356686778888888,-5.310136195875
carves,20,28,0.65,0.9642857142857143,0.8333333333333334,1.6134229581999997,-3.4436849778142857
cleans,21,33,1.0,0.3939393939393939,0.6296296296296297,2.4467757578095237,0.3672104142424242
cooks,12,33,0.5,0.9090909090909091,0.8,0.07946554233333342,-2.9676777618484853
cuts,16,24,1.0,0.3333333333333333,0.6,3.8585157885624994,0.06890968679166663
drives,9,27,1.0,0.1111111111111111,0.3333333333333333,4.179632586333334,3.0692114736703697
embroiders,12,16,0.8333333333333334,0.8125,0.8214285714285714,1.5338266844166666,-2.8729441406687495
flies,12,12,0.75,0.6666666666666666,0.7083333333333334,1.5035160733333333,-0.45281184841666655
knits,20,15,0.7,1.0,0.8285714285714286,0.4592887956499999,-4.027430009233333
packs,16,24,0.8125,0.9166666666666666,0.875,1.106830948125,-1.9618400770625
paints,20,28,0.5,0.9642857142857143,0.7708333333333334,0.866514328925,-1.7906139378214287
performs,7,6,0.8571428571428571,0.3333333333333333,0.6153846153846154,1.6684590409999998,0.10301928916666662
photographs,4,14,1.0,1.0,1.0,2.1214944875,-2.5741006003571427
plays,14,12,0.6428571428571429,1.0,0.8076923076923077,0.6871643002857144,-4.236677852541667
reads,14,20,1.0,0.55,0.7352941176470589,2.9313026987857143,-0.31116326375000014
sculpts,15,15,0.3333333333333333,1.0,0.6666666666666666,-0.15064644173333325,-3.025525522553333
sells,27,45,1.0,0.4,0.625,5.2775992135111105,0.6044321098222224
sews,12,8,0.9166666666666666,0.75,0.85,2.2702114216666662,-1.071221429125
shaves,6,9,1.0,0.3333333333333333,0.6,5.01177798265,1.087226414222222
stitches,20,28,0.9,0.7142857142857143,0.7916666666666666,3.0117174252,-0.9605832716071429
turns,16,28,0.6875,0.7142857142857143,0.7045454545454546,1.962370941625,-0.6428552124999999
washes,8,18,1.0,0.7222222222222222,0.8076923076923077,2.7560539023749997,-1.0972391011666665
writes,24,10,0.8333333333333334,0.6,0.7647058823529411,2.3262673304374997,-0.402736446
