noun,num_counts,accuracy,overlap,avg_LL_delta
abstract,2,1.0,1.0,-2.8870317620000003
actor,1,0.0,1.0,-1.3707543
aircraft,3,1.0,1.0,-2.8371555553333336
album,3,1.0,1.0,-3.4924982356666665
animal,2,1.0,1.0,-3.532572505
announcer,2,0.0,1.0,-0.65326313
artisan,4,0.0,1.0,-1.2309697000000002
artist,4,0.0,1.0,-1.15147675
author,2,0.0,1.0,-0.9579734249999998
aviator,3,0.0,1.0,-1.9851544333333335
backpack,2,1.0,1.0,-2.465648543
backpacker,2,0.0,1.0,-1.4667757849999998
bag,2,1.0,1.0,-3.538684101
baker,6,0.0,1.0,-1.97502483
barber,7,0.0,1.0,-1.8767304485714287
basket,2,1.0,1.0,-3.52126298
beard,3,1.0,1.0,-3.051515403333333
bedding,5,1.0,1.0,-2.132503426
bike,4,1.0,1.0,-2.6731342775
blanket,2,1.0,1.0,-2.18301289
blogger,2,0.0,1.0,-0.839264845
board,4,1.0,1.0,-2.575001646
book,3,1.0,1.0,-2.3714153683333334
bottle,2,1.0,1.0,-2.490605184
bowl,2,1.0,1.0,-2.692100528
bread,3,1.0,1.0,-3.7268617466666663
broadcaster,2,0.0,1.0,-0.5847959599999999
building,2,1.0,1.0,-2.0579003399999998
bus,3,1.0,1.0,-2.25693138
busboy,5,0.0,1.0,-1.3511458939999998
businessman,3,1.0,0.0,2.301184956666667
businesswoman,3,0.0,1.0,-0.70459938
butcher,4,0.0,1.0,-2.1775033375
cake,3,1.0,1.0,-4.035782460333333
cameraman,2,0.0,1.0,-1.22075549
camper,2,0.0,1.0,-1.74192241
canvas,4,1.0,1.0,-3.9837257977500005
captain,3,0.0,1.0,-1.4039725800000002
car,12,1.0,1.0,-1.9281738099166665
cardboard,4,1.0,1.0,-3.47063975225
carpet,3,1.0,1.0,-2.337629262
carver,7,0.0,1.0,-2.487221387142857
caterer,3,0.0,1.0,-2.3889362366666664
cd,3,1.0,1.0,-2.8656543866666664
cellist,2,0.0,1.0,-4.952227121
cello,2,1.0,1.0,-5.386872346500001
chauffeur,3,0.0,1.0,-1.8112048866666666
chef,10,0.0,1.0,-2.4373893969999996
choreography,1,1.0,1.0,-3.213273842
clarinet,2,1.0,1.0,-4.57914794
clarinetist,2,0.0,1.0,-3.591210725
clay,6,1.0,1.0,-2.990505723
cleaner,5,0.0,1.0,-0.7454959980000001
clerk,2,0.0,1.0,-0.428005285
cloth,8,1.0,1.0,-3.027373212875
coat,2,1.0,1.0,-2.87322869
code,2,1.0,1.0,-2.8847273325
comedian,1,0.0,1.0,-0.05145079
concerto,1,1.0,1.0,-3.62096203
confectioner,3,0.0,1.0,-3.416060480666667
container,2,1.0,1.0,-3.717505304
convertible,3,1.0,1.0,-2.518574285
cook,6,0.0,1.0,-3.051506185166667
cotton,4,1.0,1.0,-3.42575199675
countertop,3,1.0,1.0,-2.3223215583333334
crate,2,1.0,1.0,-3.042977122
cushion,4,1.0,1.0,-3.6312778995
cut,4,1.0,1.0,-2.91595396125
dancer,1,0.0,1.0,-1.84412368
dealer,3,0.3333333333333333,0.6666666666666666,-0.14798163
dish,2,1.0,1.0,-2.71638
doctor,2,0.0,1.0,-1.8931112049999999
dough,3,1.0,1.0,-3.51675415
dressmaker,4,0.0,1.0,-3.0522782600000005
driver,7,0.0,1.0,-1.4140338585714287
drug,3,1.0,1.0,-2.861177336666666
drummer,2,0.0,1.0,-3.1747755499999997
duffle,2,1.0,1.0,-3.2918687694999997
essay,4,1.0,1.0,-2.5513195165
essayist,2,0.0,1.0,-0.8733004750000001
fabric,20,1.0,1.0,-2.4806702563000003
fillet,3,1.0,1.0,-4.650312899666667
fish,3,1.0,1.0,-3.627172248666667
floor,3,1.0,1.0,-1.383781953333333
flute,2,1.0,1.0,-4.644606482
flutist,2,0.0,1.0,-3.820325792
food,2,1.0,1.0,-2.978736968
gem,4,1.0,1.0,-3.9615328995
glass,4,1.0,1.0,-3.4763282032500005
hairdresser,7,0.0,1.0,-0.9266485542857142
handle,4,1.0,1.0,-3.2681848760000003
hat,3,1.0,1.0,-2.6626999466666668
herb,3,1.0,1.0,-4.509104676
hiker,2,0.0,1.0,-2.480902575
housekeeper,3,0.0,1.0,-1.3342557633333332
ice,7,1.0,1.0,-3.6378706405714287
illustrator,4,0.0,1.0,-2.7903628
ingredient,3,1.0,1.0,-2.585889036666667
instrument,2,1.0,1.0,-5.38840287
item,3,1.0,1.0,-2.840946729666667
jacket,2,1.0,1.0,-2.761465407
janitor,3,1.0,0.0,0.26048535333333334
jet,3,1.0,1.0,-3.004087356
jeweler,4,0.0,1.0,-1.761046625
jewelry,3,1.0,1.0,-3.0126961733333335
journalist,2,0.0,1.0,-0.28612321999999996
kite,3,1.0,1.0,-3.1317473783333334
knob,4,1.0,1.0,-3.3104519565
lady,5,0.0,1.0,-3.2813894464
lake,2,1.0,1.0,-4.2271599625
landscape,2,1.0,1.0,-2.9714480675000003
letter,2,1.0,1.0,-2.3958826775000004
line,2,1.0,1.0,-2.591793913
lotion,3,1.0,1.0,-3.0426342243333333
lunchbox,2,1.0,1.0,-3.000567337
machine,8,0.0,1.0,-2.835554719875
magazine,3,1.0,1.0,-2.1361159833333336
maid,5,0.0,1.0,-1.72571974
make,3,1.0,1.0,-1.59158518
man,5,0.0,1.0,-1.788132782
marble,3,1.0,1.0,-3.326324936666667
mason,3,0.0,1.0,-2.4612113983333335
material,4,1.0,1.0,-2.5874164950000003
meat,7,1.0,1.0,-3.206168777857143
mirror,3,1.0,1.0,-2.747368945
model,2,1.0,1.0,-2.14683918
motorcycle,4,1.0,1.0,-2.442556825
motorist,4,0.0,1.0,-0.9478201900000001
mountain,2,1.0,1.0,-3.7152467835
mover,2,0.0,1.0,-1.67487519
mushroom,3,1.0,1.0,-4.209954345666667
musician,3,0.0,1.0,-2.3311208733333335
narrator,2,0.0,1.0,-2.076492155
notetaker,2,0.0,1.0,-3.01248542
novel,3,1.0,1.0,-1.9806168100000001
novelist,2,0.0,1.0,-0.74940018
orator,2,0.0,1.0,-2.287650105
packaging,4,1.0,1.0,-2.4720851487499997
painter,4,0.0,1.0,-2.081986745
panel,4,1.0,1.0,-3.33211491425
paper,4,1.0,1.0,-2.898708305
passage,6,1.0,1.0,-2.9442530925
pastry,3,1.0,1.0,-4.142813138
patissier,3,0.0,1.0,-3.055918781666667
pattern,5,1.0,1.0,-3.7615432054
peddler,3,0.0,1.0,-0.9576243600000001
pepper,3,1.0,1.0,-3.423995237333333
person,30,0.0,1.0,-2.1220552740000005
photographer,2,0.0,1.0,-1.612394155
pianist,2,0.0,1.0,-3.22486586
piano,2,1.0,1.0,-4.236833177499999
pie,3,1.0,1.0,-3.904154718333333
pilot,7,0.0,1.0,-1.9928040528571427
pizza,3,1.0,1.0,-3.1505101523333336
plane,3,1.0,1.0,-2.9400899483333336
poem,2,1.0,1.0,-3.4260389915
poet,2,0.0,1.0,-2.3762710900000004
portraitist,4,0.0,1.0,-1.6918713850000002
pot,3,1.0,1.0,-2.8772684173333336
potato,3,1.0,1.0,-4.086138335
potter,3,0.0,1.0,-3.3150454786666663
product,3,1.0,1.0,-2.0280190066666663
professor,2,0.5,0.5,-0.15681459999999994
proposal,2,1.0,1.0,-2.178823405
pumpkin,4,1.0,1.0,-4.707524089125
quilt,4,1.0,1.0,-3.1370410150000003
racer,4,0.0,1.0,-2.3421074835000004
report,2,1.0,1.0,-2.012635305
roadtripper,2,0.0,1.0,-2.1843071050000002
routine,1,1.0,1.0,-2.1067808400000003
salesman,3,1.0,0.0,2.500187
saleswoman,3,1.0,0.0,0.4348633866666665
salmon,3,1.0,1.0,-3.667963465333333
scene,1,1.0,1.0,-2.48106574
screw,4,1.0,1.0,-3.05651219575
scribe,2,0.0,1.0,-0.6187752999999999
script,2,1.0,1.0,-1.992229455
sculptor,7,0.0,1.0,-1.5566204271428572
seamster,8,0.0,1.0,-1.5283996862499998
seamstress,4,0.0,1.0,-2.2217139274999997
section,2,1.0,1.0,-2.3417453220000004
shirt,2,1.0,1.0,-1.753792705
shopkeeper,3,0.0,1.0,-1.1899809333333333
sideburn,3,1.0,1.0,-3.4070676073333335
silk,4,1.0,1.0,-3.3074340165
silverware,3,1.0,1.0,-2.704390696666666
singer,1,0.0,1.0,-1.99765571
snack,3,1.0,1.0,-2.844326561666667
soloist,1,0.0,1.0,-1.54521948
sonata,1,1.0,1.0,-3.333604953
song,1,1.0,1.0,-3.40546197
steak,7,1.0,1.0,-3.7123304785714284
stone,7,1.0,1.0,-2.8622564634285714
stubble,3,1.0,1.0,-2.691790753333333
student,4,0.25,0.75,-0.11990159999999998
suitcase,2,1.0,1.0,-3.3508366235
surface,7,1.0,1.0,-1.1935149571428572
surgeon,4,0.0,1.0,-2.293608575
suv,6,1.0,1.0,-1.54763445
tailor,12,0.0,1.0,-1.8686854366666665
tank,3,1.0,1.0,-3.8202620819999997
teacher,2,0.0,1.0,-0.67288112
telemarketer,3,0.3333333333333333,0.6666666666666666,-0.29720999666666664
tent,2,1.0,1.0,-3.008989206
thread,4,1.0,1.0,-3.1543286847500003
toy,3,1.0,1.0,-2.944180750333334
tractor,3,1.0,1.0,-2.555484895333333
trader,3,1.0,0.0,0.6853135466666666
traveller,2,0.0,1.0,-1.322147285
truck,3,1.0,1.0,-2.4085628846666665
tub,2,1.0,1.0,-2.73125632
tuna,3,1.0,1.0,-3.2431606993333335
turkey,4,1.0,1.0,-3.66500937725
upholsterer,4,0.0,1.0,-1.73284861
valve,4,1.0,1.0,-3.46008744725
van,3,1.0,1.0,-1.6214338466666665
vegetable,3,1.0,1.0,-4.218852711333333
vehicle,3,1.0,1.0,-2.1250901333333334
verse,2,1.0,1.0,-4.008463604499999
view,2,1.0,1.0,-2.51245021
violin,2,1.0,1.0,-5.0166999795
violinist,2,0.0,1.0,-3.895129583
waiter,3,0.0,1.0,-1.0310191966666666
waitress,3,0.0,1.0,-1.9265517066666664
wall,4,1.0,1.0,-2.5107412250000003
window,3,1.0,1.0,-1.6125392366666667
windshield,5,1.0,1.0,-1.986105346
woman,5,0.0,1.0,-2.6980124267999996
wood,11,1.0,1.0,-3.004071903454545
wool,5,1.0,1.0,-3.4110753192000005
worker,4,0.0,1.0,-0.8427620275000001
wound,4,1.0,1.0,-2.969896084
yarn,5,1.0,1.0,-3.3869785164
