id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,This toy sells easily.,-2.6353617,-0.08505915,patient,patient,-2.5503025499999996,patient
1,sells,book,easily,This book sells easily.,-1.958787,-0.17131898,patient,patient,-1.78746802,agent
2,sells,novel,easily,This novel sells easily.,-2.1359284,-0.1403668,patient,patient,-1.9955616,agent
3,sells,magazine,easily,This magazine sells easily.,-2.1069434,-0.14443038,patient,patient,-1.96251302,agent
4,sells,hat,easily,This hat sells easily.,-2.3659444,-0.11189129,patient,patient,-2.25405311,patient
5,sells,lotion,easily,This lotion sells easily.,-2.5535393,-0.094787754,patient,patient,-2.4587515460000002,patient
6,sells,album,easily,This album sells easily.,-2.0284054,-0.15524031,patient,patient,-1.87316509,agent
7,sells,car,easily,This car sells easily.,-2.0848582,-0.14704351,patient,patient,-1.9378146900000002,agent
8,sells,suv,easily,This SUV sells easily.,-2.1221766,-0.1436669,patient,patient,-1.9785097,agent
9,sells,product,easily,This product sells easily.,-2.2029421,-0.13518932,patient,patient,-2.06775278,patient
10,sells,make,easily,This make sells easily.,-2.3987727,-0.108786926,patient,patient,-2.289985774,patient
11,sells,item,easily,This item sells easily.,-2.2463512,-0.12828651,patient,patient,-2.1180646899999998,patient
12,sells,cd,easily,This CD sells easily.,-2.2256174,-0.13246259,patient,patient,-2.09315481,patient
13,sells,drug,easily,This drug sells easily.,-2.2849417,-0.122298226,patient,patient,-2.1626434740000002,patient
14,sells,snack,easily,This snack sells easily.,-2.4972663,-0.10135243,patient,patient,-2.3959138700000002,patient
15,sells,salesman,easily,This salesman sells easily.,-1.91308,-0.17611305,agent,patient,-1.7369669499999998,agent
16,sells,saleswoman,easily,This saleswoman sells easily.,-2.061855,-0.15235184,agent,patient,-1.90950316,agent
17,sells,businessman,easily,This businessman sells easily.,-1.6696165,-0.23255913,agent,patient,-1.43705737,agent
18,sells,businesswoman,easily,This businesswoman sells easily.,-1.8128943,-0.2020317,agent,patient,-1.6108626,agent
19,sells,trader,easily,This trader sells easily.,-1.9631393,-0.16742401,agent,patient,-1.79571529,agent
20,sells,peddler,easily,This peddler sells easily.,-2.2751698,-0.1245981,agent,patient,-2.1505717,patient
21,sells,telemarketer,easily,This telemarketer sells easily.,-1.766884,-0.21186839,agent,patient,-1.5550156099999999,agent
22,sells,dealer,easily,This dealer sells easily.,-1.8626741,-0.18575418,agent,patient,-1.67691992,agent
23,sells,shopkeeper,easily,This shopkeeper sells easily.,-2.153025,-0.13905567,agent,patient,-2.01396933,agent
24,sells,toy,well,This toy sells well.,-2.5082364,-0.09694716,patient,patient,-2.41128924,patient
25,sells,book,well,This book sells well.,-1.85137,-0.19351983,patient,patient,-1.65785017,agent
26,sells,novel,well,This novel sells well.,-2.0599446,-0.15333402,patient,patient,-1.9066105800000002,agent
27,sells,magazine,well,This magazine sells well.,-1.9696057,-0.16714986,patient,patient,-1.80245584,agent
28,sells,hat,well,This hat sells well.,-2.2797394,-0.12304699,patient,patient,-2.15669241,patient
29,sells,lotion,well,This lotion sells well.,-2.4783113,-0.10337433,patient,patient,-2.3749369700000003,patient
30,sells,album,well,This album sells well.,-1.9493353,-0.16928722,patient,patient,-1.78004808,agent
31,sells,car,well,This car sells well.,-1.9556433,-0.16851856,patient,patient,-1.7871247399999999,agent
32,sells,suv,well,This SUV sells well.,-2.0001273,-0.16271521,patient,patient,-1.83741209,agent
33,sells,product,well,This product sells well.,-2.1063383,-0.15089197,patient,patient,-1.95544633,agent
34,sells,make,well,This make sells well.,-2.2745202,-0.12380522,patient,patient,-2.15071498,patient
35,sells,item,well,This item sells well.,-2.1608808,-0.14138377,patient,patient,-2.01949703,agent
36,sells,cd,well,This CD sells well.,-2.1644263,-0.14202668,patient,patient,-2.0223996200000003,agent
37,sells,drug,well,This drug sells well.,-2.1576288,-0.1402472,patient,patient,-2.0173815999999998,agent
38,sells,snack,well,This snack sells well.,-2.4038856,-0.11193929,patient,patient,-2.29194631,patient
39,sells,salesman,well,This salesman sells well.,-1.6295875,-0.23771152,agent,patient,-1.39187598,agent
40,sells,saleswoman,well,This saleswoman sells well.,-1.892651,-0.184174,agent,patient,-1.708477,agent
41,sells,businessman,well,This businessman sells well.,-1.4836627,-0.2873482,agent,patient,-1.1963145,agent
42,sells,businesswoman,well,This businesswoman sells well.,-1.6940836,-0.23064743,agent,patient,-1.46343617,agent
43,sells,trader,well,This trader sells well.,-1.7826784,-0.2028997,agent,patient,-1.5797787,agent
44,sells,peddler,well,This peddler sells well.,-2.152714,-0.14156745,agent,patient,-2.01114655,agent
45,sells,telemarketer,well,This telemarketer sells well.,-1.6210685,-0.24744572,agent,patient,-1.37362278,agent
46,sells,dealer,well,This dealer sells well.,-1.7031236,-0.22043847,agent,patient,-1.4826851300000001,agent
47,sells,shopkeeper,well,This shopkeeper sells well.,-1.9729128,-0.16779615,agent,patient,-1.80511665,agent
48,sells,toy,quickly,This toy sells quickly.,-2.7500663,-0.076756895,patient,patient,-2.673309405,patient
49,sells,book,quickly,This book sells quickly.,-2.0624695,-0.155737,patient,patient,-1.9067325000000002,agent
50,sells,novel,quickly,This novel sells quickly.,-2.226899,-0.12979777,patient,patient,-2.09710123,patient
51,sells,magazine,quickly,This magazine sells quickly.,-2.1943138,-0.13352092,patient,patient,-2.06079288,patient
52,sells,hat,quickly,This hat sells quickly.,-2.482156,-0.10062334,patient,patient,-2.38153266,patient
53,sells,lotion,quickly,This lotion sells quickly.,-2.71811,-0.08184901,patient,patient,-2.63626099,patient
54,sells,album,quickly,This album sells quickly.,-2.1150365,-0.14308801,patient,patient,-1.97194849,agent
55,sells,car,quickly,This car sells quickly.,-2.1579757,-0.13730572,patient,patient,-2.02066998,agent
56,sells,suv,quickly,This SUV sells quickly.,-2.2267816,-0.13019168,patient,patient,-2.09658992,patient
57,sells,product,quickly,This product sells quickly.,-2.2684367,-0.12824667,patient,patient,-2.1401900300000003,patient
58,sells,make,quickly,This make sells quickly.,-2.4060607,-0.10888634,patient,patient,-2.2971743599999996,patient
59,sells,item,quickly,This item sells quickly.,-2.3158834,-0.12103833,patient,patient,-2.19484507,patient
60,sells,cd,quickly,This CD sells quickly.,-2.3399546,-0.11942123,patient,patient,-2.22053337,patient
61,sells,drug,quickly,This drug sells quickly.,-2.3605494,-0.113463216,patient,patient,-2.247086184,patient
62,sells,snack,quickly,This snack sells quickly.,-2.6523068,-0.088559486,patient,patient,-2.563747314,patient
63,sells,salesman,quickly,This salesman sells quickly.,-1.9023232,-0.17827292,agent,patient,-1.7240502800000002,agent
64,sells,saleswoman,quickly,This saleswoman sells quickly.,-2.0821989,-0.15096836,agent,patient,-1.9312305399999998,agent
65,sells,businessman,quickly,This businessman sells quickly.,-1.7257184,-0.22012405,agent,patient,-1.5055943500000002,agent
66,sells,businesswoman,quickly,This businesswoman sells quickly.,-1.8891131,-0.18770836,agent,patient,-1.70140474,agent
67,sells,trader,quickly,This trader sells quickly.,-2.0240014,-0.15777324,agent,patient,-1.86622816,agent
68,sells,peddler,quickly,This peddler sells quickly.,-2.3519657,-0.11560711,agent,patient,-2.23635859,patient
69,sells,telemarketer,quickly,This telemarketer sells quickly.,-1.8012892,-0.20521434,agent,patient,-1.59607486,agent
70,sells,dealer,quickly,This dealer sells quickly.,-1.8696115,-0.184284,agent,patient,-1.6853275,agent
71,sells,shopkeeper,quickly,This shopkeeper sells quickly.,-2.2307136,-0.12871426,agent,patient,-2.10199934,patient
72,drives,car,nicely,This car drives nicely.,-2.1398401,-0.1417629,patient,patient,-1.9980771999999998,agent
73,drives,suv,nicely,This SUV drives nicely.,-2.1850092,-0.13840514,patient,patient,-2.04660406,agent
74,drives,truck,nicely,This truck drives nicely.,-2.347803,-0.11761483,patient,patient,-2.23018817,patient
