id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,This toy sells easily.,-4.1505938,-0.029324718,patient,patient,-4.121269082,patient
1,sells,book,easily,This book sells easily.,-3.6270568,-0.06087792,patient,patient,-3.5661788800000003,patient
2,sells,novel,easily,This novel sells easily.,-2.9814994,-0.0850171,patient,patient,-2.8964823,agent
3,sells,magazine,easily,This magazine sells easily.,-3.4415305,-0.05722655,patient,patient,-3.3843039499999996,agent
4,sells,hat,easily,This hat sells easily.,-5.463223,-0.01701785,patient,patient,-5.44620515,patient
5,sells,lotion,easily,This lotion sells easily.,-4.242016,-0.035558783,patient,patient,-4.206457217,patient
6,sells,album,easily,This album sells easily.,-5.2699375,-0.025250526,patient,patient,-5.244686974,patient
7,sells,car,easily,This car sells easily.,-3.6976712,-0.06395667,patient,patient,-3.6337145299999998,patient
8,sells,suv,easily,This SUV sells easily.,-3.2118123,-0.08338505,patient,patient,-3.12842725,agent
9,sells,product,easily,This product sells easily.,-2.8417206,-0.1981584,patient,patient,-2.6435622,agent
10,sells,make,easily,This make sells easily.,-3.2196975,-0.13011347,patient,patient,-3.08958403,agent
11,sells,item,easily,This item sells easily.,-3.8588734,-0.07165912,patient,patient,-3.7872142799999997,patient
12,sells,cd,easily,This CD sells easily.,-5.0671372,-0.028459111,patient,patient,-5.038678089,patient
13,sells,drug,easily,This drug sells easily.,-3.5777469,-0.08452578,patient,patient,-3.4932211200000003,agent
14,sells,snack,easily,This snack sells easily.,-4.2523785,-0.038862478,patient,patient,-4.213516021999999,patient
15,sells,salesman,easily,This salesman sells easily.,-2.408561,-4.2314243,agent,agent,1.8228632999999994,agent
16,sells,saleswoman,easily,This saleswoman sells easily.,-1.8218341,-0.6927771,agent,patient,-1.129057,agent
17,sells,businessman,easily,This businessman sells easily.,-1.9747645,-3.750745,agent,agent,1.7759805000000002,agent
18,sells,businesswoman,easily,This businesswoman sells easily.,-2.2204933,-0.95037085,agent,patient,-1.2701224499999997,agent
19,sells,trader,easily,This trader sells easily.,-2.4639978,-1.2116117,agent,patient,-1.2523861,agent
20,sells,peddler,easily,This peddler sells easily.,-2.9108474,-0.9382907,agent,patient,-1.9725567000000002,agent
21,sells,telemarketer,easily,This telemarketer sells easily.,-1.690189,-0.3988758,agent,patient,-1.2913131999999998,agent
22,sells,dealer,easily,This dealer sells easily.,-2.8966973,-1.5191257,agent,patient,-1.3775716,agent
23,sells,shopkeeper,easily,This shopkeeper sells easily.,-2.910108,-0.78776324,agent,patient,-2.1223447600000003,agent
24,sells,toy,well,This toy sells well.,-4.331531,-0.02619137,patient,patient,-4.30533963,patient
25,sells,book,well,This book sells well.,-3.598924,-0.06535293,patient,patient,-3.53357107,agent
26,sells,novel,well,This novel sells well.,-3.1716912,-0.08388463,patient,patient,-3.08780657,agent
27,sells,magazine,well,This magazine sells well.,-3.6271608,-0.056070358,patient,patient,-3.571090442,patient
28,sells,hat,well,This hat sells well.,-5.557755,-0.016198203,patient,patient,-5.541556797,patient
29,sells,lotion,well,This lotion sells well.,-4.6041546,-0.035157897,patient,patient,-4.568996703,patient
30,sells,album,well,This album sells well.,-5.258518,-0.029831152,patient,patient,-5.228686848,patient
31,sells,car,well,This car sells well.,-3.880623,-0.05978028,patient,patient,-3.82084272,patient
32,sells,suv,well,This SUV sells well.,-3.344132,-0.07973539,patient,patient,-3.26439661,agent
33,sells,product,well,This product sells well.,-2.9792404,-0.19396123,patient,patient,-2.78527917,agent
34,sells,make,well,This make sells well.,-3.3090801,-0.12286028,patient,patient,-3.1862198200000003,agent
35,sells,item,well,This item sells well.,-3.8451958,-0.07482238,patient,patient,-3.77037342,patient
36,sells,cd,well,This CD sells well.,-5.046151,-0.03244256,patient,patient,-5.01370844,patient
37,sells,drug,well,This drug sells well.,-3.635011,-0.08987162,patient,patient,-3.54513938,patient
38,sells,snack,well,This snack sells well.,-4.5757422,-0.033434752,patient,patient,-4.542307448,patient
39,sells,salesman,well,This salesman sells well.,-2.7519557,-4.5212927,agent,agent,1.7693370000000002,agent
40,sells,saleswoman,well,This saleswoman sells well.,-2.0250971,-0.63525426,agent,patient,-1.38984284,agent
41,sells,businessman,well,This businessman sells well.,-2.30031,-3.7906494,agent,agent,1.4903393999999999,agent
