id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,This toy sells easily.,-1.517578125,-0.26708984375,patient,patient,-1.25048828125,patient
1,sells,book,easily,This book sells easily.,-1.7177734375,-0.218017578125,patient,patient,-1.499755859375,patient
2,sells,novel,easily,This novel sells easily.,-0.84375,-0.59375,patient,patient,-0.25,patient
3,sells,magazine,easily,This magazine sells easily.,-1.15625,-0.40625,patient,patient,-0.75,patient
4,sells,hat,easily,This hat sells easily.,-1.1552734375,-0.405029296875,patient,patient,-0.750244140625,patient
5,sells,lotion,easily,This lotion sells easily.,-0.9912109375,-0.491455078125,patient,patient,-0.499755859375,patient
6,sells,album,easily,This album sells easily.,-1.5224609375,-0.2724609375,patient,patient,-1.25,patient
7,sells,car,easily,This car sells easily.,-0.86376953125,-0.61376953125,patient,patient,-0.25,patient
8,sells,suv,easily,This SUV sells easily.,-0.84912109375,-0.59912109375,patient,patient,-0.25,patient
9,sells,product,easily,This product sells easily.,-1.3486328125,-0.348876953125,patient,patient,-0.999755859375,patient
10,sells,make,easily,This make sells easily.,-0.71337890625,-0.71337890625,patient,agent,0.0,patient
11,sells,item,easily,This item sells easily.,-1.33203125,-0.332275390625,patient,patient,-0.999755859375,patient
12,sells,cd,easily,This CD sells easily.,-1.3388671875,-0.339111328125,patient,patient,-0.999755859375,patient
13,sells,drug,easily,This drug sells easily.,-1.5478515625,-0.298095703125,patient,patient,-1.249755859375,patient
14,sells,snack,easily,This snack sells easily.,-1.71484375,-0.2149658203125,patient,patient,-1.4998779296875,patient
15,sells,salesman,easily,This salesman sells easily.,-0.9931640625,-0.492919921875,agent,patient,-0.500244140625,patient
16,sells,saleswoman,easily,This saleswoman sells easily.,-0.71533203125,-0.71533203125,agent,agent,0.0,patient
17,sells,businessman,easily,This businessman sells easily.,-1.1533203125,-0.40380859375,agent,patient,-0.74951171875,patient
18,sells,businesswoman,easily,This businesswoman sells easily.,-1.3291015625,-0.3291015625,agent,patient,-1.0,patient
19,sells,trader,easily,This trader sells easily.,-1.5146484375,-0.264892578125,agent,patient,-1.249755859375,patient
20,sells,peddler,easily,This peddler sells easily.,-1.3291015625,-0.329345703125,agent,patient,-0.999755859375,patient
21,sells,telemarketer,easily,This telemarketer sells easily.,-0.99462890625,-0.49462890625,agent,patient,-0.5,patient
22,sells,dealer,easily,This dealer sells easily.,-0.9951171875,-0.494873046875,agent,patient,-0.500244140625,patient
23,sells,shopkeeper,easily,This shopkeeper sells easily.,-1.5263671875,-0.276123046875,agent,patient,-1.250244140625,patient
24,sells,toy,well,This toy sells well.,-1.33203125,-0.332275390625,patient,patient,-0.999755859375,patient
25,sells,book,well,This book sells well.,-1.51953125,-0.269287109375,patient,patient,-1.250244140625,patient
26,sells,novel,well,This novel sells well.,-0.59375,-0.84375,patient,agent,0.25,patient
27,sells,magazine,well,This magazine sells well.,-0.998046875,-0.497802734375,patient,patient,-0.500244140625,patient
28,sells,hat,well,This hat sells well.,-1.333984375,-0.334228515625,patient,patient,-0.999755859375,patient
29,sells,lotion,well,This lotion sells well.,-0.9931640625,-0.4931640625,patient,patient,-0.5,patient
30,sells,album,well,This album sells well.,-1.5244140625,-0.274658203125,patient,patient,-1.249755859375,patient
31,sells,car,well,This car sells well.,-0.86474609375,-0.61474609375,patient,patient,-0.25,patient
32,sells,suv,well,This SUV sells well.,-0.85205078125,-0.60205078125,patient,patient,-0.25,patient
33,sells,product,well,This product sells well.,-1.171875,-0.421630859375,patient,patient,-0.750244140625,patient
34,sells,make,well,This make sells well.,-0.8515625,-0.6015625,patient,patient,-0.25,patient
35,sells,item,well,This item sells well.,-1.3330078125,-0.33349609375,patient,patient,-0.99951171875,patient
36,sells,cd,well,This CD sells well.,-1.5302734375,-0.2802734375,patient,patient,-1.25,patient
37,sells,drug,well,This drug sells well.,-1.3583984375,-0.35888671875,patient,patient,-0.99951171875,patient
38,sells,snack,well,This snack sells well.,-1.5185546875,-0.26806640625,patient,patient,-1.25048828125,patient
39,sells,salesman,well,This salesman sells well.,-0.71533203125,-0.71533203125,agent,agent,0.0,patient
40,sells,saleswoman,well,This saleswoman sells well.,-0.71875,-0.71875,agent,agent,0.0,patient
