verb,num_agents,num_patients,agent_acc,patient_acc,overall_acc,agent_avg_LL_delta,patient_avg_LL_delta
bakes,18,24,1.0,1.0,1.0,14.328849208366668,-15.17741882711458
carves,20,28,1.0,1.0,1.0,14.882112779105501,-15.577967353844283
cleans,21,33,1.0,1.0,1.0,14.744250798813809,-16.45140084801
cooks,12,33,1.0,1.0,1.0,15.086063748309165,-17.069720304340308
cuts,16,24,1.0,0.875,0.925,15.088068883418748,-11.742996799176668
drives,9,27,1.0,0.0,0.25,15.68235160228889,9.815119402695187
embroiders,12,16,1.0,1.0,1.0,13.806794210433333,-14.885932417138125
flies,12,12,1.0,0.0,0.5,15.368558519358336,8.917853005015001
knits,20,15,1.0,1.0,1.0,13.057566082915002,-14.257710062142666
packs,16,24,1.0,0.9166666666666666,0.95,12.444096925638751,-11.069393006018332
paints,20,28,1.0,0.9642857142857143,0.9791666666666666,14.671857298337006,-14.097259094655714
performs,7,6,1.0,0.16666666666666666,0.6153846153846154,15.514727436258571,2.4683701216333325
photographs,4,14,1.0,1.0,1.0,14.769414712925,-16.205966380561428
plays,14,12,1.0,0.08333333333333333,0.5769230769230769,15.287408151457145,2.2354934985833332
reads,14,20,1.0,1.0,1.0,14.65360819578357,-17.17876427867
sculpts,15,15,1.0,0.5333333333333333,0.7666666666666667,14.96458061228,-4.570121401416002
sells,27,45,1.0,1.0,1.0,15.353148685796297,-15.268647606898668
sews,12,8,1.0,1.0,1.0,12.4767641503375,-17.021807098721247
shaves,6,9,1.0,1.0,1.0,14.490469675033331,-14.689018131166668
stitches,20,28,0.95,1.0,0.9791666666666666,12.0415298587,-16.0129383457825
turns,16,28,1.0,1.0,1.0,13.202303783326878,-9.090562988289642
washes,8,18,1.0,1.0,1.0,11.844816261974998,-16.714324104794443
writes,24,10,1.0,0.9,0.9705882352941176,15.264575867672498,-8.263026457493
