noun,num_counts,accuracy,overlap,avg_LL_delta
abstract,2,1.0,1.0,-17.6859700538
actor,1,1.0,1.0,15.3512479826
aircraft,3,0.0,0.0,8.7394615327
album,3,1.0,1.0,-16.52152546426667
animal,2,1.0,0.0,-17.7249037748
announcer,2,1.0,1.0,14.30850970458
artisan,4,1.0,1.0,13.950384342675001
artist,4,1.0,1.0,15.097250895435
author,2,1.0,1.0,15.392071776775001
aviator,3,1.0,1.0,15.3368908208
backpack,2,0.0,0.0,4.5810700123
backpacker,2,1.0,1.0,12.120516347075
bag,2,1.0,1.0,-3.4977866986499997
baker,6,1.0,1.0,15.136790425491668
barber,7,1.0,1.0,15.05292738945714
basket,2,1.0,1.0,-10.366742250615001
beard,3,1.0,1.0,-16.719552782000004
bedding,5,1.0,1.0,-17.49986120474
bike,4,1.0,1.0,-13.12675770817
blanket,2,1.0,1.0,-17.9694384748
blogger,2,1.0,1.0,15.2347016492
board,4,0.25,0.25,3.612948591375
book,3,1.0,1.0,-16.00691571315
bottle,2,1.0,1.0,-17.377103518425
bowl,2,1.0,1.0,-16.268518106450003
bread,3,1.0,1.0,-15.123701616533333
broadcaster,2,1.0,1.0,14.204254735500001
building,2,1.0,1.0,-16.949316768499997
bus,3,0.0,0.0,13.100381255986667
busboy,5,1.0,1.0,12.7049021267
businessman,3,1.0,1.0,15.224563124613335
businesswoman,3,1.0,1.0,15.344685571166666
butcher,4,1.0,1.0,14.33964590235
cake,3,1.0,1.0,-11.048420079316665
cameraman,2,1.0,1.0,13.50674653095
camper,2,1.0,1.0,8.06587816535
canvas,4,1.0,1.0,-13.6600612549825
captain,3,1.0,1.0,15.292532002033333
car,12,0.75,0.75,-6.285352373127499
cardboard,4,1.0,1.0,-9.800891357915
carpet,3,1.0,1.0,-17.400723900933333
carver,7,1.0,1.0,16.03869417630143
caterer,3,1.0,1.0,14.033498722866668
cd,3,1.0,1.0,-17.127799211533333
cellist,2,1.0,1.0,15.318325210000001
cello,2,0.0,0.0,1.58780556
chauffeur,3,1.0,1.0,15.480983591366666
chef,10,1.0,1.0,15.003883384446002
choreography,1,0.0,1.0,7.120658895299999
clarinet,2,0.0,0.0,3.5140602249999997
clarinetist,2,1.0,1.0,14.4735757092
clay,6,0.5,0.5,-7.234972609001666
cleaner,5,1.0,1.0,14.71771119092
clerk,2,1.0,1.0,13.079598938735
cloth,8,1.0,1.0,-16.008387753736248
coat,2,1.0,1.0,-16.84570568215
code,2,0.5,0.5,1.9533328400999999
comedian,1,1.0,1.0,15.22330582667
concerto,1,0.0,0.0,3.904241386
confectioner,3,1.0,1.0,13.448562386766667
container,2,1.0,1.0,-10.242487358830001
convertible,3,0.0,0.0,4.872884679666666
cook,6,1.0,1.0,15.717334375866669
cotton,4,1.0,1.0,-17.374560145825
countertop,3,1.0,1.0,-17.651133324793335
crate,2,1.0,1.0,-14.35070226647
cushion,4,1.0,1.0,-15.242373453799999
cut,4,1.0,0.0,-10.7510426266
dancer,1,1.0,1.0,15.9872614116
dealer,3,1.0,1.0,15.724832202260002
dish,2,1.0,1.0,-15.805270183935
doctor,2,1.0,1.0,16.34834574735
dough,3,1.0,1.0,-17.087220989346665
dressmaker,4,1.0,1.0,12.985644184425
driver,7,1.0,1.0,15.55730008392857
drug,3,1.0,0.0,-15.545269279869999
drummer,2,1.0,1.0,15.16069417265
duffle,2,1.0,1.0,-13.816320597634999
essay,4,1.0,1.0,-13.42244014395
essayist,2,1.0,1.0,14.0176783274
fabric,20,1.0,1.0,-16.8618129817405
fillet,3,1.0,1.0,-17.839685454033333
fish,3,1.0,1.0,-17.67013646417
floor,3,1.0,1.0,-17.400541018186665
flute,2,0.0,0.0,1.7814527999999998
flutist,2,1.0,1.0,15.89686323037
food,2,1.0,1.0,-17.666898080819998
gem,4,1.0,1.0,-14.44094014469
glass,4,1.0,1.0,-15.317839440539998
hairdresser,7,1.0,1.0,15.039532987728569
handle,4,1.0,0.0,-11.26465210701
hat,3,1.0,1.0,-16.4983455526
herb,3,1.0,1.0,-16.799961772
hiker,2,1.0,1.0,13.44849010915
housekeeper,3,1.0,1.0,15.6224046933
ice,7,1.0,1.0,-14.956108243904291
illustrator,4,1.0,1.0,14.798463932899999
ingredient,3,1.0,1.0,-13.976003432513332
instrument,2,0.0,1.0,3.3820786395000004
item,3,1.0,1.0,-16.815995718183334
jacket,2,1.0,1.0,-15.974981938149998
janitor,3,1.0,1.0,14.450534762033334
jet,3,0.0,0.0,10.82354793968
jeweler,4,1.0,1.0,14.298334538975
jewelry,3,1.0,1.0,-17.531042651779998
journalist,2,1.0,1.0,15.26154761673
kite,3,0.0,0.0,3.721796965333333
knob,4,1.0,1.0,-6.435503022875
lady,5,1.0,1.0,13.1131537811
lake,2,1.0,1.0,-16.5413880591
landscape,2,1.0,1.0,-17.450999966650002
letter,2,1.0,1.0,-16.71505635447
line,2,1.0,1.0,-17.543958030485
lotion,3,1.0,1.0,-16.11274844619
lunchbox,2,1.0,1.0,-12.660509882915001
machine,8,0.875,0.875,7.61409603035625
magazine,3,1.0,1.0,-10.3800615572
maid,5,1.0,1.0,14.115461137279999
make,3,1.0,0.0,-8.728922150233332
man,5,1.0,1.0,12.383844428200002
marble,3,0.0,0.0,2.8785619296666667
mason,3,1.0,1.0,14.911149109066669
material,4,1.0,1.0,-16.911482503985003
meat,7,1.0,1.0,-18.48218316311714
mirror,3,1.0,1.0,-16.3771379063
model,2,1.0,1.0,-9.987198354930001
motorcycle,4,1.0,1.0,-12.940137621107501
motorist,4,1.0,1.0,13.695568462562498
mountain,2,1.0,1.0,-17.5394742767
mover,2,1.0,1.0,14.69579125045
mushroom,3,1.0,1.0,-15.495679145136668
musician,3,1.0,1.0,16.2582107373
narrator,2,1.0,1.0,15.427319732499999
notetaker,2,1.0,1.0,14.82402226615
novel,3,1.0,1.0,-16.44656494841333
novelist,2,1.0,1.0,14.558993968085
orator,2,1.0,1.0,14.08693502455
packaging,4,1.0,1.0,-13.729565143115002
painter,4,1.0,1.0,15.60806821385
panel,4,0.75,0.75,-2.5836416099750004
paper,4,1.0,1.0,-14.93127217959
passage,6,1.0,1.0,-16.620086254935
pastry,3,1.0,1.0,-14.785263414366668
patissier,3,1.0,1.0,13.254253118766668
pattern,5,1.0,1.0,-15.49351837895
peddler,3,1.0,1.0,14.090204727133333
pepper,3,1.0,1.0,-17.798261668576668
