noun,avg_LL_delta
abstract,-5.109652358
actor,0.1382799999999999
aircraft,0.0258065
album,-5.397593396
animal,2.4069283
announcer,5.0020518
artisan,2.02325625
artist,-0.7018323999999998
author,1.5920481999999998
aviator,2.47913726
backpack,-3.34269886
backpacker,-1.44256217
bag,-4.204376911000001
baker,-3.60549919
barber,-2.1855373250000003
basket,-6.3806496647
beard,-7.4255443022
bedding,-4.798965703
bike,-4.238817157
blanket,-4.638930652
blogger,-2.4430521
board,-1.24337864
book,-4.915734374
bottle,-5.5621955257
bowl,-6.3699098172
bread,-7.1760476146
broadcaster,2.4146098
building,-2.99636543
bus,-2.46587557
busboy,-2.18915176
businessman,4.7386295
businesswoman,-0.4127560999999999
butcher,-3.045929986
cake,-11.89758323068
cameraman,0.8760414000000001
camper,-0.25698654
canvas,-6.0915327042
captain,3.55951208
car,0.8053855
cardboard,-6.884467149400001
carpet,-7.3410545519
carver,-3.222855386
caterer,-4.161343623
cd,-3.14295774
cellist,-5.4687178963
cello,-4.293481328
chauffeur,2.82329756
chef,2.09662534
choreography,-0.99199306
clarinet,-7.9406274185
clarinetist,-5.050752525
clay,-6.4156678104
cleaner,-1.0648851
clerk,1.95771713
cloth,-6.00738863
coat,-3.08034686
code,-5.3179768
comedian,3.2342683999999995
concerto,-4.301983573999999
confectioner,-5.767131996
container,-0.01232244
convertible,-0.9306879
cook,-0.5692272
cotton,-4.736906484
countertop,-3.45817981
crate,-4.034651465
cushion,-6.0460208592
cut,-1.8434659999999996
dancer,-0.18529713
dealer,0.9954635
dish,-2.84087527
doctor,1.3322858000000002
dough,-1.5887793
dressmaker,-3.812021326
driver,3.9859752
drug,-3.795723884
drummer,-0.8299349
duffle,-1.1042288999999998
essay,-6.0249817
essayist,-1.63029952
fabric,-3.429658805
fillet,-4.211127988
fish,-3.46846386
floor,-2.02597788
flute,-6.672098039
flutist,-5.108834878
food,-6.19031065
gem,-7.8779833194
glass,-4.804137686000001
hairdresser,-2.394746784
handle,-3.593924206
hat,-4.345699152
herb,-4.8668972435
hiker,-3.3981170240000003
housekeeper,-0.2975616
ice,-5.295216923
illustrator,-2.0205744
ingredient,2.90251682
instrument,-1.8614606
item,-1.3938029999999992
jacket,-2.818042606
janitor,2.04553024
jet,2.032827
jeweler,-3.254350403
jewelry,-7.986025459559999
journalist,1.4895820000000004
kite,-6.583159796
knob,-0.5630988000000001
lady,-4.21376071
lake,-7.468523075
landscape,-6.358428883999999
letter,-7.27008247
line,-5.068487062
lotion,-8.0496121931
lunchbox,-4.769061864
machine,0.4695377999999999
magazine,-4.13818519
maid,-2.91811847
make,-1.03186606
man,3.40859219
marble,-7.751444589199999
mason,-2.863155102
material,-1.7329253
meat,-3.884052041
mirror,-7.1097446758
model,-4.944215675000001
motorcycle,-4.49985372
motorist,2.4067885
mountain,-2.883983666
mover,3.875605334
mushroom,-5.1977758454
musician,-1.25858505
narrator,1.1604583999999996
notetaker,-2.0831707
novel,-2.6679849
novelist,-0.4999225000000002
orator,0.7880915000000002
packaging,-1.7547399000000006
painter,-2.846740993
panel,-2.10929483
paper,-5.787889807
passage,-4.19554627
pastry,-8.9735027325
patissier,-7.0940091375
pattern,-6.3757987075
peddler,2.16111447
pepper,-6.0934370714
person,4.049955300000001
photographer,-1.96717252
pianist,-2.0041895000000003
piano,-4.8455716220000005
pie,-10.2364574214
pilot,2.4854641
pizza,-6.9977015457
plane,-0.9212855599999998
poem,-8.1661994
poet,-1.5154904
portraitist,-2.69577602
pot,-4.928327328
potato,-5.997999661
potter,-2.926071276
product,-2.2414444
professor,4.64498612
proposal,-7.8921179756
pumpkin,-10.1663960165
quilt,-7.424883368800001
racer,-3.792962874
report,-2.65958392
roadtripper,-1.95613661
routine,-3.31889057
salesman,4.283759610000001
saleswoman,-1.06895834
salmon,-10.79404055614
scene,-3.82038013
screw,5.3646857
scribe,0.98383624
script,-4.272676208
sculptor,0.47542375
seamster,-2.995202886
seamstress,-2.97046638
section,-2.9891475830000003
shirt,-4.9373264524
shopkeeper,-1.66423215
sideburn,-7.1865133428000005
silk,-6.4320315438
silverware,-6.0229313345
singer,-2.1064156
snack,-6.5423482004
soloist,-1.1793996
sonata,-4.149198167
song,-7.6435897
steak,-6.436307031499999
stone,-4.797371424
stubble,-5.04083718
student,-0.1117536000000001
suitcase,-2.760248226
surface,-1.97066869
surgeon,0.5487491000000001
suv,-2.71094477
tailor,-1.9469786
tank,-4.05595201
teacher,1.38220023
telemarketer,0.18162827
tent,-3.483631065
thread,-6.798392949
toy,-7.096981766
tractor,1.7620962
trader,3.96168533
traveller,1.22255978
truck,-0.16027364
tub,-3.780078813
tuna,-6.757008427
turkey,-6.2545146058
upholsterer,4.5526434
valve,0.3236245
van,0.92003633
vegetable,-6.27390754
vehicle,1.1575136
verse,-4.80228195
view,-0.6344928500000001
violin,-8.48294009694
violinist,-5.576335665
waiter,1.0336778
waitress,-2.40021972
wall,-0.1660651999999998
window,-3.1631249560000003
windshield,-3.85832382
woman,-5.1519366
wood,-5.5531346766
wool,-8.3628215846
worker,4.879651994
wound,-5.5137337
yarn,-8.4439229054
