verb,num_agents,num_patients,agent_acc,patient_acc,overall_acc,agent_avg_LL_delta,patient_avg_LL_delta
bakes,18,24,0.7777777777777778,0.2916666666666667,0.5,0.3116319444444444,0.17836507161458334
carves,20,28,1.0,0.0,0.4166666666666667,0.66640625,0.4113246372767857
cleans,21,33,0.9523809523809523,0.06060606060606061,0.4074074074074074,0.2611607142857143,0.2840909090909091
cooks,12,33,0.6666666666666666,0.2727272727272727,0.37777777777777777,0.2421875,0.1405954071969697
cuts,16,24,0.8125,0.125,0.4,0.3154144287109375,0.23695882161458334
drives,9,27,1.0,0.0,0.25,0.5052897135416666,0.37208839699074076
embroiders,12,16,0.8333333333333334,0.25,0.5,0.4258015950520833,0.2939910888671875
flies,12,12,1.0,0.0,0.5,0.5533650716145834,0.3971354166666667
knits,20,15,0.8,0.2,0.5428571428571428,0.1609130859375,0.355224609375
packs,16,24,1.0,0.08333333333333333,0.45,0.3300323486328125,0.3275553385416667
paints,20,28,0.85,0.21428571428571427,0.4791666666666667,0.3695068359375,0.22044154575892858
performs,7,6,1.0,0.3333333333333333,0.6923076923076923,0.24776785714285715,0.13802083333333334
photographs,4,14,1.0,0.14285714285714285,0.3333333333333333,0.58197021484375,0.11607142857142858
plays,14,12,1.0,0.0,0.5384615384615384,0.5145786830357143,0.4154459635416667
reads,14,20,1.0,0.05,0.4411764705882353,0.5211181640625,0.2413818359375
sculpts,15,15,1.0,0.0,0.5,0.5750162760416667,0.45830078125
sells,27,45,1.0,0.0,0.375,0.5740921585648148,0.3850857204861111
sews,12,8,0.75,0.25,0.55,0.341064453125,0.26751708984375
shaves,6,9,1.0,0.0,0.4,0.28125,0.2916666666666667
stitches,20,28,0.75,0.2857142857142857,0.4791666666666667,0.23433837890625,0.13949148995535715
turns,16,28,1.0,0.14285714285714285,0.45454545454545453,0.42193603515625,0.29404994419642855
washes,8,18,0.875,0.1111111111111111,0.34615384615384615,0.28326416015625,0.2430962456597222
writes,24,10,1.0,0.0,0.7058823529411765,0.6856282552083334,0.548486328125
