noun,num_counts,accuracy,overlap,avg_LL_delta
abstract,2,0.0,0.0,0.15625
actor,1,1.0,1.0,0.765625
aircraft,3,0.0,1.0,0.5469563802083334
album,3,0.0,1.0,0.7552897135416666
animal,2,0.0,1.0,0.2421875
announcer,2,1.0,1.0,0.6251220703125
artisan,4,1.0,1.0,0.948974609375
artist,4,1.0,1.0,0.691162109375
author,2,1.0,1.0,1.03125
aviator,3,1.0,1.0,0.7134602864583334
backpack,2,0.0,1.0,0.7186279296875
backpacker,2,1.0,1.0,0.6878662109375
bag,2,0.0,1.0,0.8355712890625
baker,6,1.0,1.0,0.5885416666666666
barber,7,1.0,1.0,0.6249651227678571
basket,2,0.0,1.0,0.8590087890625
beard,3,0.0,1.0,0.44775390625
bedding,5,0.0,1.0,0.46259765625
bike,4,0.0,1.0,0.58209228515625
blanket,2,0.0,1.0,0.773193359375
blogger,2,1.0,1.0,1.2421875
board,4,0.0,1.0,0.58209228515625
book,3,0.0,1.0,0.6458333333333334
bottle,2,0.0,1.0,0.8597412109375
bowl,2,0.0,1.0,0.7733154296875
bread,3,0.0,1.0,0.6095377604166666
broadcaster,2,1.0,1.0,0.695556640625
building,2,0.0,1.0,0.3671875
bus,3,0.0,1.0,0.453125
busboy,5,1.0,1.0,0.5658203125
businessman,3,1.0,1.0,0.9893391927083334
businesswoman,3,1.0,1.0,0.9271647135416666
butcher,4,1.0,1.0,0.6602783203125
cake,3,0.0,1.0,0.6145833333333334
cameraman,2,1.0,1.0,0.601806640625
camper,2,1.0,0.0,0.5548095703125
canvas,4,0.0,1.0,0.71087646484375
captain,3,1.0,1.0,0.687744140625
car,12,0.0,1.0,0.6327311197916666
cardboard,4,0.0,1.0,0.761962890625
carpet,3,0.0,1.0,0.9219563802083334
carver,7,1.0,1.0,0.8147670200892857
caterer,3,1.0,1.0,0.5572102864583334
cd,3,0.0,1.0,0.6876627604166666
cellist,2,1.0,1.0,0.640380859375
cello,2,0.0,1.0,0.5860595703125
chauffeur,3,1.0,0.0,0.859375
chef,10,1.0,1.0,0.6343994140625
choreography,1,0.0,1.0,0.703125
clarinet,2,0.0,1.0,0.8824462890625
clarinetist,2,1.0,1.0,0.820068359375
clay,6,0.0,1.0,0.8543294270833334
cleaner,5,1.0,1.0,0.868603515625
clerk,2,1.0,1.0,0.7576904296875
cloth,8,0.0,1.0,0.85552978515625
coat,2,0.0,1.0,0.9688720703125
code,2,0.0,0.0,0.718994140625
comedian,1,1.0,1.0,0.65576171875
concerto,1,0.0,1.0,0.95263671875
confectioner,3,1.0,1.0,0.760498046875
container,2,0.0,1.0,0.8671875
convertible,3,0.0,1.0,0.69775390625
cook,6,1.0,1.0,0.5312906901041666
cotton,4,0.0,1.0,0.90240478515625
countertop,3,0.0,1.0,0.838623046875
crate,2,0.0,1.0,0.625244140625
cushion,4,0.0,1.0,0.448974609375
cut,4,0.0,1.0,0.57025146484375
dancer,1,1.0,1.0,0.71826171875
dealer,3,1.0,0.0,0.8644205729166666
