verb,num_agents,num_patients,agent_acc,patient_acc,overall_acc,agent_avg_LL_delta,patient_avg_LL_delta
bakes,18,24,1.0,0.0,0.42857142857142855,0.5764431423611112,0.64263916015625
carves,20,28,1.0,0.0,0.4166666666666667,0.92105712890625,0.7617536272321429
cleans,21,33,1.0,0.0,0.3888888888888889,0.7462216331845238,0.8385860558712122
cooks,12,33,1.0,0.0,0.26666666666666666,0.5350545247395834,0.5658365885416666
cuts,16,24,1.0,0.0,0.4,0.638702392578125,0.7149556477864584
drives,9,27,1.0,0.0,0.25,0.7465549045138888,0.63525390625
embroiders,12,16,1.0,0.0,0.42857142857142855,0.8020833333333334,0.736236572265625
flies,12,12,1.0,0.0,0.5,0.6772054036458334,0.5509440104166666
knits,20,15,1.0,0.0,0.5714285714285714,0.58597412109375,0.8916178385416667
packs,16,24,1.0,0.0,0.4,0.663116455078125,0.7616475423177084
paints,20,28,1.0,0.0,0.4166666666666667,0.6952880859375,0.69476318359375
performs,7,6,1.0,0.0,0.5384615384615384,0.7700892857142857,0.6221110026041666
photographs,4,14,1.0,0.0,0.2222222222222222,0.6915283203125,0.35152762276785715
plays,14,12,1.0,0.0,0.5384615384615384,0.6282435825892857,0.6054890950520834
reads,14,20,1.0,0.0,0.4117647058823529,0.6339634486607143,0.4390380859375
sculpts,15,15,1.0,0.0,0.5,0.7938151041666667,0.7874674479166667
sells,27,45,1.0,0.0,0.375,0.8715006510416666,0.7482964409722223
sews,12,8,1.0,0.0,0.6,0.7159627278645834,0.7579345703125
shaves,6,9,1.0,0.0,0.4,0.5338134765625,0.6456163194444444
stitches,20,28,1.0,0.0,0.4166666666666667,0.74920654296875,0.7215576171875
turns,16,28,1.0,0.0,0.36363636363636365,0.662139892578125,0.6752406529017857
washes,8,18,1.0,0.0,0.3076923076923077,0.6876220703125,0.7534450954861112
writes,24,10,1.0,0.0,0.7058823529411765,1.0618896484375,0.929736328125
