noun,avg_LL_delta
abstract,-6.67058611
actor,-3.4080814
aircraft,-4.345842367
album,-6.730549603
animal,-4.9307875
announcer,-3.6256534
artisan,-2.1658467000000003
artist,-3.10812965
author,-1.8149657
aviator,-4.314959437
backpack,-4.011603849999999
backpacker,-3.33058903
bag,-4.8763735
baker,-4.17285344
barber,-5.589352030000001
basket,-5.161348846
beard,-5.03526126
bedding,-5.54612135
bike,-6.466441124499999
blanket,-6.52303943
blogger,-6.16957203
board,-3.9789694
book,-5.03035672
bottle,-4.24997391
bowl,-3.4925768
bread,-3.44340078
broadcaster,-5.83406613
building,-3.169567664
bus,-5.42598597
busboy,-3.4858533000000005
businessman,-3.6715994
businesswoman,-3.7187078
butcher,-4.6479422
cake,-6.22370923
cameraman,-3.9950578
camper,-4.92760449
canvas,-6.111683484
captain,-2.8207175
car,-4.6046084
cardboard,-6.806234915
carpet,-4.514791600000001
carver,-5.00671801
caterer,-0.9628056000000004
cd,-7.492248849999999
cellist,-6.54328446
cello,-7.47933746
chauffeur,-1.921909
chef,-2.2996913999999995
choreography,-4.102766600000001
clarinet,-6.59254803
clarinetist,-5.6113742
clay,-5.436394668
cleaner,-2.1169276
clerk,-3.4841022
cloth,-4.3708367
coat,-4.64999786
code,-7.875592950000001
comedian,-2.6245920000000003
concerto,-6.789022166
confectioner,-5.29628142
container,-3.8806428
convertible,-5.85746607
cook,-4.80417316
cotton,-5.739465771
countertop,-7.39235342
crate,-7.700033192
cushion,-4.743306489999999
cut,-5.96600246
dancer,-4.97640578
dealer,-5.873810300000001
dish,-4.851491056
doctor,-6.60209833
dough,-4.4407033
dressmaker,-5.5409692
driver,-3.91645615
drug,-7.380243923
drummer,-5.45410356
duffle,-6.484725200000001
essay,-4.49264301
essayist,-4.9114754
fabric,-5.594248500000001
fillet,-6.53122091
fish,-5.283733208
floor,-3.3684291
flute,-8.402229958
flutist,-6.50700756
food,-5.646411838000001
gem,-7.664182354
glass,-6.822912073
hairdresser,-5.66641653
handle,-3.9880029
hat,-5.209438346
herb,-6.654862675
hiker,-3.1410225
housekeeper,-1.3999187999999998
ice,-7.764417967
illustrator,-4.289548
ingredient,-2.4114038000000004
instrument,-7.32544613
item,-4.8665065300000006
jacket,-4.43935357
janitor,-0.9311228
jet,-6.354605994
jeweler,-4.3137451
jewelry,-5.589577027
journalist,-4.4616346
kite,-8.1426534938
knob,-6.13801654
lady,-5.65527638
lake,-2.9703512
landscape,-3.68991682
letter,-5.43536163
line,-5.43165321
lotion,-3.03556412
lunchbox,-5.4966153040000005
machine,-6.839313879
magazine,-7.080566153
maid,-0.9220822
make,-2.852814
man,-3.67274463
marble,-5.98129229
mason,-4.05267253
material,-4.385674
meat,-5.38591386
mirror,-6.219354893
model,-6.7718886000000005
motorcycle,-6.82963449
motorist,-3.2912258
mountain,-6.432167432
mover,-2.8557445
mushroom,-7.775685682
musician,-4.5931938
narrator,-0.6684239999999999
notetaker,-5.36831893
novel,-5.51322375
novelist,-2.857208
orator,-4.1683097
packaging,-5.824227280000001
painter,-5.05250748
panel,-6.340308500000001
paper,-6.12262535
passage,-2.3584442
pastry,-7.627946281
patissier,-3.7816262
pattern,-7.029028200000001
peddler,-5.5068636
pepper,-6.490926084
person,-1.5642316
photographer,-5.20882941
pianist,-6.158884759999999
piano,-6.819793444
pie,-6.316010606
pilot,-3.807097
pizza,-5.53264433
plane,-5.895188259
poem,-5.848357565
poet,-4.971414599999999
portraitist,-5.631435799999999
pot,-5.894198904
potato,-7.47411295
potter,-4.8808401
product,-4.8846375
professor,-4.0002683
proposal,-4.97884846
pumpkin,-8.208738843
quilt,-8.6276042
racer,-6.924905952
report,-3.4619614000000003
roadtripper,-3.6903317
routine,-4.3311150000000005
salesman,-3.75251748
saleswoman,-3.5748002000000003
salmon,-5.489298496
scene,-2.84817144
screw,-6.907511266
scribe,-3.7025204
script,-5.7801563
sculptor,-6.36369824
seamster,-4.2521162
seamstress,-6.0015234
section,-4.586348299999999
shirt,-5.134581283
shopkeeper,-4.86314926
sideburn,-8.258806724
silk,-5.016859645
silverware,-5.799294073
singer,-3.5389802999999995
snack,-6.859823878
soloist,-2.0562003000000004
sonata,-6.0726843
song,-6.390790194
steak,-5.60067272
stone,-7.0727687050000005
stubble,-6.41645432
student,-3.65765444
suitcase,-4.23423476
surface,-4.8452438
surgeon,-8.10459431
suv,-5.035378079999999
tailor,-4.898021
tank,-3.79475317
teacher,-4.06152044
telemarketer,-7.155131937
tent,-5.201456885
thread,-5.710825546
toy,-7.501250864
tractor,-4.30431167
trader,-3.0428552
traveller,-2.2476282
truck,-4.60122934
tub,-5.03644358
tuna,-5.93411165
turkey,-5.384775262
upholsterer,-3.1537153
valve,-6.764961443
van,-5.74695
vegetable,-6.969572278
vehicle,-4.886109233
verse,-5.86678239
view,-4.84744765
violin,-6.098878
violinist,-5.01007534
waiter,-2.5907779
waitress,-4.3546953
wall,-5.7275712
window,-4.92222998
windshield,-4.569435838
woman,-4.61752486
wood,-4.612469227
wool,-4.03040162
worker,-2.72686158
wound,-4.26082637
yarn,-5.751012542
