verb,num_agents,num_patients,agent_acc,patient_acc,overall_acc,agent_avg_LL_delta,patient_avg_LL_delta
bakes,18,24,1.0,0.08333333333333333,0.47619047619047616,0.7560891095134947,0.47968042517701787
carves,20,28,1.0,0.03571428571428571,0.4375,0.7218757554888725,0.3560848225440298
cleans,21,33,1.0,0.21212121212121213,0.5185185185185185,1.2319228791055226,0.8265703343080751
cooks,12,33,1.0,0.0,0.26666666666666666,1.3635591082274914,0.739933908888788
cuts,16,24,1.0,0.3333333333333333,0.6,0.8235054071992636,0.2037615776062012
drives,9,27,0.6666666666666666,0.5925925925925926,0.6111111111111112,0.4634857111506992,-0.050624147609428134
embroiders,12,16,1.0,0.3125,0.6071428571428571,1.4061940473814805,0.47891450859606266
flies,12,12,0.8333333333333334,0.0,0.4166666666666667,0.9128335366646447,0.8836421892046928
knits,20,15,0.35,0.4666666666666667,0.4,-0.36784706711769105,0.18011321425437926
packs,16,24,1.0,0.0,0.4,0.7853736914694309,0.7409295961260796
paints,20,28,0.75,0.35714285714285715,0.5208333333333334,0.5590976700186729,0.47993400586502893
performs,7,6,1.0,0.3333333333333333,0.6923076923076923,1.1884612802948271,0.31113687405983614
photographs,4,14,1.0,0.8571428571428571,0.8888888888888888,0.958398811519146,-0.18539877661636897
plays,14,12,0.8571428571428571,0.0,0.46153846153846156,0.3930424260241644,0.5740343828996023
reads,14,20,0.7857142857142857,0.7,0.7352941176470589,0.7793611862829753,-0.11375368982553483
sculpts,15,15,1.0,0.26666666666666666,0.6333333333333333,0.7572453896204631,0.2432042360305786
sells,27,45,1.0,0.044444444444444446,0.4027777777777778,1.3197450991030093,1.1433285098936823
sews,12,8,1.0,0.375,0.75,0.9684759601950645,0.4664325788617134
shaves,6,9,1.0,0.7777777777777778,0.8666666666666667,0.4605114956696828,-0.2323981391059028
stitches,20,28,0.9,0.42857142857142855,0.625,0.7548364743590354,0.30059950266565594
turns,16,28,0.1875,0.8571428571428571,0.6136363636363636,-0.512611148878932,-0.24121529502528055
washes,8,18,1.0,0.0,0.3076923076923077,0.9684729725122451,1.0434597722358174
writes,24,10,0.875,0.4,0.7352941176470589,0.8334633360306422,0.022801202535629256
