verb,num_agents,num_patients,agent_acc,patient_acc,overall_acc,agent_avg_LL_delta,patient_avg_LL_delta
bakes,18,24,0.7777777777777778,1.0,0.9047619047619048,0.1493191189236111,-0.6927998860677084
carves,20,28,0.7,1.0,0.875,0.09375,-0.7411847795758929
cleans,21,33,0.8571428571428571,1.0,0.9444444444444444,0.25741722470238093,-0.5795047644412878
cooks,12,33,0.75,1.0,0.9333333333333333,0.1015625,-0.7595066879734849
cuts,16,24,0.875,1.0,0.95,0.2382354736328125,-0.8645121256510416
drives,9,27,0.6666666666666666,0.8888888888888888,0.8333333333333334,0.18050130208333334,-0.3390480324074074
embroiders,12,16,0.9166666666666666,1.0,0.9642857142857143,0.15104166666666666,-0.80462646484375
flies,12,12,0.75,1.0,0.875,0.171875,-0.4270426432291667
knits,20,15,0.1,1.0,0.4857142857142857,-0.204638671875,-0.8166666666666667
packs,16,24,0.625,1.0,0.85,0.064453125,-0.8450520833333334
paints,20,28,0.8,1.0,0.9166666666666666,0.14058837890625,-0.8940865652901786
performs,7,6,0.8571428571428571,0.8333333333333334,0.8461538461538461,0.27232142857142855,-0.09895833333333333
photographs,4,14,1.0,0.8571428571428571,0.8888888888888888,0.47662353515625,-0.3192661830357143
plays,14,12,1.0,1.0,1.0,0.29466029575892855,-0.4400634765625
reads,14,20,0.8571428571428571,0.75,0.7941176470588235,0.37501743861607145,-0.170361328125
sculpts,15,15,0.3333333333333333,1.0,0.6666666666666666,-0.04791666666666667,-0.9939127604166667
sells,27,45,0.9629629629629629,0.8888888888888888,0.9166666666666666,0.4119918258101852,-0.40276150173611114
sews,12,8,0.5833333333333334,1.0,0.75,-0.11464436848958333,-0.605499267578125
shaves,6,9,0.8333333333333334,1.0,0.9333333333333333,0.17708333333333334,-0.5555013020833334
stitches,20,28,0.8,0.8928571428571429,0.8541666666666666,0.0453125,-0.5223824637276786
turns,16,28,0.75,1.0,0.9090909090909091,0.16796875,-0.5189644949776786
washes,8,18,0.875,1.0,0.9615384615384616,0.27740478515625,-0.6614854600694444
writes,24,10,0.9166666666666666,0.5,0.7941176470588235,0.4166768391927083,-0.053125
