noun,avg_LL_delta
abstract,-1.34375
actor,-1.12451171875
aircraft,-1.56298828125
album,-2.1240234375
animal,-1.87548828125
announcer,-2.2813720703125
artisan,-1.250244140625
artist,-1.5316162109375
author,-1.249755859375
aviator,-1.281005859375
backpack,-1.59375
backpacker,-1.281005859375
bag,-1.53125
baker,-1.46875
barber,-1.6248779296875
basket,-2.0931396484375
beard,-1.8126220703125
bedding,-1.9696044921875
bike,-1.9691162109375
blanket,-2.1240234375
blogger,-1.9365234375
board,-2.186767578125
book,-1.56201171875
bottle,-1.8433837890625
bowl,-2.437744140625
bread,-1.625
broadcaster,-1.28173828125
building,-1.562744140625
bus,-1.7498779296875
busboy,-1.125244140625
businessman,-1.46875
businesswoman,-1.062744140625
butcher,-1.4375
cake,-1.9058837890625
cameraman,-1.5316162109375
camper,-1.25048828125
canvas,-2.3116455078125
captain,-1.31298828125
car,-1.53076171875
cardboard,-2.125244140625
carpet,-1.84375
carver,-2.062255859375
caterer,-2.062744140625
cd,-1.9056396484375
cellist,-1.53173828125
cello,-1.65673828125
chauffeur,-1.7813720703125
chef,-1.6878662109375
choreography,-1.40576171875
clarinet,-1.249755859375
clarinetist,-1.06201171875
clay,-1.6875
cleaner,-1.34326171875
clerk,-0.937255859375
cloth,-1.8134765625
coat,-1.8753662109375
code,-1.46923828125
comedian,-1.687744140625
concerto,-1.6561279296875
confectioner,-1.40576171875
container,-1.781005859375
convertible,-1.21875
cook,-1.7188720703125
cotton,-1.4996337890625
countertop,-1.7811279296875
crate,-1.843994140625
cushion,-2.0303955078125
cut,-1.5623779296875
dancer,-1.6878662109375
dealer,-1.15625
dish,-2.156005859375
doctor,-1.875
dough,-1.9696044921875
dressmaker,-1.6878662109375
driver,-2.0311279296875
drug,-1.750244140625
drummer,-2.2178955078125
duffle,-1.343505859375
essay,-1.46875
essayist,-1.343994140625
fabric,-1.7188720703125
fillet,-1.7501220703125
fish,-1.938232421875
floor,-2.311767578125
flute,-1.65625
flutist,-1.8441162109375
food,-2.1256103515625
gem,-1.53173828125
glass,-1.9053955078125
hairdresser,-1.6563720703125
handle,-1.8759765625
hat,-1.812744140625
herb,-1.9686279296875
hiker,-2.3431396484375
housekeeper,-1.8438720703125
ice,-1.9056396484375
illustrator,-1.8756103515625
ingredient,-1.468505859375
instrument,-1.6875
item,-1.624755859375
jacket,-1.62451171875
janitor,-1.46826171875
jet,-1.34375
jeweler,-1.6871337890625
jewelry,-1.7186279296875
journalist,-1.406494140625
kite,-1.5308837890625
knob,-1.59375
lady,-1.68701171875
lake,-2.0931396484375
landscape,-2.030517578125
letter,-1.531494140625
line,-2.031494140625
lotion,-1.4375
lunchbox,-1.7501220703125
machine,-1.46875
magazine,-1.9066162109375
maid,-1.56201171875
make,-1.53173828125
man,-1.281005859375
marble,-2.2503662109375
mason,-1.562744140625
material,-1.750732421875
meat,-1.7498779296875
mirror,-1.8123779296875
model,-1.6878662109375
motorcycle,-2.0009765625
motorist,-1.6253662109375
mountain,-2.43768310546875
mover,-2.4539794921875
mushroom,-2.46844482421875
musician,-1.9696044921875
narrator,-1.5625
notetaker,-1.46875
novel,-1.531494140625
novelist,-1.31298828125
orator,-0.96875
packaging,-1.6558837890625
painter,-1.71875
panel,-1.6251220703125
paper,-2.093505859375
passage,-1.9071044921875
pastry,-1.8446044921875
patissier,-1.7816162109375
pattern,-1.593505859375
peddler,-1.87451171875
pepper,-1.78076171875
person,-1.187744140625
photographer,-1.78076171875
pianist,-1.62451171875
piano,-1.593505859375
pie,-2.125732421875
pilot,-1.8758544921875
pizza,-1.8438720703125
plane,-1.6875
poem,-1.813232421875
poet,-1.5623779296875
portraitist,-1.46875
pot,-2.2816162109375
potato,-1.8436279296875
potter,-1.9681396484375
product,-1.40625
professor,-1.719482421875
proposal,-1.1875
pumpkin,-1.8121337890625
quilt,-1.84326171875
racer,-1.9378662109375
report,-1.281005859375
roadtripper,-1.281494140625
routine,-2.281494140625
salesman,-0.4375
saleswoman,-0.5
salmon,-1.6558837890625
scene,-1.28173828125
screw,-2.2503662109375
scribe,-1.281494140625
script,-1.40625
sculptor,-2.1253662109375
seamster,-1.28076171875
seamstress,-1.4375
section,-1.21875
shirt,-1.81298828125
shopkeeper,-1.562255859375
sideburn,-2.06298828125
silk,-1.6558837890625
silverware,-1.96923828125
singer,-1.562255859375
snack,-1.875
soloist,-1.43701171875
sonata,-1.56298828125
song,-1.78125
steak,-1.875732421875
stone,-2.37451171875
stubble,-2.0941162109375
student,-1.21923828125
suitcase,-1.312744140625
surface,-2.5308837890625
surgeon,-2.25048828125
suv,-1.9375
tailor,-1.75
tank,-1.874755859375
teacher,-1.5615234375
telemarketer,-0.78125
tent,-1.5625
thread,-2.03125
toy,-1.9688720703125
tractor,-1.593505859375
trader,-1.21826171875
traveller,-1.12548828125
truck,-1.8118896484375
tub,-2.0311279296875
tuna,-1.7811279296875
turkey,-1.343505859375
upholsterer,-1.374755859375
valve,-2.31280517578125
van,-1.813232421875
vegetable,-2.5302734375
vehicle,-1.9688720703125
verse,-2.1568603515625
view,-1.844482421875
violin,-1.75
violinist,-1.4998779296875
waiter,-1.87548828125
waitress,-1.7803955078125
wall,-2.1868896484375
window,-1.625244140625
windshield,-1.656005859375
woman,-1.25
wood,-2.40692138671875
wool,-1.6253662109375
worker,-1.218994140625
wound,-1.65625
yarn,-2.1246337890625
