noun,avg_LL_delta
abstract,-2.5425795
actor,15.7709620889
aircraft,3.917049266
album,-11.433327193
animal,2.96506638
announcer,15.582533929499998
artisan,15.5323902534
artist,17.005131100499998
author,16.2161208062
aviator,15.3404485835
backpack,-6.242007267
backpacker,12.3167702199
bag,-8.0274164854
baker,16.3226417952
barber,12.6841326538
basket,-11.5201011506
beard,-1.4969633100000002
bedding,-13.1808587622
bike,3.822259433
blanket,-14.399983813
blogger,15.8938535289
board,-9.0215211499
book,-10.0824134883
bottle,-10.7963021778
bowl,-13.2388086664
bread,-10.698756772
broadcaster,16.0045599586
building,-10.4381093686
bus,0.53719804
busboy,13.84713554
businessman,16.981842890600003
businesswoman,16.645241029700003
butcher,14.6653799821
cake,-10.1742498301
cameraman,14.243918155
camper,9.740436525100002
canvas,-13.5740792207
captain,18.0444645832
car,3.82727692
cardboard,-13.3252891099
carpet,-14.6348895182
carver,14.478566056
caterer,15.70611964325
cd,-7.461360659099999
cellist,12.644361489
cello,-7.357197141
chauffeur,15.5469961334
chef,16.734513448
choreography,7.340078403000001
clarinet,-4.422444162
clarinetist,14.0800005255
clay,-13.216210114
cleaner,15.3615415998
clerk,14.9392091265
cloth,-13.1014322593
coat,-9.9613079904
code,4.521554473
comedian,15.3191125737
concerto,-3.133862476
confectioner,14.6098362208
container,-9.2820552328
convertible,-2.75232102
cook,17.085193392
cotton,-12.7134449045
countertop,-13.0997324868
crate,-10.2744272727
cushion,-13.9423526384
cut,8.504115224
dancer,17.438630989500002
dealer,17.2759035783
dish,-10.8249722356
doctor,17.5487248253
dough,-8.8630560767
dressmaker,11.9755340095
driver,17.310143094
drug,3.824609699
drummer,17.586299313
duffle,-7.490044978
essay,-3.240876774
essayist,15.3194485009
fabric,-13.8523195163
fillet,-5.4561782792
fish,-4.08414671
floor,-9.914809576800002
flute,0.60992128
flutist,14.5346599442
food,-7.781304965
gem,-12.602924396
glass,-10.5055666939
hairdresser,10.4199448802
handle,5.1126994552000005
hat,-5.1780945723
herb,-10.9394612315
hiker,16.2557033461
housekeeper,14.2124872637
ice,-11.8703002866
illustrator,15.9612656245
ingredient,-5.891559285
instrument,0.79347083
item,-5.33937142
jacket,-7.3652937705
janitor,15.8245891625
jet,7.2677535405
jeweler,13.7043735696
jewelry,-7.822578669
journalist,16.11641613774
kite,2.392109215
knob,-6.0489490176
lady,8.453863987399998
lake,-11.8821107672
landscape,-7.3714527399
letter,-0.8969919000000002
line,-5.071411134000001
lotion,-7.3342133435
lunchbox,-3.570312295
machine,3.796392842
magazine,-9.4239506179
maid,13.5528179794
make,11.12099439
man,15.55642302927
marble,-14.1237946338
mason,14.6986915237
material,-9.1143608896
meat,-3.677611685
mirror,-7.0011578965
model,8.0583491955
motorcycle,5.1093140166
motorist,15.3953011215
mountain,-6.972437455400001
mover,14.5204022937
mushroom,-12.0870417814
musician,16.9098437658
narrator,13.1636677293
notetaker,12.2354080638
novel,-8.451531433200001
novelist,15.8483336348
orator,16.6100750238
packaging,-8.0995093883
painter,16.5784296958
panel,-6.9082790783000005
paper,-12.8247518563
passage,-7.5361707956
pastry,-12.3572026617
patissier,15.0113603746
pattern,-9.2800076714
peddler,16.2186810115
pepper,-10.5935913723
person,15.6284276322
photographer,16.28535631123
pianist,14.2055684827
piano,-9.9788777758
pie,-12.9750110184
pilot,18.882984148
pizza,-3.4020479926
plane,11.0610840756
poem,-1.5482434
poet,16.7418534292
portraitist,12.3124906875
pot,-10.41175325
potato,-15.7025522615
potter,15.6628614217
product,-0.79697818
professor,16.8580398844
proposal,6.9779207343
pumpkin,-14.8436714311
quilt,-13.5436086258
racer,18.8532505679
report,-0.9915327
roadtripper,14.327414043
routine,-3.72061633
salesman,18.1265429059
saleswoman,15.9423710876
salmon,-2.381627435
scene,-8.45937914
screw,2.088367306
scribe,13.3114220911
script,-4.215491721
sculptor,14.8180614511
seamster,14.9393004335
seamstress,13.4316541687
section,-4.664336130000001
shirt,-10.3521648497
shopkeeper,15.2036133634
sideburn,-3.32957798
silk,-11.8119210476
silverware,-6.6269977445
singer,17.187747139699997
snack,-4.58323
soloist,12.5861719155
sonata,-6.6000695524
song,1.26619053
steak,-2.118500616
stone,-11.3691783327
stubble,-4.09180443
student,10.69058148897
suitcase,-0.4678158999999999
surface,-9.3334664828
surgeon,16.0505249813
suv,-2.265790096
tailor,15.614674344
tank,-0.6391371000000001
teacher,17.173713236199998
telemarketer,13.7344864249
tent,-11.2425764401
thread,-4.9455377866
toy,-9.7373879066
tractor,11.1573646234
trader,18.6149454922
traveller,14.6652184591
truck,13.634452934
tub,-13.3812502122
tuna,-6.0975425713
turkey,-2.40255809
upholsterer,11.7445141889
valve,-0.1822723299999999
van,-4.490823411
vegetable,-10.600334939
vehicle,4.661947575999999
verse,0.0543803999999999
view,-7.8491115297
violin,-5.06814807
violinist,13.8543582838
waiter,16.7978038175
waitress,17.0190422758
wall,-7.9889595135
window,-8.668022901799999
windshield,-9.2966014182
woman,11.5973595918
wood,-9.5187525463
wool,-10.6101811503
worker,17.2463646259
wound,-6.5387197515
yarn,-11.05011593
