noun,avg_LL_delta
abstract,-0.7362766
actor,-0.937992
aircraft,-0.5539360500000001
album,-0.607605
animal,-0.17107392
announcer,-0.9160347
artisan,-1.16483324
artist,-0.99403382
author,-0.1707687
aviator,-0.81608382
backpack,-0.4446735
backpacker,-0.97878454
bag,-0.29718605
baker,-1.127243
barber,-1.6457653200000002
basket,-0.99201587
beard,-1.14391525
bedding,-0.658642
bike,-0.11313633
blanket,-1.43231396
blogger,-0.14687356
board,-0.2066135
book,-0.2606344599999999
bottle,-0.4915273699999999
bowl,-0.7355806300000001
bread,-0.7493515700000001
broadcaster,-0.5153274599999998
building,-0.22812284
bus,-0.3356665999999999
busboy,-0.7419128700000001
businessman,-0.8694743999999999
businesswoman,-0.58455274
butcher,-1.40428166
cake,-1.35141745
cameraman,-0.92839227
camper,-0.79614462
canvas,-0.97305688
captain,-0.77223964
car,-0.30064195
cardboard,-1.0786019
carpet,-0.64043603
carver,-1.3443716
caterer,-1.40377035
cd,0.1313170999999999
cellist,-1.1097112
cello,-0.6908626999999999
chauffeur,-1.0071544
chef,-1.60464085
choreography,-0.7950248000000001
clarinet,-0.7914695300000001
clarinetist,-0.6429577
clay,-0.8667412400000001
cleaner,-0.0220318999999999
clerk,0.14150434
cloth,-0.6709956
coat,-1.02318396
code,0.26029592
comedian,-1.2351990000000002
concerto,-0.2190927499999999
confectioner,-0.92766964
container,-0.4504701300000001
convertible,-0.29576676
cook,-1.11710932
cotton,-0.2445507999999999
countertop,-0.5197431
crate,-0.4941921399999999
cushion,-1.64542587
cut,-0.2840071899999999
dancer,-0.8136996
dealer,-0.57002256
dish,-0.95522493
doctor,-1.21551895
dough,-0.89854823
dressmaker,-0.91914734
driver,-0.7251987000000001
drug,-0.9793378
drummer,-0.7992554
duffle,-0.91087337
essay,-0.23183816
essayist,-0.2647361
fabric,-0.28928946
fillet,-0.6456829500000001
fish,-0.6664886
floor,-0.27005965
flute,-0.8649769999999999
flutist,-1.1370336799999998
food,-0.7832298
gem,-0.97920223
glass,-0.80171585
hairdresser,-1.3038786299999998
handle,-0.05498896
hat,-0.5616779
herb,-0.98825448
hiker,-1.1086713
housekeeper,-0.8957709699999999
ice,-0.8634528699999999
illustrator,-0.0942993
ingredient,-0.4914645999999999
instrument,-0.71442406
item,-0.5911293599999999
jacket,-0.66930577
janitor,-0.5600149000000001
jet,-0.45526696
jeweler,-1.13899217
jewelry,-0.55099437
journalist,-0.5327701999999999
kite,-0.7144184200000001
knob,-0.5960692000000001
lady,-0.97989281
lake,-1.3650112
landscape,-0.8409922000000001
letter,0.2639579000000001
line,-0.38301087
lotion,-0.20224376
lunchbox,-0.7637825
machine,-0.45373543
magazine,-0.2733936999999999
maid,-1.0970154399999998
make,0.0906333
man,-0.65937054
marble,-0.8910026000000001
mason,-0.9244014
material,-0.6629526
meat,-0.7969781300000001
mirror,-1.53351614
model,-0.4810677
motorcycle,-0.1363029399999999
motorist,-0.64554595
mountain,-0.98127364
mover,-0.2808914999999999
mushroom,-1.0536823199999998
musician,-0.9458352
narrator,-0.7732637999999998
notetaker,-0.3989754
novel,-0.37394333
novelist,-0.88949775
orator,-0.9725247
packaging,0.1424790499999999
painter,-1.21973063
panel,-0.5092125
paper,-0.15634734
passage,-0.65821982
pastry,-1.07830445
patissier,-1.58790396
pattern,-0.3036898999999999
peddler,-1.02833736
pepper,-0.6897850700000001
person,-0.2878800999999999
photographer,-1.08225638
pianist,-0.9795074
piano,-0.6152418000000001
pie,-0.7471141400000001
pilot,-0.92895127
pizza,-1.11657144
plane,-0.53790475
poem,-0.5038374000000001
poet,-0.88081375
portraitist,-1.38579567
pot,-0.73423386
potato,-1.2257040199999998
potter,-0.91406634
product,-0.1913413299999999
professor,-0.53843876
proposal,-0.5893497000000001
pumpkin,-1.5802345
quilt,-1.32066863
racer,-0.27848441
report,-0.22899444
roadtripper,-0.53345475
routine,-0.6208706999999999
salesman,-0.3662529999999999
saleswoman,-0.8019013
salmon,-0.62100208
scene,-0.53075975
screw,-0.11746604
scribe,-0.8819408400000001
script,-0.19360543
sculptor,-1.48978035
seamster,-0.6529465000000001
seamstress,-0.8862496
section,-0.4068565599999999
shirt,-0.41872018
shopkeeper,-0.8504868699999999
sideburn,-0.86488915
silk,-0.6347866
silverware,-0.7839488000000001
singer,-0.5639324000000001
snack,-1.16611478
soloist,-0.7441120600000001
sonata,-1.1507261999999998
song,-1.0992623
steak,-0.8952027800000001
stone,-1.0817471
stubble,-0.6385918300000001
student,-0.1924686
suitcase,-0.30750871
surface,-1.03145227
surgeon,-1.46451378
suv,-0.0825119999999999
tailor,-0.96201514
tank,-0.89871783
teacher,-0.7130145000000001
telemarketer,-0.36916535
tent,-1.0581742
thread,-0.73842626
toy,-0.5691796000000001
tractor,-0.7116756799999999
trader,-0.5711727700000001
traveller,-0.6407052000000001
truck,-0.6257094999999999
tub,-1.07977493
tuna,-0.99138272
turkey,-0.7921028299999999
upholsterer,-1.00614933
valve,-0.15932268
van,-0.1913376399999999
vegetable,-1.22971158
vehicle,-0.4580306600000001
verse,-0.4241105599999999
view,-0.7109107299999999
violin,-0.73318097
violinist,-0.90594106
waiter,-1.53111634
waitress,-1.07706074
wall,-0.5202787
window,-0.5125979499999999
windshield,-0.75547998
woman,-0.78761487
wood,-1.00292586
wool,-0.3162423000000001
worker,-0.2982216399999999
wound,-0.7192020000000001
yarn,-0.47891377
