noun,semantic role,gpt3-davinci_subj_acc,gpt3-davinci_subj_avg_LL_delta,gpt3-davinci_obj_acc,gpt3-davinci_obj_avg_LL_delta,gpt3-babbage_subj_acc,gpt3-babbage_subj_avg_LL_delta,gpt3-babbage_obj_acc,gpt3-babbage_obj_avg_LL_delta,text-davinci-001_subj_acc,text-davinci-001_subj_avg_LL_delta,text-davinci-001_obj_acc,text-davinci-001_obj_avg_LL_delta,bloom-1b1_subj_acc,bloom-1b1_subj_avg_LL_delta,bloom-1b1_obj_acc,bloom-1b1_obj_avg_LL_delta,bloom-3b_subj_acc,bloom-3b_subj_avg_LL_delta,bloom-3b_obj_acc,bloom-3b_obj_avg_LL_delta,gpt2-x_subj_acc,gpt2-x_subj_avg_LL_delta,gpt2-x_obj_acc,gpt2-x_obj_avg_LL_delta,bloom-560m_subj_acc,bloom-560m_subj_avg_LL_delta,bloom-560m_obj_acc,bloom-560m_obj_avg_LL_delta,gpt3-ada_subj_acc,gpt3-ada_subj_avg_LL_delta,gpt3-ada_obj_acc,gpt3-ada_obj_avg_LL_delta,gpt3-curie_subj_acc,gpt3-curie_subj_avg_LL_delta,gpt3-curie_obj_acc,gpt3-curie_obj_avg_LL_delta,text-davinci-003_subj_acc,text-davinci-003_subj_avg_LL_delta,text-davinci-003_obj_acc,text-davinci-003_obj_avg_LL_delta,gpt2-medium_subj_acc,gpt2-medium_subj_avg_LL_delta,gpt2-medium_obj_acc,gpt2-medium_obj_avg_LL_delta,gpt2-xl_subj_acc,gpt2-xl_subj_avg_LL_delta,gpt2-xl_obj_acc,gpt2-xl_obj_avg_LL_delta,bloom-1b7_subj_acc,bloom-1b7_subj_avg_LL_delta,bloom-1b7_obj_acc,bloom-1b7_obj_avg_LL_delta,text-ada-001_subj_acc,text-ada-001_subj_avg_LL_delta,text-ada-001_obj_acc,text-ada-001_obj_avg_LL_delta,gpt2-large_subj_acc,gpt2-large_subj_avg_LL_delta,gpt2-large_obj_acc,gpt2-large_obj_avg_LL_delta,text-curie-001_subj_acc,text-curie-001_subj_avg_LL_delta,text-curie-001_obj_acc,text-curie-001_obj_avg_LL_delta,text-babbage-001_subj_acc,text-babbage-001_subj_avg_LL_delta,text-babbage-001_obj_acc,text-babbage-001_obj_avg_LL_delta,bloom-7b1_subj_acc,bloom-7b1_subj_avg_LL_delta,bloom-7b1_obj_acc,bloom-7b1_obj_avg_LL_delta
abstract,patient,0.0,-1.24306039,1.0,-0.7811279296875,0.0,-1.6948356050000002,1.0,-0.7811279296875,1.0,2.1105482600000003,1.0,-0.7811279296875,1.0,0.390625,1.0,-0.7811279296875,0.0,-1.36737060546875,1.0,-0.7811279296875,1.0,0.3190784156322479,1.0,-0.7811279296875,0.0,-0.5,1.0,-0.7811279296875,0.0,-3.99864742,1.0,-0.7811279296875,0.0,-0.83849428,1.0,-0.7811279296875,1.0,3.2245289465000004,1.0,-0.7811279296875,0.0,-2.471086412668228,1.0,-0.7811279296875,0.0,-0.9764886051416396,1.0,-0.7811279296875,0.5,0.046875,1.0,-0.7811279296875,0.0,-6.587266596999999,1.0,-0.7811279296875,0.0,-1.1499228924512863,1.0,-0.7811279296875,0.0,-0.6119549200000001,1.0,-0.7811279296875,0.5,-0.1289982949999999,1.0,-0.7811279296875,0.0,-0.7498779296875,1.0,-0.7811279296875
actor,agent,0.0,-1.13414652,1.0,-0.5625,0.0,-0.92944897,1.0,-0.5625,1.0,9.43042329,1.0,-0.5625,1.0,1.09375,1.0,-0.5625,0.0,-0.4375,1.0,-0.5625,1.0,1.598121613264084,1.0,-0.5625,0.0,-0.5,1.0,-0.5625,0.0,-2.76152208,1.0,-0.5625,0.0,-0.82876583,1.0,-0.5625,1.0,15.59664062963,1.0,-0.5625,0.0,-1.7583923339843754,1.0,-0.5625,0.0,-0.5500736832618713,1.0,-0.5625,0.0,-0.34375,1.0,-0.5625,1.0,4.05381259,1.0,-0.5625,1.0,1.038464516401291,1.0,-0.5625,0.0,-0.97946095,1.0,-0.5625,1.0,0.32761386,1.0,-0.5625,0.0,-0.390625,1.0,-0.5625
aircraft,patient,1.0,0.5216714699999999,1.0,-0.6407063802083334,0.0,-1.8096606166666664,1.0,-0.6407063802083334,1.0,6.2798805,1.0,-0.6407063802083334,1.0,1.8336181640625,1.0,-0.6407063802083334,1.0,0.2864583333333333,1.0,-0.6407063802083334,1.0,0.6968428492546082,1.0,-0.6407063802083334,0.0,-0.750244140625,1.0,-0.6407063802083334,0.0,-4.329619846666667,1.0,-0.6407063802083334,0.0,-0.8451474500000001,1.0,-0.6407063802083334,1.0,15.43788300648,1.0,-0.6407063802083334,0.0,-2.2988764892021814,1.0,-0.6407063802083334,0.0,-1.1417620877424877,1.0,-0.6407063802083334,0.0,-0.5103352864583334,1.0,-0.6407063802083334,0.0,-1.7767755733333337,1.0,-0.6407063802083334,0.3333333333333333,-0.2901426951090495,1.0,-0.6407063802083334,0.0,-0.2918541233333333,1.0,-0.6407063802083334,0.3333333333333333,-0.5888214833333334,1.0,-0.6407063802083334,0.0,-0.4010416666666667,1.0,-0.6407063802083334
album,patient,0.0,-0.70612157,1.0,-0.6771647135416666,0.0,-1.20419565,1.0,-0.6771647135416666,1.0,4.670656659666666,1.0,-0.6771647135416666,1.0,0.4847005208333333,1.0,-0.6771647135416666,0.0,-0.69287109375,1.0,-0.6771647135416666,1.0,0.8903974294662476,1.0,-0.6771647135416666,0.0,-0.6669108072916666,1.0,-0.6771647135416666,0.0,-5.076930493,1.0,-0.6771647135416666,0.0,-0.6595617533333333,1.0,-0.6771647135416666,1.0,5.7233689159,1.0,-0.6771647135416666,0.0,-1.820770303408305,1.0,-0.6771647135416666,0.0,-0.9618145624796548,1.0,-0.6771647135416666,0.0,-1.1875813802083333,1.0,-0.6771647135416666,0.0,-4.943779428,1.0,-0.6771647135416666,1.0,0.1595770517985025,1.0,-0.6771647135416666,0.0,-0.9587599466666666,1.0,-0.6771647135416666,0.3333333333333333,-0.2805531666666667,1.0,-0.6771647135416666,0.0,-0.48974609375,1.0,-0.6771647135416666
animal,patient,0.0,-0.839320665,1.0,-0.80419921875,0.0,-1.79772991,1.0,-0.80419921875,1.0,4.88430302,1.0,-0.80419921875,1.0,0.718994140625,1.0,-0.80419921875,0.0,-1.1878662109375,1.0,-0.80419921875,0.0,-0.2687063217163085,1.0,-0.80419921875,0.0,-1.0001220703125,1.0,-0.80419921875,0.0,-5.63652442,1.0,-0.80419921875,0.0,-0.325777085,1.0,-0.80419921875,1.0,16.110050520015,1.0,-0.80419921875,0.0,-2.602260634303093,1.0,-0.80419921875,0.0,-1.0313229858875277,1.0,-0.80419921875,0.0,-1.093505859375,1.0,-0.80419921875,0.0,-10.1899142023,1.0,-0.80419921875,0.0,-0.954719051718712,1.0,-0.80419921875,0.0,-0.6190466349999999,1.0,-0.80419921875,0.0,-2.80658019,1.0,-0.80419921875,0.0,-0.5546875,1.0,-0.80419921875
announcer,agent,1.0,0.2575729099999999,1.0,-0.7576904296875,0.0,-1.25058935,1.0,-0.7576904296875,1.0,8.1065388257,1.0,-0.7576904296875,1.0,0.1171875,1.0,-0.7576904296875,0.0,-1.0155029296875,1.0,-0.7576904296875,1.0,0.1261138916015624,1.0,-0.7576904296875,0.0,-0.25,1.0,-0.7576904296875,0.0,-3.54876344,1.0,-0.7576904296875,0.0,-1.0625018699999995,1.0,-0.7576904296875,1.0,15.867086270765,1.0,-0.7576904296875,0.0,-1.9166260659694672,1.0,-0.7576904296875,0.0,-0.923628270626068,1.0,-0.7576904296875,0.0,-1.077880859375,1.0,-0.7576904296875,1.0,4.43857752,1.0,-0.7576904296875,0.0,-0.6999402344226837,1.0,-0.7576904296875,0.0,-1.347200165,1.0,-0.7576904296875,0.0,-3.41142199,1.0,-0.7576904296875,0.0,-0.5157470703125,1.0,-0.7576904296875
artisan,agent,1.0,1.3057468625,1.0,-0.2265625,0.0,-1.06024737,1.0,-0.2265625,1.0,8.148224606375,1.0,-0.2265625,0.0,-0.30859375,1.0,-0.2265625,0.0,-0.9453125,1.0,-0.2265625,1.0,0.2110404968261719,1.0,-0.2265625,0.0,-0.8123779296875,1.0,-0.2265625,0.0,-4.5984021375,1.0,-0.2265625,0.0,-1.3233470175000002,1.0,-0.2265625,1.0,15.130966998975,1.0,-0.2265625,0.0,-1.9021138697862623,1.0,-0.2265625,0.0,-1.170037962496281,1.0,-0.2265625,0.0,-0.76544189453125,1.0,-0.2265625,0.0,-4.85203952,1.0,-0.2265625,0.25,-0.1214272826910018,1.0,-0.2265625,0.0,-2.32794486,1.0,-0.2265625,0.0,-2.5042338435,1.0,-0.2265625,0.5,-0.01953125,1.0,-0.2265625
artist,agent,0.75,0.6621214449999999,1.0,-0.57012939453125,0.0,-1.23026989,1.0,-0.57012939453125,1.0,8.106155675875,1.0,-0.57012939453125,1.0,0.32421875,1.0,-0.57012939453125,0.0,-0.90240478515625,1.0,-0.57012939453125,0.5,-0.0786275863647461,1.0,-0.57012939453125,0.0,-1.2498779296875,1.0,-0.57012939453125,0.0,-4.2614473225000005,1.0,-0.57012939453125,0.0,-1.0375084325,1.0,-0.57012939453125,1.0,17.6336560750825,1.0,-0.57012939453125,0.0,-2.6240043491125107,1.0,-0.57012939453125,0.0,-0.653230682015419,1.0,-0.57012939453125,0.0,-0.757568359375,1.0,-0.57012939453125,0.0,-1.890939135,1.0,-0.57012939453125,0.75,0.0549318790435791,1.0,-0.57012939453125,0.0,-2.33830729925,1.0,-0.57012939453125,0.0,-3.5125204517500004,1.0,-0.57012939453125,0.0,-0.31634521484375,1.0,-0.57012939453125
author,agent,1.0,0.92428147,1.0,-0.4375,0.0,-1.1748361,1.0,-0.4375,1.0,8.4666275645,1.0,-0.4375,1.0,0.8828125,1.0,-0.4375,0.0,-1.24200439453125,1.0,-0.4375,0.5,0.1005229949951172,1.0,-0.4375,0.0,-0.874755859375,1.0,-0.4375,0.0,-2.881319755,1.0,-0.4375,0.0,-0.4189442749999999,1.0,-0.4375,1.0,15.11917445933,1.0,-0.4375,0.0,-0.9831657707691194,1.0,-0.4375,0.0,-0.0333852767944335,1.0,-0.4375,0.0,-0.5623779296875,1.0,-0.4375,1.0,0.2811655849999999,1.0,-0.4375,1.0,0.917543888092041,1.0,-0.4375,0.0,-1.3459997,1.0,-0.4375,0.0,-2.8498873,1.0,-0.4375,0.0,-0.1640625,1.0,-0.4375
aviator,agent,1.0,1.79359357,1.0,-0.4427083333333333,0.0,-0.7931709866666665,1.0,-0.4427083333333333,1.0,8.198376444666666,1.0,-0.4427083333333333,1.0,1.7240397135416667,1.0,-0.4427083333333333,1.0,0.5882161458333334,1.0,-0.4427083333333333,1.0,0.5495147705078126,1.0,-0.4427083333333333,0.0,-0.6668294270833334,1.0,-0.4427083333333333,0.0,-4.609173508666666,1.0,-0.4427083333333333,0.0,-0.6824270266666668,1.0,-0.4427083333333333,1.0,16.40551153754667,1.0,-0.4427083333333333,0.0,-2.0549418181180954,1.0,-0.4427083333333333,0.0,-0.6007878184318544,1.0,-0.4427083333333333,0.0,-0.3958333333333333,1.0,-0.4427083333333333,0.0,-3.5770026330000007,1.0,-0.4427083333333333,0.6666666666666666,0.1777235666910807,1.0,-0.4427083333333333,0.0,-0.3442389933333333,1.0,-0.4427083333333333,0.3333333333333333,-0.98902353,1.0,-0.4427083333333333,0.0,-0.2395833333333333,1.0,-0.4427083333333333
