verb,num_agents,num_patients,agent_acc,patient_acc,overall_acc,agent_avg_LL_delta,patient_avg_LL_delta
bakes,18,24,1.0,0.7916666666666666,0.8809523809523809,0.8915267967515521,-0.4949729765454928
carves,20,28,1.0,0.6428571428571429,0.7916666666666666,0.5678062796592712,-0.15931633646999085
cleans,21,33,0.8095238095238095,0.3939393939393939,0.5555555555555556,0.7009106526772181,0.2213573826081825
cooks,12,33,1.0,0.5454545454545454,0.6666666666666666,1.2130234154562156,0.0984045398054701
cuts,16,24,0.8125,0.9583333333333334,0.9,0.5199950998649001,-0.8441937901079655
drives,9,27,1.0,0.48148148148148145,0.6111111111111112,0.9091852936479781,0.03536299091798286
embroiders,12,16,0.9166666666666666,0.8125,0.8571428571428571,0.5566385512550672,-0.5904873041436076
flies,12,12,0.8333333333333334,1.0,0.9166666666666666,0.4171098942557971,-0.5895416761438051
knits,20,15,0.55,1.0,0.7428571428571429,0.11060896068811417,-0.8801631172498067
packs,16,24,0.5625,1.0,0.825,0.06828898377716541,-1.3311210023239255
paints,20,28,1.0,0.9642857142857143,0.9791666666666666,0.4910318836569786,-0.7416522167623043
performs,7,6,1.0,0.3333333333333333,0.6923076923076923,0.7091295932020459,0.035593822598457364
photographs,4,14,1.0,0.7142857142857143,0.7777777777777778,0.7613961696624756,-0.33301939921719687
plays,14,12,0.42857142857142855,0.9166666666666666,0.6538461538461539,0.00878020695277625,-0.7937978828946749
reads,14,20,0.8571428571428571,0.3,0.5294117647058824,0.2378649115562439,0.19725918471813203
sculpts,15,15,0.8666666666666667,0.8,0.8333333333333334,0.41319542129834486,-0.507820067803065
sells,27,45,1.0,0.06666666666666667,0.4166666666666667,1.6725475423865848,0.630593032307095
sews,12,8,0.75,0.5,0.65,0.25739716986815137,-0.694409966468811
shaves,6,9,1.0,0.8888888888888888,0.9333333333333333,0.7085688710212708,-0.6129269152879715
stitches,20,28,0.8,0.8571428571428571,0.8333333333333334,0.3692812830209732,-0.9189541435667447
turns,16,28,0.875,0.7142857142857143,0.7727272727272727,0.5996385244652629,-0.21021315029689244
washes,8,18,0.875,0.4444444444444444,0.5769230769230769,0.8569781966507435,0.018120820323626215
writes,24,10,1.0,0.2,0.7647058823529411,0.9849298276628057,0.529018011689186
