verb,num_agents,num_patients,agent_acc,patient_acc,overall_acc,agent_avg_LL_delta,patient_avg_LL_delta
bakes,18,24,0.7777777777777778,0.6666666666666666,0.7142857142857143,5.199582650705555,-1.1655761375
carves,20,28,1.0,0.0,0.4166666666666667,10.863782511874998,3.817219205910714
cleans,21,33,1.0,0.030303030303030304,0.4074074074074074,10.312625627957141,3.710858785166667
cooks,12,33,0.9166666666666666,0.5151515151515151,0.6222222222222222,7.221512138091668,-0.2259917378181819
cuts,16,24,1.0,0.125,0.475,9.887700333500002,3.2353477038958336
drives,9,27,1.0,0.0,0.25,9.074086552511112,6.358799673703703
embroiders,12,16,0.9166666666666666,0.375,0.6071428571428571,6.825533234141667,0.8299618600625001
flies,12,12,1.0,0.0,0.5,9.117692724966666,6.779540745000001
knits,20,15,0.8,0.4,0.6285714285714286,5.156250593145,0.4396689222666668
packs,16,24,1.0,0.041666666666666664,0.425,5.7382671337812505,2.0936099630833334
paints,20,28,0.95,0.25,0.5416666666666666,9.12608393692,2.539950660917857
performs,7,6,1.0,0.0,0.5384615384615384,9.917857636942857,5.232880356066667
photographs,4,14,1.0,0.21428571428571427,0.3888888888888889,13.22871393815,2.0160871261571427
plays,14,12,1.0,0.0,0.5384615384615384,9.722282836021426,6.595884396966667
reads,14,20,1.0,0.65,0.7941176470588235,7.53736721107857,-0.29290372629999994
sculpts,15,15,1.0,0.0,0.5,10.204579645233332,3.4875047267999992
sells,27,45,1.0,0.0,0.375,10.992895391566664,5.809395599473333
sews,12,8,0.8333333333333334,0.25,0.6,7.543070888258332,1.0408181637500002
shaves,6,9,1.0,0.0,0.4,11.603332276666668,5.603162451155556
stitches,20,28,0.85,0.32142857142857145,0.5416666666666666,7.197688885849999,0.48658202262500005
turns,16,28,1.0,0.10714285714285714,0.4318181818181818,6.23807724243125,4.787064561503572
washes,8,18,1.0,0.5555555555555556,0.6923076923076923,7.065853985112501,0.31481773415
writes,24,10,1.0,0.0,0.7058823529411765,10.759972993724999,6.0405065965999984
