noun,avg_LL_delta
abstract,4.715408101
actor,7.226743177799999
aircraft,4.651116401
album,3.242376952
animal,2.26168593
announcer,7.86027067
artisan,4.204524206
artist,4.37268846
author,5.69158854
aviator,4.104940906
backpack,3.102363318
backpacker,2.12775997
bag,2.56120349
baker,5.3462685575
barber,4.286700657
basket,2.3562314
beard,1.19305193
bedding,1.94793965
bike,2.60034028
blanket,1.28548627
blogger,4.538035113
board,3.25340068
book,2.832898368
bottle,2.55954029
bowl,3.125524813
bread,2.640460264
broadcaster,6.3850559405
building,2.9294548120000004
bus,4.647042841
busboy,3.891426286
businessman,4.734848414
businesswoman,5.150524296
butcher,4.301938891
cake,1.89745875
cameraman,6.971173200599999
camper,1.25590517
canvas,3.981933123
captain,5.814289822299999
car,3.291556463
cardboard,2.21722815
carpet,1.94927249
carver,3.27502559
caterer,5.2780276696
cd,5.481569214299999
cellist,5.1397387333
cello,3.958160907
chauffeur,7.4374796646
chef,5.7311393935
choreography,5.554847328
clarinet,5.124012102
clarinetist,6.063636496
clay,3.344099996
cleaner,3.714912897
clerk,3.90355108
cloth,3.043513172
coat,2.4576625
code,2.807968637
comedian,5.587336866699999
concerto,7.5192255767
confectioner,3.759753902
container,2.76901646
convertible,4.287136084
cook,5.375154507
cotton,2.057374684
countertop,2.4859980100000003
crate,3.547576864
cushion,2.03520034
cut,2.92499436
dancer,4.7933005280000005
dealer,4.8832806500000006
dish,2.893521875
doctor,5.3922853446
dough,3.774377524
dressmaker,4.898521442
driver,5.573587409
drug,4.195511184
drummer,5.1584615725
duffle,2.13883671
essay,4.644804291
essayist,4.914351566
fabric,3.335776015
fillet,1.7956314
fish,2.214086434
floor,1.82526493
flute,4.933606567999999
flutist,5.9089682228
food,2.53497713
gem,3.449153866
glass,3.368112404
hairdresser,6.6960573207000005
handle,5.239836427
hat,2.19396787
herb,3.22625621
hiker,2.78586706
housekeeper,4.562486578
ice,3.458058148
illustrator,5.3581785327
ingredient,4.294126031
instrument,3.757254983
item,1.24394802
jacket,2.786631334
janitor,4.7739982595
jet,4.236546326
jeweler,4.581582126
jewelry,2.216253244
journalist,5.6816756307
kite,4.055623199
knob,3.860715497
lady,1.948954634
lake,2.36741573
landscape,1.92318812
letter,4.600284514
line,2.462589216
lotion,3.498674753
lunchbox,2.27342359
machine,4.312772447
magazine,4.581215481
maid,4.701412309999999
make,2.55234253
man,2.73294406
marble,2.9775210600000004
mason,4.376756144000001
material,3.098654835
meat,2.590139344
mirror,1.84297691
model,2.467274615
motorcycle,3.205475034
motorist,3.999858933
mountain,1.72287559
mover,3.203191455
mushroom,2.582485075
musician,4.886856029
narrator,5.314707255
notetaker,4.142553374
novel,4.82768394
novelist,6.096135363999999
orator,6.063881915
packaging,3.28172596
painter,4.218689319999999
panel,3.66831031
paper,3.933754258
passage,3.16510931
pastry,1.18253246
patissier,4.666891500999999
pattern,3.947464154
peddler,5.043743749
pepper,2.5528787
person,2.14798329
photographer,4.2647926830000005
pianist,6.9041916383
piano,4.00362615
pie,1.9583922
pilot,6.5348987275
pizza,1.36796677
plane,3.529711257
poem,3.993967315
poet,3.631579599
portraitist,4.727137442
pot,3.1033131
potato,1.7117669599999998
potter,3.336183618
product,4.6292938305
professor,7.125169799
proposal,5.427806091
pumpkin,0.63744592
quilt,1.87305648
racer,3.2955578400000003
report,5.3297991926
roadtripper,1.4107913200000002
routine,2.866313704
salesman,8.621058533000001
saleswoman,7.376411377699999
salmon,2.323022315
scene,4.015559672
screw,4.545847222
scribe,3.804912716
script,3.618564306
sculptor,5.8723916373
seamster,2.57412618
seamstress,3.69907836
section,2.892618967
shirt,2.41277723
shopkeeper,6.0442261636
sideburn,2.350885926
silk,4.758851084
silverware,3.018445062
singer,5.6437639805
snack,2.4626794
soloist,7.664664908
sonata,5.7257191814
song,5.399982935
steak,2.5666065
stone,2.0866692600000003
stubble,1.35806561
student,4.305199944
suitcase,2.464812224
surface,2.72018019
surgeon,6.215341545299999
suv,4.87972751
tailor,2.27186856
tank,5.061740458
teacher,7.6863090106
telemarketer,5.3113311686
tent,2.29415813
thread,3.49033075
toy,2.37541953
tractor,3.438025917
trader,4.441762603
traveller,1.9561355
truck,4.9062840925
tub,1.53132752
tuna,2.04960552
turkey,1.283535
upholsterer,4.008176435
valve,4.832409706999999
van,5.1558818136
vegetable,1.3810574299999998
vehicle,3.4548637
verse,3.4604491480000004
view,3.082854357
violin,4.91819968
violinist,6.3498311061
waiter,5.792872022
waitress,5.090428936
wall,4.112535221
window,4.35942931
windshield,2.471885674
woman,2.308360116
wood,3.34601406
wool,3.07857236
worker,5.498028748
wound,0.93371805
yarn,3.562866209
