id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,Something sells this toy easily.,-1.03125,-0.515625,patient,patient,-0.515625,patient
1,sells,book,easily,Something sells this book easily.,-1.181640625,-0.447509765625,patient,patient,-0.734130859375,patient
2,sells,novel,easily,Something sells this novel easily.,-0.99560546875,-0.54248046875,patient,patient,-0.453125,patient
3,sells,magazine,easily,Something sells this magazine easily.,-1.201171875,-0.435546875,patient,patient,-0.765625,patient
4,sells,hat,easily,Something sells this hat easily.,-1.056640625,-0.509765625,patient,patient,-0.546875,patient
5,sells,lotion,easily,Something sells this lotion easily.,-1.0078125,-0.5234375,patient,patient,-0.484375,patient
6,sells,album,easily,Something sells this album easily.,-1.1474609375,-0.459716796875,patient,patient,-0.687744140625,patient
7,sells,car,easily,Something sells this car easily.,-1.166015625,-0.447509765625,patient,patient,-0.718505859375,patient
8,sells,suv,easily,Something sells this SUV easily.,-1.0087890625,-0.54052734375,patient,patient,-0.46826171875,patient
9,sells,product,easily,Something sells this product easily.,-1.1650390625,-0.462158203125,patient,patient,-0.702880859375,patient
10,sells,make,easily,Something sells this make easily.,-0.97216796875,-0.58154296875,patient,patient,-0.390625,patient
11,sells,item,easily,Something sells this item easily.,-1.1943359375,-0.45947265625,patient,patient,-0.73486328125,patient
12,sells,cd,easily,Something sells this CD easily.,-1.0986328125,-0.489013671875,patient,patient,-0.609619140625,patient
13,sells,drug,easily,Something sells this drug easily.,-1.083984375,-0.47412109375,patient,patient,-0.60986328125,patient
14,sells,snack,easily,Something sells this snack easily.,-1.13671875,-0.46484375,patient,patient,-0.671875,patient
15,sells,salesman,easily,Something sells this salesman easily.,-1.0283203125,-0.4970703125,patient,patient,-0.53125,patient
16,sells,saleswoman,easily,Something sells this saleswoman easily.,-1.1162109375,-0.44482421875,patient,patient,-0.67138671875,patient
17,sells,businessman,easily,Something sells this businessman easily.,-1.0419921875,-0.49560546875,patient,patient,-0.54638671875,patient
18,sells,businesswoman,easily,Something sells this businesswoman easily.,-1.1689453125,-0.41845703125,patient,patient,-0.75048828125,patient
19,sells,trader,easily,Something sells this trader easily.,-1.0361328125,-0.489013671875,patient,patient,-0.547119140625,patient
20,sells,peddler,easily,Something sells this peddler easily.,-1.03515625,-0.48876953125,patient,patient,-0.54638671875,patient
21,sells,telemarketer,easily,Something sells this telemarketer easily.,-1.1748046875,-0.42529296875,patient,patient,-0.74951171875,patient
22,sells,dealer,easily,Something sells this dealer easily.,-1.0458984375,-0.4833984375,patient,patient,-0.5625,patient
23,sells,shopkeeper,easily,Something sells this shopkeeper easily.,-1.28125,-0.37451171875,patient,patient,-0.90673828125,patient
24,sells,toy,well,Something sells this toy well.,-1.0126953125,-0.5283203125,patient,patient,-0.484375,patient
25,sells,book,well,Something sells this book well.,-1.1416015625,-0.469970703125,patient,patient,-0.671630859375,patient
26,sells,novel,well,Something sells this novel well.,-0.9873046875,-0.5498046875,patient,patient,-0.4375,patient
27,sells,magazine,well,Something sells this magazine well.,-1.1826171875,-0.44775390625,patient,patient,-0.73486328125,patient
28,sells,hat,well,Something sells this hat well.,-1.017578125,-0.533203125,patient,patient,-0.484375,patient
29,sells,lotion,well,Something sells this lotion well.,-0.9716796875,-0.5498046875,patient,patient,-0.421875,patient
30,sells,album,well,Something sells this album well.,-1.1484375,-0.461181640625,patient,patient,-0.687255859375,patient
31,sells,car,well,Something sells this car well.,-1.1240234375,-0.468017578125,patient,patient,-0.656005859375,patient
32,sells,suv,well,Something sells this SUV well.,-0.99072265625,-0.55322265625,patient,patient,-0.4375,patient
33,sells,product,well,Something sells this product well.,-1.1220703125,-0.481689453125,patient,patient,-0.640380859375,patient
34,sells,make,well,Something sells this make well.,-0.98828125,-0.56640625,patient,patient,-0.421875,patient
35,sells,item,well,Something sells this item well.,-1.1630859375,-0.4755859375,patient,patient,-0.6875,patient
36,sells,cd,well,Something sells this CD well.,-1.1103515625,-0.485107421875,patient,patient,-0.625244140625,patient
37,sells,drug,well,Something sells this drug well.,-1.07421875,-0.480712890625,patient,patient,-0.593505859375,patient
38,sells,snack,well,Something sells this snack well.,-1.1083984375,-0.4833984375,patient,patient,-0.625,patient
39,sells,salesman,well,Something sells this salesman well.,-1.0185546875,-0.50341796875,patient,patient,-0.51513671875,patient
40,sells,saleswoman,well,Something sells this saleswoman well.,-1.076171875,-0.466796875,patient,patient,-0.609375,patient
41,sells,businessman,well,Something sells this businessman well.,-1.021484375,-0.505859375,patient,patient,-0.515625,patient
42,sells,businesswoman,well,Something sells this businesswoman well.,-1.126953125,-0.439208984375,patient,patient,-0.687744140625,patient
43,sells,trader,well,Something sells this trader well.,-1.0361328125,-0.489501953125,patient,patient,-0.546630859375,patient
44,sells,peddler,well,Something sells this peddler well.,-1.0263671875,-0.4951171875,patient,patient,-0.53125,patient
45,sells,telemarketer,well,Something sells this telemarketer well.,-1.1650390625,-0.430419921875,patient,patient,-0.734619140625,patient
46,sells,dealer,well,Something sells this dealer well.,-1.0458984375,-0.4833984375,patient,patient,-0.5625,patient
47,sells,shopkeeper,well,Something sells this shopkeeper well.,-1.248046875,-0.388671875,patient,patient,-0.859375,patient
48,sells,toy,quickly,Something sells this toy quickly.,-1.01171875,-0.52734375,patient,patient,-0.484375,patient
49,sells,book,quickly,Something sells this book quickly.,-1.1494140625,-0.461669921875,patient,patient,-0.687744140625,patient
50,sells,novel,quickly,Something sells this novel quickly.,-0.994140625,-0.541015625,patient,patient,-0.453125,patient
51,sells,magazine,quickly,Something sells this magazine quickly.,-1.15625,-0.45361328125,patient,patient,-0.70263671875,patient
52,sells,hat,quickly,Something sells this hat quickly.,-1.0244140625,-0.5244140625,patient,patient,-0.5,patient
