id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,Something sells this toy easily.,-1.1777744,-0.39846042,patient,patient,-0.7793139800000002,patient
1,sells,book,easily,Something sells this book easily.,-1.0156858,-0.48959717,patient,patient,-0.52608863,patient
2,sells,novel,easily,Something sells this novel easily.,-1.164168,-0.40742928,patient,patient,-0.7567387200000001,patient
3,sells,magazine,easily,Something sells this magazine easily.,-1.2002265,-0.3869921,patient,patient,-0.8132344,patient
4,sells,hat,easily,Something sells this hat easily.,-0.9781718,-0.50431395,patient,patient,-0.47385785,patient
5,sells,lotion,easily,Something sells this lotion easily.,-0.94734865,-0.5240545,patient,patient,-0.42329415000000004,patient
6,sells,album,easily,Something sells this album easily.,-1.1506727,-0.41128892,patient,patient,-0.73938378,patient
7,sells,car,easily,Something sells this car easily.,-1.1513654,-0.4125348,patient,patient,-0.7388306,patient
8,sells,suv,easily,Something sells this SUV easily.,-1.180895,-0.41346934,patient,patient,-0.76742566,patient
9,sells,product,easily,Something sells this product easily.,-1.0944364,-0.44486982,patient,patient,-0.6495665799999999,patient
10,sells,make,easily,Something sells this make easily.,-0.9569698,-0.5330901,patient,patient,-0.42387969999999997,patient
11,sells,item,easily,Something sells this item easily.,-1.1860688,-0.41452327,patient,patient,-0.7715455299999999,patient
12,sells,cd,easily,Something sells this CD easily.,-1.3827871,-0.32327014,patient,patient,-1.05951696,patient
13,sells,drug,easily,Something sells this drug easily.,-1.0298411,-0.47885764,patient,patient,-0.5509834600000001,patient
14,sells,snack,easily,Something sells this snack easily.,-1.3993967,-0.3135851,patient,patient,-1.0858116,patient
15,sells,salesman,easily,Something sells this salesman easily.,-1.1251507,-0.42491907,patient,patient,-0.70023163,patient
16,sells,saleswoman,easily,Something sells this saleswoman easily.,-1.3826072,-0.31616667,patient,patient,-1.06644053,patient
17,sells,businessman,easily,Something sells this businessman easily.,-1.716092,-0.21679966,patient,patient,-1.49929234,patient
18,sells,businesswoman,easily,Something sells this businesswoman easily.,-1.4475793,-0.29582316,patient,patient,-1.1517561399999998,patient
19,sells,trader,easily,Something sells this trader easily.,-1.5270312,-0.2733501,patient,patient,-1.2536810999999999,patient
20,sells,peddler,easily,Something sells this peddler easily.,-1.5941861,-0.25353175,patient,patient,-1.3406543499999999,patient
21,sells,telemarketer,easily,Something sells this telemarketer easily.,-1.220815,-0.38959044,patient,patient,-0.83122456,patient
22,sells,dealer,easily,Something sells this dealer easily.,-1.516243,-0.2715034,patient,patient,-1.2447396,patient
23,sells,shopkeeper,easily,Something sells this shopkeeper easily.,-1.439077,-0.3124348,patient,patient,-1.1266422,patient
24,sells,toy,well,Something sells this toy well.,-1.1596552,-0.40698302,patient,patient,-0.75267218,patient
25,sells,book,well,Something sells this book well.,-0.90928864,-0.55805993,patient,patient,-0.35122871,patient
26,sells,novel,well,Something sells this novel well.,-1.1096141,-0.43477702,patient,patient,-0.6748370799999999,patient
27,sells,magazine,well,Something sells this magazine well.,-1.0864732,-0.4419362,patient,patient,-0.6445369999999999,patient
28,sells,hat,well,Something sells this hat well.,-0.89780164,-0.55732274,patient,patient,-0.3404788999999999,patient
29,sells,lotion,well,Something sells this lotion well.,-0.86550653,-0.58115137,patient,patient,-0.28435516000000005,patient
30,sells,album,well,Something sells this album well.,-1.032537,-0.47425786,patient,patient,-0.55827914,patient
31,sells,car,well,Something sells this car well.,-1.0791054,-0.44948205,patient,patient,-0.6296233499999999,patient
32,sells,suv,well,Something sells this SUV well.,-1.0743585,-0.46870276,patient,patient,-0.60565574,patient
33,sells,product,well,Something sells this product well.,-0.99570256,-0.5006579,patient,patient,-0.49504466,patient
34,sells,make,well,Something sells this make well.,-0.8469956,-0.6098396,patient,patient,-0.23715599999999992,patient
35,sells,item,well,Something sells this item well.,-1.0620475,-0.47570935,patient,patient,-0.58633815,patient
36,sells,cd,well,Something sells this CD well.,-1.274478,-0.36540887,patient,patient,-0.90906913,patient
37,sells,drug,well,Something sells this drug well.,-0.9910013,-0.50062954,patient,patient,-0.49037175999999993,patient
38,sells,snack,well,Something sells this snack well.,-1.3570986,-0.32801735,patient,patient,-1.02908125,patient
39,sells,salesman,well,Something sells this salesman well.,-0.9745242,-0.5106228,patient,patient,-0.4639013999999999,patient
40,sells,saleswoman,well,Something sells this saleswoman well.,-1.2373911,-0.3723838,patient,patient,-0.8650073,patient
41,sells,businessman,well,Something sells this businessman well.,-1.6225123,-0.2398143,patient,patient,-1.382698,patient
42,sells,businesswoman,well,Something sells this businesswoman well.,-1.3272817,-0.3366697,patient,patient,-0.9906119999999998,patient
43,sells,trader,well,Something sells this trader well.,-1.4731987,-0.29057008,patient,patient,-1.18262862,patient
44,sells,peddler,well,Something sells this peddler well.,-1.469392,-0.29037195,patient,patient,-1.17902005,patient
45,sells,telemarketer,well,Something sells this telemarketer well.,-1.1251696,-0.437458,patient,patient,-0.6877116,patient
46,sells,dealer,well,Something sells this dealer well.,-1.4343683,-0.29773557,patient,patient,-1.13663273,patient
47,sells,shopkeeper,well,Something sells this shopkeeper well.,-1.327953,-0.35107005,patient,patient,-0.9768829499999999,patient
48,sells,toy,quickly,Something sells this toy quickly.,-1.1736069,-0.39844507,patient,patient,-0.77516183,patient
49,sells,book,quickly,Something sells this book quickly.,-1.0176716,-0.48407745,patient,patient,-0.5335941499999999,patient
50,sells,novel,quickly,Something sells this novel quickly.,-1.2059909,-0.38576043,patient,patient,-0.82023047,patient
51,sells,magazine,quickly,Something sells this magazine quickly.,-1.2025962,-0.38303137,patient,patient,-0.8195648299999999,patient
52,sells,hat,quickly,Something sells this hat quickly.,-0.9490748,-0.5209551,patient,patient,-0.4281197,patient
53,sells,lotion,quickly,Something sells this lotion quickly.,-0.9198388,-0.53982824,patient,patient,-0.38001056,patient
54,sells,album,quickly,Something sells this album quickly.,-1.1699216,-0.40065548,patient,patient,-0.7692661199999999,patient
55,sells,car,quickly,Something sells this car quickly.,-1.172037,-0.39967144,patient,patient,-0.77236556,patient
56,sells,suv,quickly,Something sells this SUV quickly.,-1.1635847,-0.4190149,patient,patient,-0.7445697999999998,patient
57,sells,product,quickly,Something sells this product quickly.,-1.1026236,-0.43713042,patient,patient,-0.66549318,patient
58,sells,make,quickly,Something sells this make quickly.,-0.9431724,-0.5401992,patient,patient,-0.40297320000000003,patient
59,sells,item,quickly,Something sells this item quickly.,-1.1836916,-0.41286334,patient,patient,-0.7708282599999999,patient
60,sells,cd,quickly,Something sells this CD quickly.,-1.4274422,-0.30598614,patient,patient,-1.1214560599999999,patient
61,sells,drug,quickly,Something sells this drug quickly.,-1.0671085,-0.45494506,patient,patient,-0.61216344,patient
62,sells,snack,quickly,Something sells this snack quickly.,-1.4356946,-0.29956535,patient,patient,-1.13612925,patient
63,sells,salesman,quickly,Something sells this salesman quickly.,-1.1326385,-0.41980302,patient,patient,-0.7128354800000001,patient
64,sells,saleswoman,quickly,Something sells this saleswoman quickly.,-1.4253356,-0.30058354,patient,patient,-1.12475206,patient
65,sells,businessman,quickly,Something sells this businessman quickly.,-1.8411394,-0.18985622,patient,patient,-1.65128318,patient
66,sells,businesswoman,quickly,Something sells this businesswoman quickly.,-1.4660999,-0.28867447,patient,patient,-1.17742543,patient
67,sells,trader,quickly,Something sells this trader quickly.,-1.5935209,-0.25448588,patient,patient,-1.3390350199999999,patient
68,sells,peddler,quickly,Something sells this peddler quickly.,-1.6376585,-0.24101014,patient,patient,-1.39664836,patient
69,sells,telemarketer,quickly,Something sells this telemarketer quickly.,-1.2660216,-0.3678741,patient,patient,-0.8981475,patient
70,sells,dealer,quickly,Something sells this dealer quickly.,-1.5368398,-0.26458114,patient,patient,-1.27225866,patient
71,sells,shopkeeper,quickly,Something sells this shopkeeper quickly.,-1.5448971,-0.2778836,patient,patient,-1.2670135,patient
72,drives,car,nicely,Something drives this car nicely.,-1.252851,-0.3818717,patient,patient,-0.8709792999999999,patient
73,drives,suv,nicely,Something drives this SUV nicely.,-1.159831,-0.44140896,patient,patient,-0.7184220400000001,patient
74,drives,truck,nicely,Something drives this truck nicely.,-1.461907,-0.3177268,patient,patient,-1.1441802,patient
75,drives,convertible,nicely,Something drives this convertible nicely.,-1.0159729,-0.49688601,patient,patient,-0.51908689,patient
76,drives,vehicle,nicely,Something drives this vehicle nicely.,-1.3985826,-0.33638975,patient,patient,-1.06219285,patient
77,drives,tank,nicely,Something drives this tank nicely.,-1.4764045,-0.30540693,patient,patient,-1.17099757,patient
78,drives,bus,nicely,Something drives this bus nicely.,-1.2903736,-0.37888974,patient,patient,-0.9114838599999999,patient
79,drives,tractor,nicely,Something drives this tractor nicely.,-1.3452095,-0.33772498,patient,patient,-1.00748452,patient
80,drives,van,nicely,Something drives this van nicely.,-1.2570101,-0.38350162,patient,patient,-0.87350848,patient
81,drives,driver,nicely,Something drives this driver nicely.,-1.5729731,-0.29188144,patient,patient,-1.28109166,patient
82,drives,person,nicely,Something drives this person nicely.,-1.3642931,-0.3512544,patient,patient,-1.0130387,patient
83,drives,chauffeur,nicely,Something drives this chauffeur nicely.,-1.5511409,-0.29994497,patient,patient,-1.2511959300000002,patient
84,drives,car,smoothly,Something drives this car smoothly.,-1.2754949,-0.3724913,patient,patient,-0.9030035999999999,patient
85,drives,suv,smoothly,Something drives this SUV smoothly.,-1.2325274,-0.40626207,patient,patient,-0.82626533,patient
86,drives,truck,smoothly,Something drives this truck smoothly.,-1.5554658,-0.28715914,patient,patient,-1.26830666,patient
87,drives,convertible,smoothly,Something drives this convertible smoothly.,-1.0967785,-0.4567505,patient,patient,-0.640028,patient
88,drives,vehicle,smoothly,Something drives this vehicle smoothly.,-1.5519328,-0.28894174,patient,patient,-1.2629910599999998,patient
89,drives,tank,smoothly,Something drives this tank smoothly.,-1.6145958,-0.26600677,patient,patient,-1.34858903,patient
90,drives,bus,smoothly,Something drives this bus smoothly.,-1.3014609,-0.37320578,patient,patient,-0.92825512,patient
91,drives,tractor,smoothly,Something drives this tractor smoothly.,-1.4733016,-0.29412547,patient,patient,-1.17917613,patient
92,drives,van,smoothly,Something drives this van smoothly.,-1.3604099,-0.3440886,patient,patient,-1.0163213,patient
93,drives,driver,smoothly,Something drives this driver smoothly.,-1.6410075,-0.27260506,patient,patient,-1.3684024399999999,patient
94,drives,person,smoothly,Something drives this person smoothly.,-1.4424568,-0.3144642,patient,patient,-1.1279926,patient
95,drives,chauffeur,smoothly,Something drives this chauffeur smoothly.,-1.6099508,-0.2828216,patient,patient,-1.3271292,patient
96,drives,car,well,Something drives this car well.,-1.1769407,-0.41315243,patient,patient,-0.76378827,patient
97,drives,suv,well,Something drives this SUV well.,-1.174806,-0.43525827,patient,patient,-0.73954773,patient
