id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta
0,sells,toy,easily,Something sells this toy easily.,-0.043750565,-3.456209,patient,agent,3.412458435
1,sells,book,easily,Something sells this book easily.,-0.08141608,-2.6470785,patient,agent,2.56566242
2,sells,novel,easily,Something sells this novel easily.,-0.04050332,-3.44967,patient,agent,3.40916668
3,sells,magazine,easily,Something sells this magazine easily.,-0.048429158,-3.3672547,patient,agent,3.3188255420000004
4,sells,hat,easily,Something sells this hat easily.,-0.03132529,-3.7192984,patient,agent,3.68797311
5,sells,lotion,easily,Something sells this lotion easily.,-0.016894905,-4.8820066,patient,agent,4.865111695
6,sells,album,easily,Something sells this album easily.,-0.107537866,-2.4124868,patient,agent,2.304948934
7,sells,car,easily,Something sells this car easily.,-0.21689354,-1.6737162,patient,agent,1.45682266
8,sells,suv,easily,Something sells this SUV easily.,-0.076699935,-2.836983,patient,agent,2.760283065
9,sells,product,easily,Something sells this product easily.,-0.018120302,-5.329581,patient,agent,5.311460698
10,sells,make,easily,Something sells this make easily.,-0.027535617,-3.9295745,patient,agent,3.9020388830000003
11,sells,item,easily,Something sells this item easily.,-0.0411219,-3.5158763,patient,agent,3.4747544
12,sells,cd,easily,Something sells this CD easily.,-0.085343756,-2.6008844,patient,agent,2.515540644
13,sells,drug,easily,Something sells this drug easily.,-0.009802266,-6.708552,patient,agent,6.698749734
14,sells,snack,easily,Something sells this snack easily.,-0.08432408,-2.7348301,patient,agent,2.65050602
15,sells,salesman,easily,Something sells this salesman easily.,-0.015514682,-7.945582,patient,agent,7.930067318
16,sells,saleswoman,easily,Something sells this saleswoman easily.,-0.0158973,-5.8353105,patient,agent,5.8194132000000005
17,sells,businessman,easily,Something sells this businessman easily.,-0.035406917,-6.2000356,patient,agent,6.164628682999999
18,sells,businesswoman,easily,Something sells this businesswoman easily.,-0.017832713,-5.935731,patient,agent,5.917898287
19,sells,trader,easily,Something sells this trader easily.,-0.016237095,-6.0082107,patient,agent,5.991973605
20,sells,peddler,easily,Something sells this peddler easily.,-0.018918997,-4.768203,patient,agent,4.749284003
21,sells,telemarketer,easily,Something sells this telemarketer easily.,-0.02706451,-4.2444034,patient,agent,4.217338890000001
22,sells,dealer,easily,Something sells this dealer easily.,-0.026589893,-7.3374376,patient,agent,7.310847707000001
23,sells,shopkeeper,easily,Something sells this shopkeeper easily.,-0.017981322,-5.100483,patient,agent,5.082501678
24,sells,toy,well,Something sells this toy well.,-0.18083173,-1.8868804,patient,agent,1.70604867
25,sells,book,well,Something sells this book well.,-0.21610516,-1.6203666,patient,agent,1.4042614400000002
26,sells,novel,well,Something sells this novel well.,-0.15725915,-2.0185854,patient,agent,1.86132625
27,sells,magazine,well,Something sells this magazine well.,-0.19267327,-1.7656064,patient,agent,1.57293313
28,sells,hat,well,Something sells this hat well.,-0.14828527,-1.9084033,patient,agent,1.7601180300000001
29,sells,lotion,well,Something sells this lotion well.,-0.05294063,-3.150537,patient,agent,3.0975963699999998
30,sells,album,well,Something sells this album well.,-0.49361104,-0.9345985,patient,agent,0.44098746
31,sells,car,well,Something sells this car well.,-0.5054484,-0.94060427,patient,agent,0.43515587
32,sells,suv,well,Something sells this SUV well.,-0.20760097,-1.9086733,patient,agent,1.7010723300000001
33,sells,product,well,Something sells this product well.,-0.067975916,-3.1348722,patient,agent,3.0668962840000003
34,sells,make,well,Something sells this make well.,-0.09629728,-2.4615464,patient,agent,2.36524912
35,sells,item,well,Something sells this item well.,-0.1758916,-1.9466932,patient,agent,1.7708016
36,sells,cd,well,Something sells this CD well.,-0.5009839,-0.9516179,patient,agent,0.450634
37,sells,drug,well,Something sells this drug well.,-0.018627413,-4.8242702,patient,agent,4.805642787
38,sells,snack,well,Something sells this snack well.,-0.4809128,-1.066376,patient,agent,0.5854632
39,sells,salesman,well,Something sells this salesman well.,-0.012261842,-7.0609293,patient,agent,7.048667458
40,sells,saleswoman,well,Something sells this saleswoman well.,-0.019065036,-5.1840897,patient,agent,5.165024664000001
41,sells,businessman,well,Something sells this businessman well.,-0.035624374,-5.239069,patient,agent,5.203444626
42,sells,businesswoman,well,Something sells this businesswoman well.,-0.019101428,-5.623069,patient,agent,5.603967572
43,sells,trader,well,Something sells this trader well.,-0.024130002,-4.881673,patient,agent,4.8575429980000004
44,sells,peddler,well,Something sells this peddler well.,-0.037485775,-3.8201718,patient,agent,3.782686025
45,sells,telemarketer,well,Something sells this telemarketer well.,-0.022069652,-4.312223,patient,agent,4.2901533480000005
46,sells,dealer,well,Something sells this dealer well.,-0.029047512,-6.1432767,patient,agent,6.114229188
