verb,overall_acc,avg_LL_delta
bakes,0.42857142857142855,-0.09707496279761904
carves,0.3333333333333333,-0.19337972005208334
cleans,0.7222222222222222,0.2885425708912037
cooks,0.4666666666666667,-0.03193901909722222
cuts,0.6,-0.01795654296875
drives,1.0,0.7561509874131944
embroiders,0.5714285714285714,-0.04974365234375
flies,1.0,1.0319366455078125
knits,0.45714285714285713,-0.027273995535714284
packs,0.8,0.177734375
paints,0.625,0.1585235595703125
performs,0.3076923076923077,-0.07688551682692307
photographs,0.9444444444444444,0.532958984375
plays,0.038461538461538464,-0.5667442908653846
reads,0.5294117647058824,0.01968204273897059
sculpts,0.43333333333333335,-0.016642252604166668
sells,0.9722222222222222,0.6775597466362847
sews,0.6,-0.03916015625
shaves,0.2,-0.346923828125
stitches,0.2916666666666667,-0.2894134521484375
turns,0.9318181818181818,0.6185968572443182
washes,0.7692307692307693,0.2632023737980769
writes,0.7058823529411765,0.16729377297794118
