id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta
0,sells,toy,easily,Something sells this toy easily.,-18.046312,-0.00114108,patient,patient,-18.04517092
1,sells,book,easily,Something sells this book easily.,-17.243826,-0.0011397669,patient,patient,-17.2426862331
2,sells,novel,easily,Something sells this novel easily.,-17.05728,-0.0014406221,patient,patient,-17.0558393779
3,sells,magazine,easily,Something sells this magazine easily.,-16.720573,-0.0012006346,patient,patient,-16.7193723654
4,sells,hat,easily,Something sells this hat easily.,-17.435696,-0.0011515818,patient,patient,-17.4345444182
5,sells,lotion,easily,Something sells this lotion easily.,-18.105675,-0.0009975744,patient,patient,-18.104677425600002
6,sells,album,easily,Something sells this album easily.,-17.900734,-0.0013343191,patient,patient,-17.8993996809
7,sells,car,easily,Something sells this car easily.,-17.416191,-0.0011469278,patient,patient,-17.4150440722
8,sells,suv,easily,Something sells this SUV easily.,-16.432394,-0.0014554255,patient,patient,-16.430938574499997
9,sells,product,easily,Something sells this product easily.,-17.696129,-0.0010571234,patient,patient,-17.6950718766
10,sells,make,easily,Something sells this make easily.,-16.601128,-0.0013848128,patient,patient,-16.599743187199998
11,sells,item,easily,Something sells this item easily.,-18.230637,-0.0011500301,patient,patient,-18.2294869699
12,sells,cd,easily,Something sells this CD easily.,-17.27322,-0.0012586423,patient,patient,-17.271961357699997
13,sells,drug,easily,Something sells this drug easily.,-17.742935,-0.0009711468,patient,patient,-17.741963853199998
14,sells,snack,easily,Something sells this snack easily.,-17.804295,-0.000983674,patient,patient,-17.803311326
15,sells,salesman,easily,Something sells this salesman easily.,-13.5850315,-0.0010562862,patient,patient,-13.583975213799999
16,sells,saleswoman,easily,Something sells this saleswoman easily.,-14.374459,-0.0007154658,patient,patient,-14.373743534199999
17,sells,businessman,easily,Something sells this businessman easily.,-11.695026,-0.000888874,patient,patient,-11.694137126000001
18,sells,businesswoman,easily,Something sells this businesswoman easily.,-15.674164,-0.00082337117,patient,patient,-15.67334062883
19,sells,trader,easily,Something sells this trader easily.,-9.643174,-0.00080535567,patient,patient,-9.64236864433
20,sells,peddler,easily,Something sells this peddler easily.,-15.915568,-0.0014926723,patient,patient,-15.9140753277
21,sells,telemarketer,easily,Something sells this telemarketer easily.,-12.6465435,-0.0006675693,patient,patient,-12.6458759307
22,sells,dealer,easily,Something sells this dealer easily.,-9.366978,-0.00069745025,patient,patient,-9.36628054975
23,sells,shopkeeper,easily,Something sells this shopkeeper easily.,-7.186853,-0.0012457508,patient,patient,-7.1856072492
24,sells,toy,well,Something sells this toy well.,-18.232878,-0.0012159712,patient,patient,-18.2316620288
25,sells,book,well,Something sells this book well.,-17.924564,-0.0009904745,patient,patient,-17.9235735255
26,sells,novel,well,Something sells this novel well.,-17.573547,-0.0011190585,patient,patient,-17.572427941500003
27,sells,magazine,well,Something sells this magazine well.,-17.76348,-0.0011530131,patient,patient,-17.7623269869
28,sells,hat,well,Something sells this hat well.,-18.071009,-0.0009992461,patient,patient,-18.0700097539
29,sells,lotion,well,Something sells this lotion well.,-18.150488,-0.0007587686,patient,patient,-18.1497292314
30,sells,album,well,Something sells this album well.,-18.245613,-0.0013411234,patient,patient,-18.2442718766
31,sells,car,well,Something sells this car well.,-17.52573,-0.0011288456,patient,patient,-17.5246011544
32,sells,suv,well,Something sells this SUV well.,-16.435827,-0.0012477792,patient,patient,-16.4345792208
33,sells,product,well,Something sells this product well.,-18.559586,-0.0010535406,patient,patient,-18.5585324594
34,sells,make,well,Something sells this make well.,-15.767921,-0.0013866047,patient,patient,-15.766534395299999
35,sells,item,well,Something sells this item well.,-18.704481,-0.0011750339,patient,patient,-18.7033059661
36,sells,cd,well,Something sells this CD well.,-17.722296,-0.001318025,patient,patient,-17.720977975
37,sells,drug,well,Something sells this drug well.,-18.119526,-0.0009994846,patient,patient,-18.1185265154
38,sells,snack,well,Something sells this snack well.,-18.44117,-0.0010553306,patient,patient,-18.4401146694
39,sells,salesman,well,Something sells this salesman well.,-13.230441,-0.0008262341,patient,patient,-13.229614765900001
40,sells,saleswoman,well,Something sells this saleswoman well.,-12.526621,-0.00044130278,patient,patient,-12.52617969722
41,sells,businessman,well,Something sells this businessman well.,-13.13483,-0.0009914301,patient,patient,-13.1338385699
42,sells,businesswoman,well,Something sells this businesswoman well.,-15.180032,-0.00069625815,patient,patient,-15.17933574185
43,sells,trader,well,Something sells this trader well.,-10.412105,-0.00073914323,patient,patient,-10.41136585677
44,sells,peddler,well,Something sells this peddler well.,-15.456728,-0.0010707263,patient,patient,-15.4556572737
45,sells,telemarketer,well,Something sells this telemarketer well.,-12.853844,-0.00062086765,patient,patient,-12.853223132350001
46,sells,dealer,well,Something sells this dealer well.,-11.464192,-0.00069554104,patient,patient,-11.46349645896
47,sells,shopkeeper,well,Something sells this shopkeeper well.,-10.163902,-0.00042830152,patient,patient,-10.16347369848
48,sells,toy,quickly,Something sells this toy quickly.,-18.003963,-0.0012706363,patient,patient,-18.0026923637
49,sells,book,quickly,Something sells this book quickly.,-17.488176,-0.0011216847,patient,patient,-17.4870543153
50,sells,novel,quickly,Something sells this novel quickly.,-17.185953,-0.001340884,patient,patient,-17.184612116
51,sells,magazine,quickly,Something sells this magazine quickly.,-17.285501,-0.0011856547,patient,patient,-17.2843153453
52,sells,hat,quickly,Something sells this hat quickly.,-17.238379,-0.0012106603,patient,patient,-17.2371683397
53,sells,lotion,quickly,Something sells this lotion quickly.,-17.852821,-0.0010321224,patient,patient,-17.851788877599997
54,sells,album,quickly,Something sells this album quickly.,-18.125538,-0.0014057616,patient,patient,-18.124132238399998
55,sells,car,quickly,Something sells this car quickly.,-17.445084,-0.001122998,patient,patient,-17.443961002
56,sells,suv,quickly,Something sells this SUV quickly.,-15.735216,-0.0009968583,patient,patient,-15.734219141699999
57,sells,product,quickly,Something sells this product quickly.,-17.74909,-0.00085540453,patient,patient,-17.74823459547
58,sells,make,quickly,Something sells this make quickly.,-16.408697,-0.0016268156,patient,patient,-16.4070701844
59,sells,item,quickly,Something sells this item quickly.,-18.735405,-0.0011658425,patient,patient,-18.7342391575
60,sells,cd,quickly,Something sells this CD quickly.,-17.37688,-0.0012103018,patient,patient,-17.3756696982
61,sells,drug,quickly,Something sells this drug quickly.,-17.647465,-0.0010019899,patient,patient,-17.6464630101
62,sells,snack,quickly,Something sells this snack quickly.,-17.88413,-0.0011881017,patient,patient,-17.8829418983
63,sells,salesman,quickly,Something sells this salesman quickly.,-12.585997,-0.0010212031,patient,patient,-12.5849757969
64,sells,saleswoman,quickly,Something sells this saleswoman quickly.,-13.561871,-0.0006114436,patient,patient,-13.5612595564
65,sells,businessman,quickly,Something sells this businessman quickly.,-11.293378,-0.0008353625,patient,patient,-11.2925426375
66,sells,businesswoman,quickly,Something sells this businesswoman quickly.,-15.539605,-0.00081251474,patient,patient,-15.53879248526
67,sells,trader,quickly,Something sells this trader quickly.,-8.291104,-0.00089639076,patient,patient,-8.290207609240001
68,sells,peddler,quickly,Something sells this peddler quickly.,-15.559526,-0.0013032836,patient,patient,-15.5582227164
69,sells,telemarketer,quickly,Something sells this telemarketer quickly.,-11.032292,-0.0005488844,patient,patient,-11.0317431156
70,sells,dealer,quickly,Something sells this dealer quickly.,-8.189157,-0.000878731,patient,patient,-8.188278269
71,sells,shopkeeper,quickly,Something sells this shopkeeper quickly.,-5.6804466,-0.0037980285,patient,patient,-5.6766485714999995
72,drives,car,nicely,Something drives this car nicely.,-17.150284,-0.0006630347,patient,patient,-17.1496209653
73,drives,suv,nicely,Something drives this SUV nicely.,-15.412102,-0.0009031922,patient,patient,-15.411198807800002
74,drives,truck,nicely,Something drives this truck nicely.,-16.679108,-0.0007447508,patient,patient,-16.6783632492
75,drives,convertible,nicely,Something drives this convertible nicely.,-16.675291,-0.000946387,patient,patient,-16.674344613000002
76,drives,vehicle,nicely,Something drives this vehicle nicely.,-16.708792,-0.00066649547,patient,patient,-16.70812550453
77,drives,tank,nicely,Something drives this tank nicely.,-17.331142,-0.0007936066,patient,patient,-17.3303483934
78,drives,bus,nicely,Something drives this bus nicely.,-16.33739,-0.00069387216,patient,patient,-16.33669612784
79,drives,tractor,nicely,Something drives this tractor nicely.,-11.241127,-0.00036527863,patient,patient,-11.240761721370001
80,drives,van,nicely,Something drives this van nicely.,-15.277381,-0.0007795259,patient,patient,-15.2766014741
81,drives,driver,nicely,Something drives this driver nicely.,-11.790311,-0.00033331852,patient,patient,-11.789977681480002
82,drives,person,nicely,Something drives this person nicely.,-13.676628,-0.00036134195,patient,patient,-13.676266658049999
83,drives,chauffeur,nicely,Something drives this chauffeur nicely.,-11.126106,-0.00061060634,patient,patient,-11.12549539366
84,drives,car,smoothly,Something drives this car smoothly.,-16.537817,-0.0006570705,patient,patient,-16.5371599295
85,drives,suv,smoothly,Something drives this SUV smoothly.,-15.21068,-0.0008267119,patient,patient,-15.2098532881
86,drives,truck,smoothly,Something drives this truck smoothly.,-15.74309,-0.0008259966,patient,patient,-15.7422640034
87,drives,convertible,smoothly,Something drives this convertible smoothly.,-16.777317,-0.0010210839,patient,patient,-16.7762959161
88,drives,vehicle,smoothly,Something drives this vehicle smoothly.,-16.706528,-0.00070974004,patient,patient,-16.705818259959997
89,drives,tank,smoothly,Something drives this tank smoothly.,-16.870075,-0.0009205525,patient,patient,-16.8691544475
90,drives,bus,smoothly,Something drives this bus smoothly.,-16.15301,-0.0006501517,patient,patient,-16.152359848299998
91,drives,tractor,smoothly,Something drives this tractor smoothly.,-12.291956,-0.00041166772,patient,patient,-12.29154433228
92,drives,van,smoothly,Something drives this van smoothly.,-15.140576,-0.0007573972,patient,patient,-15.1398186028
93,drives,driver,smoothly,Something drives this driver smoothly.,-11.424911,-0.00032848728,patient,patient,-11.42458251272
94,drives,person,smoothly,Something drives this person smoothly.,-14.0745735,-0.0004432111,patient,patient,-14.0741302889
95,drives,chauffeur,smoothly,Something drives this chauffeur smoothly.,-10.619863,-0.0005670125,patient,patient,-10.619295987500001
96,drives,car,well,Something drives this car well.,-16.115427,-0.000792652,patient,patient,-16.114634348
97,drives,suv,well,Something drives this SUV well.,-14.882356,-0.0009394654,patient,patient,-14.8814165346
98,drives,truck,well,Something drives this truck well.,-16.55822,-0.0008940038,patient,patient,-16.5573259962
99,drives,convertible,well,Something drives this convertible well.,-16.951115,-0.0009859399,patient,patient,-16.9501290601
100,drives,vehicle,well,Something drives this vehicle well.,-16.59487,-0.0006742478,patient,patient,-16.5941957522
101,drives,tank,well,Something drives this tank well.,-16.379349,-0.0010839163,patient,patient,-16.3782650837
102,drives,bus,well,Something drives this bus well.,-16.49843,-0.00064454606,patient,patient,-16.49778545394
103,drives,tractor,well,Something drives this tractor well.,-13.069791,-0.000526521,patient,patient,-13.069264479000001
104,drives,van,well,Something drives this van well.,-14.952535,-0.0006936328,patient,patient,-14.9518413672
105,drives,driver,well,Something drives this driver well.,-12.994499,-0.00046897327,patient,patient,-12.99403002673
106,drives,person,well,Something drives this person well.,-13.6001005,-0.00041792757,patient,patient,-13.59968257243
107,drives,chauffeur,well,Something drives this chauffeur well.,-10.958735,-0.0006970936,patient,patient,-10.958037906400001
108,flies,plane,nicely,Something flies this plane nicely.,-15.068715,-0.00059164374,patient,patient,-15.06812335626
109,flies,kite,nicely,Something flies this kite nicely.,-16.638666,-0.0010820633,patient,patient,-16.6375839367
110,flies,jet,nicely,Something flies this jet nicely.,-14.173246,-0.00062468514,patient,patient,-14.17262131486
111,flies,aircraft,nicely,Something flies this aircraft nicely.,-17.40922,-0.0007945584,patient,patient,-17.408425441600002
112,flies,pilot,nicely,Something flies this pilot nicely.,-5.75998,-0.0030959079,patient,patient,-5.7568840921
113,flies,person,nicely,Something flies this person nicely.,-12.018349,-0.0003601489,patient,patient,-12.0179888511
114,flies,aviator,nicely,Something flies this aviator nicely.,-13.843678,-0.0005249685,patient,patient,-13.8431530315
115,flies,captain,nicely,Something flies this captain nicely.,-6.355878,-0.0030785687,patient,patient,-6.352799431299999
116,flies,plane,smoothly,Something flies this plane smoothly.,-15.339496,-0.0005659378,patient,patient,-15.338930062200001
117,flies,kite,smoothly,Something flies this kite smoothly.,-16.795689,-0.0011292051,patient,patient,-16.7945597949
118,flies,jet,smoothly,Something flies this jet smoothly.,-14.674489,-0.0005659378,patient,patient,-14.6739230622
119,flies,aircraft,smoothly,Something flies this aircraft smoothly.,-17.25756,-0.0007268582,patient,patient,-17.2568331418
120,flies,pilot,smoothly,Something flies this pilot smoothly.,-4.537609,-0.011730325,patient,patient,-4.5258786749999995
121,flies,person,smoothly,Something flies this person smoothly.,-13.0106125,-0.00055186276,patient,patient,-13.01006063724
122,flies,aviator,smoothly,Something flies this aviator smoothly.,-14.112595,-0.0005411302,patient,patient,-14.1120538698
123,flies,captain,smoothly,Something flies this captain smoothly.,-5.9527183,-0.0028207921,patient,patient,-5.9498975079
124,flies,plane,well,Something flies this plane well.,-14.34617,-0.0005995171,patient,patient,-14.345570482900001
125,flies,kite,well,Something flies this kite well.,-16.814497,-0.0011443024,patient,patient,-16.8133526976
126,flies,jet,well,Something flies this jet well.,-14.089972,-0.00065647345,patient,patient,-14.08931552655
127,flies,aircraft,well,Something flies this aircraft well.,-17.540916,-0.0009005687,patient,patient,-17.5400154313
128,flies,pilot,well,Something flies this pilot well.,-8.097416,-0.00052747375,patient,patient,-8.096888526250002
129,flies,person,well,Something flies this person well.,-11.180785,-0.0003838799,patient,patient,-11.1804011201
130,flies,aviator,well,Something flies this aviator well.,-12.480486,-0.00036623323,patient,patient,-12.48011976677
131,flies,captain,well,Something flies this captain well.,-9.514488,-0.00034226198,patient,patient,-9.51414573802
132,cooks,mushroom,nicely,Something cooks this mushroom nicely.,-18.374046,-0.0009894016,patient,patient,-18.3730565984
133,cooks,pepper,nicely,Something cooks this pepper nicely.,-18.534128,-0.0009846295,patient,patient,-18.5331433705
134,cooks,fish,nicely,Something cooks this fish nicely.,-18.03657,-0.00083834643,patient,patient,-18.03573165357
135,cooks,salmon,nicely,Something cooks this salmon nicely.,-17.517014,-0.0009703123,patient,patient,-17.516043687699998
136,cooks,tuna,nicely,Something cooks this tuna nicely.,-17.338417,-0.0007973622,patient,patient,-17.3376196378
137,cooks,fillet,nicely,Something cooks this fillet nicely.,-18.637445,-0.0010626117,patient,patient,-18.6363823883
138,cooks,vegetable,nicely,Something cooks this vegetable nicely.,-18.526876,-0.00060512277,patient,patient,-18.52627087723
139,cooks,herb,nicely,Something cooks this herb nicely.,-18.3272,-0.0007748749,patient,patient,-18.326425125100002
140,cooks,meat,nicely,Something cooks this meat nicely.,-18.124348,-0.0007847767,patient,patient,-18.1235632233
141,cooks,ingredient,nicely,Something cooks this ingredient nicely.,-17.824661,-0.000845744,patient,patient,-17.823815256
142,cooks,steak,nicely,Something cooks this steak nicely.,-18.6929,-0.0009197181,patient,patient,-18.6919802819
143,cooks,chef,nicely,Something cooks this chef nicely.,-11.5857725,-0.00023571757,patient,patient,-11.58553678243
144,cooks,cook,nicely,Something cooks this cook nicely.,-12.992058,-0.0004533485,patient,patient,-12.9916046515
145,cooks,baker,nicely,Something cooks this baker nicely.,-10.957891,-0.0002358368,patient,patient,-10.9576551632
146,cooks,caterer,nicely,Something cooks this caterer nicely.,-13.370115,-0.00028830176,patient,patient,-13.36982669824
147,cooks,mushroom,well,Something cooks this mushroom well.,-19.09812,-0.00094089686,patient,patient,-19.09717910314
148,cooks,pepper,well,Something cooks this pepper well.,-18.627478,-0.0010127309,patient,patient,-18.6264652691
149,cooks,fish,well,Something cooks this fish well.,-18.54467,-0.0009681036,patient,patient,-18.543701896399998
150,cooks,salmon,well,Something cooks this salmon well.,-18.505314,-0.00101106,patient,patient,-18.50430294
151,cooks,tuna,well,Something cooks this tuna well.,-17.566914,-0.0009494883,patient,patient,-17.5659645117
152,cooks,fillet,well,Something cooks this fillet well.,-19.096498,-0.0011806423,patient,patient,-19.0953173577
153,cooks,vegetable,well,Something cooks this vegetable well.,-18.774467,-0.00068039127,patient,patient,-18.773786608730003
154,cooks,herb,well,Something cooks this herb well.,-19.351007,-0.0008778965,patient,patient,-19.3501291035
155,cooks,meat,well,Something cooks this meat well.,-18.47292,-0.00091375294,patient,patient,-18.472006247059998
156,cooks,ingredient,well,Something cooks this ingredient well.,-18.340933,-0.0009226992,patient,patient,-18.3400103008
157,cooks,steak,well,Something cooks this steak well.,-19.246119,-0.0010047345,patient,patient,-19.2451142655
158,cooks,chef,well,Something cooks this chef well.,-15.250507,-0.00040427395,patient,patient,-15.25010272605
159,cooks,cook,well,Something cooks this cook well.,-12.744219,-0.00043963388,patient,patient,-12.74377936612
160,cooks,baker,well,Something cooks this baker well.,-15.856192,-0.0004681379,patient,patient,-15.8557238621
161,cooks,caterer,well,Something cooks this caterer well.,-13.303534,-0.00025407854,patient,patient,-13.303279921460001
162,cooks,mushroom,terribly,Something cooks this mushroom terribly.,-17.844032,-0.0009162564,patient,patient,-17.8431157436
163,cooks,pepper,terribly,Something cooks this pepper terribly.,-17.65,-0.0008420438,patient,patient,-17.6491579562
164,cooks,fish,terribly,Something cooks this fish terribly.,-17.125385,-0.00075632246,patient,patient,-17.124628677540002
165,cooks,salmon,terribly,Something cooks this salmon terribly.,-16.791378,-0.00091685425,patient,patient,-16.79046114575
166,cooks,tuna,terribly,Something cooks this tuna terribly.,-16.89111,-0.00078179466,patient,patient,-16.89032820534
167,cooks,fillet,terribly,Something cooks this fillet terribly.,-17.814104,-0.0010536597,patient,patient,-17.813050340300002
