noun,LL_agent,LL_patient,semantic role,predicted,LL_delta,subj_ratio,human_rating,human_rating_var
abstract,-1.0283203125,-1.1611328125,patient,agent,0.1328125,0.5061384467387379,0.18055555550000002,0.6830065359
actor,-0.734375,-1.65625,agent,agent,0.921875,0.7870054608959005,0.9166666667500001,0.4705882353
aircraft,-0.349609375,-1.599609375,patient,agent,1.25,0.5512745470387167,0.58333333325,1.176470588
album,-1.341796875,-0.458740234375,patient,patient,-0.883056640625,0.3446793627476697,0.26388888899999996,0.9967320261
animal,-1.02734375,-0.88623046875,patient,patient,-0.14111328125,0.6993929901941651,0.72222222225,1.281045752
announcer,-0.64111328125,-1.1640625,agent,agent,0.52294921875,0.9088548566583649,0.9444444445,0.1830065359
artisan,-0.8837890625,-1.0478515625,agent,agent,0.1640625,0.7392035988003999,0.8333333332499999,0.7058823529
artist,-0.89208984375,-1.220703125,agent,agent,0.32861328125,0.8388102441595283,0.9305555555,0.2124183007
author,-0.57275390625,-1.8544921875,agent,agent,1.28173828125,0.9103466492053656,0.888888889,0.4967320261
aviator,-0.327880859375,-1.546875,agent,agent,1.218994140625,0.6835275033180946,0.9444444445,0.1830065359
backpack,-0.76904296875,-0.80029296875,patient,agent,0.03125,0.0699400657020337,0.27777777775,0.8104575163
backpacker,-0.7021484375,-0.8896484375,agent,agent,0.1875,0.6902173913043478,0.8333333332499999,0.5882352941
bag,-0.77392578125,-0.91455078125,patient,agent,0.140625,0.14003512108607,0.23611111099999998,0.7614379085
baker,-0.71630859375,-0.93505859375,agent,agent,0.21875,0.8327493152398071,0.875,0.7352941176
barber,-1.24609375,-0.52734375,agent,patient,-0.71875,0.7248762775364598,0.9305555555,0.2124183007
basket,-0.97509765625,-0.61572265625,patient,patient,-0.359375,0.2088464198880839,0.19444444449999998,1.006535948
beard,-0.90185546875,-0.71435546875,patient,patient,-0.1875,0.3522682168119178,0.15277777775,0.4869281046
bedding,-1.2255859375,-0.50732421875,patient,patient,-0.71826171875,0.3901065107242925,0.15277777775,0.839869281
bike,-0.87060546875,-0.68310546875,patient,patient,-0.1875,0.1156069862966414,0.41666666674999997,1.411764706
blanket,-0.91845703125,-0.60595703125,patient,patient,-0.3125,0.154494679287436,0.18055555550000002,0.6830065359
blogger,-0.93212890625,-1.353515625,agent,agent,0.42138671875,0.8292682926829268,0.861111111,0.614379085
board,-0.91357421875,-0.72607421875,patient,patient,-0.1875,0.7414235775059675,0.18055555550000002,0.5653594771
book,-0.728515625,-0.884765625,patient,agent,0.15625,0.5020426434046468,0.29166666674999997,0.9705882353
bottle,-1.103515625,-0.55615234375,patient,patient,-0.54736328125,0.1436385818924487,0.18055555550000002,1.035947712
