id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,This toy sells easily.,-0.10449543,-2.4815934,patient,agent,2.37709797,patient
1,sells,book,easily,This book sells easily.,-0.053666696,-3.5795634,patient,agent,3.525896704,patient
2,sells,novel,easily,This novel sells easily.,-0.01822434,-5.063392,patient,agent,5.045167660000001,patient
3,sells,magazine,easily,This magazine sells easily.,-0.08524523,-2.7672234,patient,agent,2.6819781700000003,patient
4,sells,hat,easily,This hat sells easily.,-0.12333386,-2.3489158,patient,agent,2.22558194,patient
5,sells,lotion,easily,This lotion sells easily.,-0.2291101,-1.6795123,patient,agent,1.4504022,patient
6,sells,album,easily,This album sells easily.,-0.047827143,-3.403988,patient,agent,3.356160857,patient
7,sells,car,easily,This car sells easily.,-0.04649022,-3.6349442,patient,agent,3.58845398,patient
8,sells,suv,easily,This SUV sells easily.,-0.054023664,-3.390579,patient,agent,3.336555336,patient
9,sells,product,easily,This product sells easily.,-0.026835255,-4.708938,patient,agent,4.682102745,patient
10,sells,make,easily,This make sells easily.,-0.04499706,-3.5656784,patient,agent,3.52068134,patient
11,sells,item,easily,This item sells easily.,-0.022247842,-4.7689805,patient,agent,4.746732658,patient
12,sells,cd,easily,This CD sells easily.,-0.060676623,-3.2313983,patient,agent,3.170721677,patient
13,sells,drug,easily,This drug sells easily.,-0.055095967,-3.3204596,patient,agent,3.2653636329999998,patient
14,sells,snack,easily,This snack sells easily.,-0.21746469,-1.7839241,patient,agent,1.56645941,patient
15,sells,salesman,easily,This salesman sells easily.,-0.038137417,-3.8990393,agent,agent,3.860901883,patient
16,sells,saleswoman,easily,This saleswoman sells easily.,-0.095554434,-2.6703424,agent,agent,2.574787966,patient
17,sells,businessman,easily,This businessman sells easily.,-0.053492248,-3.6220794,agent,agent,3.568587152,patient
18,sells,businesswoman,easily,This businesswoman sells easily.,-0.17079404,-2.1295476,agent,agent,1.95875356,patient
19,sells,trader,easily,This trader sells easily.,-0.041939694,-3.7745082,agent,agent,3.7325685060000002,patient
20,sells,peddler,easily,This peddler sells easily.,-0.13438955,-2.213927,agent,agent,2.07953745,patient
21,sells,telemarketer,easily,This telemarketer sells easily.,-0.09457231,-2.7084398,agent,agent,2.6138674899999996,patient
22,sells,dealer,easily,This dealer sells easily.,-0.04374222,-3.9941435,agent,agent,3.95040128,patient
23,sells,shopkeeper,easily,This shopkeeper sells easily.,-0.21358697,-1.7714962,agent,agent,1.5579092300000001,patient
24,sells,toy,well,This toy sells well.,-0.13931188,-2.1590729,patient,agent,2.01976102,patient
25,sells,book,well,This book sells well.,-0.06673823,-3.2387905,patient,agent,3.17205227,patient
26,sells,novel,well,This novel sells well.,-0.01989768,-4.844617,patient,agent,4.824719320000001,patient
27,sells,magazine,well,This magazine sells well.,-0.08128305,-2.81901,patient,agent,2.73772695,patient
28,sells,hat,well,This hat sells well.,-0.22925808,-1.6833224,patient,agent,1.45406432,patient
29,sells,lotion,well,This lotion sells well.,-0.41657576,-1.1268811,patient,agent,0.7103053400000001,patient
30,sells,album,well,This album sells well.,-0.039116886,-3.6873748,patient,agent,3.648257914,patient
31,sells,car,well,This car sells well.,-0.044484567,-3.6936276,patient,agent,3.649143033,patient
32,sells,suv,well,This SUV sells well.,-0.07844802,-2.8999133,patient,agent,2.82146528,patient
33,sells,product,well,This product sells well.,-0.02856803,-4.593053,patient,agent,4.5644849700000005,patient
34,sells,make,well,This make sells well.,-0.05970929,-3.1247928,patient,agent,3.06508351,patient
35,sells,item,well,This item sells well.,-0.025391867,-4.3513317,patient,agent,4.3259398330000005,patient
36,sells,cd,well,This CD sells well.,-0.06091668,-3.2064595,patient,agent,3.1455428199999997,patient
37,sells,drug,well,This drug sells well.,-0.045124885,-3.5589395,patient,agent,3.5138146150000003,patient
38,sells,snack,well,This snack sells well.,-0.2712666,-1.5529476,patient,agent,1.2816809999999998,patient
39,sells,salesman,well,This salesman sells well.,-0.046244297,-3.5216496,agent,agent,3.475405303,patient
40,sells,saleswoman,well,This saleswoman sells well.,-0.10336832,-2.596376,agent,agent,2.49300768,patient
41,sells,businessman,well,This businessman sells well.,-0.07310893,-3.2927523,agent,agent,3.21964337,patient
42,sells,businesswoman,well,This businesswoman sells well.,-0.18674804,-2.0988297,agent,agent,1.9120816600000001,patient
43,sells,trader,well,This trader sells well.,-0.06836222,-3.138251,agent,agent,3.06988878,patient
44,sells,peddler,well,This peddler sells well.,-0.35258254,-1.2673451,agent,agent,0.91476256,patient
45,sells,telemarketer,well,This telemarketer sells well.,-0.10551994,-2.6035697,agent,agent,2.49804976,patient
46,sells,dealer,well,This dealer sells well.,-0.06976,-3.2849815,agent,agent,3.2152215,patient
47,sells,shopkeeper,well,This shopkeeper sells well.,-0.2350492,-1.6902645,agent,agent,1.4552153,patient
48,sells,toy,quickly,This toy sells quickly.,-0.20956029,-1.7813568,patient,agent,1.57179651,patient
49,sells,book,quickly,This book sells quickly.,-0.07187159,-3.1998477,patient,agent,3.1279761099999996,patient
50,sells,novel,quickly,This novel sells quickly.,-0.027851254,-4.3611574,patient,agent,4.333306146,patient
51,sells,magazine,quickly,This magazine sells quickly.,-0.1395232,-2.2379425,patient,agent,2.0984192999999998,patient
52,sells,hat,quickly,This hat sells quickly.,-0.20556355,-1.8384228,patient,agent,1.63285925,patient
53,sells,lotion,quickly,This lotion sells quickly.,-0.51378554,-0.9575007,patient,agent,0.44371516,patient
54,sells,album,quickly,This album sells quickly.,-0.06757075,-3.0514047,patient,agent,2.98383395,patient
55,sells,car,quickly,This car sells quickly.,-0.06390959,-3.2357275,patient,agent,3.1718179099999997,patient
56,sells,suv,quickly,This SUV sells quickly.,-0.083803795,-2.890079,patient,agent,2.806275205,patient
57,sells,product,quickly,This product sells quickly.,-0.036424138,-4.264728,patient,agent,4.228303862,patient
58,sells,make,quickly,This make sells quickly.,-0.07050273,-3.0236905,patient,agent,2.95318777,patient
59,sells,item,quickly,This item sells quickly.,-0.029815184,-4.2405524,patient,agent,4.210737216,patient
60,sells,cd,quickly,This CD sells quickly.,-0.09031096,-2.7578592,patient,agent,2.66754824,patient
61,sells,drug,quickly,This drug sells quickly.,-0.06361367,-3.166512,patient,agent,3.10289833,patient
62,sells,snack,quickly,This snack sells quickly.,-0.45240003,-1.1021707,patient,agent,0.6497706700000001,patient
63,sells,salesman,quickly,This salesman sells quickly.,-0.044169545,-3.75505,agent,agent,3.7108804550000003,patient
64,sells,saleswoman,quickly,This saleswoman sells quickly.,-0.085350186,-2.9034395,agent,agent,2.8180893140000003,patient
65,sells,businessman,quickly,This businessman sells quickly.,-0.07987729,-3.2008975,agent,agent,3.1210202099999997,patient
66,sells,businesswoman,quickly,This businesswoman sells quickly.,-0.24338348,-1.7875309,agent,agent,1.5441474199999998,patient
67,sells,trader,quickly,This trader sells quickly.,-0.08650993,-2.8999474,agent,agent,2.8134374699999998,patient
68,sells,peddler,quickly,This peddler sells quickly.,-0.3143985,-1.3960005,agent,agent,1.081602,patient
69,sells,telemarketer,quickly,This telemarketer sells quickly.,-0.15282187,-2.1852543,agent,agent,2.03243243,patient
70,sells,dealer,quickly,This dealer sells quickly.,-0.07608598,-3.3838863,agent,agent,3.30780032,patient
