id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,This toy sells easily.,-0.05242919921875,-3.083984375,patient,agent,3.03155517578125,patient
1,sells,book,easily,This book sells easily.,-0.08343505859375,-2.615234375,patient,agent,2.53179931640625,patient
2,sells,novel,easily,This novel sells easily.,-0.091552734375,-2.513671875,patient,agent,2.422119140625,patient
3,sells,magazine,easily,This magazine sells easily.,-0.062469482421875,-2.90625,patient,agent,2.843780517578125,patient
4,sells,hat,easily,This hat sells easily.,-0.06744384765625,-2.818359375,patient,agent,2.75091552734375,patient
5,sells,lotion,easily,This lotion sells easily.,-0.10546875,-2.37109375,patient,agent,2.265625,patient
6,sells,album,easily,This album sells easily.,-0.0731201171875,-2.744140625,patient,agent,2.6710205078125,patient
7,sells,car,easily,This car sells easily.,-0.091064453125,-2.513671875,patient,agent,2.422607421875,patient
8,sells,suv,easily,This SUV sells easily.,-0.09332275390625,-2.53125,patient,agent,2.43792724609375,patient
9,sells,product,easily,This product sells easily.,-0.1112060546875,-2.330078125,patient,agent,2.2188720703125,patient
10,sells,make,easily,This make sells easily.,-0.07867431640625,-2.65625,patient,agent,2.57757568359375,patient
11,sells,item,easily,This item sells easily.,-0.056182861328125,-3.087890625,patient,agent,3.031707763671875,patient
12,sells,cd,easily,This CD sells easily.,-0.10443115234375,-2.447265625,patient,agent,2.34283447265625,patient
13,sells,drug,easily,This drug sells easily.,-0.14404296875,-2.06640625,patient,agent,1.92236328125,patient
14,sells,snack,easily,This snack sells easily.,-0.0745849609375,-2.69921875,patient,agent,2.6246337890625,patient
15,sells,salesman,easily,This salesman sells easily.,-0.10235595703125,-2.3828125,agent,agent,2.28045654296875,patient
16,sells,saleswoman,easily,This saleswoman sells easily.,-0.08184814453125,-2.61328125,agent,agent,2.53143310546875,patient
17,sells,businessman,easily,This businessman sells easily.,-0.110595703125,-2.314453125,agent,agent,2.203857421875,patient
18,sells,businesswoman,easily,This businesswoman sells easily.,-0.0872802734375,-2.556640625,agent,agent,2.4693603515625,patient
19,sells,trader,easily,This trader sells easily.,-0.11004638671875,-2.3125,agent,agent,2.20245361328125,patient
20,sells,peddler,easily,This peddler sells easily.,-0.1370849609375,-2.10546875,agent,agent,1.9683837890625,patient
21,sells,telemarketer,easily,This telemarketer sells easily.,-0.1527099609375,-2.02734375,agent,agent,1.8746337890625,patient
22,sells,dealer,easily,This dealer sells easily.,-0.099365234375,-2.412109375,agent,agent,2.312744140625,patient
23,sells,shopkeeper,easily,This shopkeeper sells easily.,-0.13818359375,-2.107421875,agent,agent,1.96923828125,patient
24,sells,toy,well,This toy sells well.,-0.056304931640625,-3.009765625,patient,agent,2.953460693359375,patient
25,sells,book,well,This book sells well.,-0.0921630859375,-2.513671875,patient,agent,2.4215087890625,patient
26,sells,novel,well,This novel sells well.,-0.09588623046875,-2.470703125,patient,agent,2.37481689453125,patient
27,sells,magazine,well,This magazine sells well.,-0.07012939453125,-2.7890625,patient,agent,2.71893310546875,patient
28,sells,hat,well,This hat sells well.,-0.07244873046875,-2.744140625,patient,agent,2.67169189453125,patient
29,sells,lotion,well,This lotion sells well.,-0.12152099609375,-2.23046875,patient,agent,2.10894775390625,patient
30,sells,album,well,This album sells well.,-0.0809326171875,-2.642578125,patient,agent,2.5616455078125,patient
31,sells,car,well,This car sells well.,-0.087158203125,-2.556640625,patient,agent,2.469482421875,patient
32,sells,suv,well,This SUV sells well.,-0.091796875,-2.544921875,patient,agent,2.453125,patient
33,sells,product,well,This product sells well.,-0.128173828125,-2.19140625,patient,agent,2.063232421875,patient
34,sells,make,well,This make sells well.,-0.08087158203125,-2.626953125,patient,agent,2.54608154296875,patient
35,sells,item,well,This item sells well.,-0.061767578125,-2.96875,patient,agent,2.906982421875,patient
36,sells,cd,well,This CD sells well.,-0.1102294921875,-2.390625,patient,agent,2.2803955078125,patient
37,sells,drug,well,This drug sells well.,-0.14599609375,-2.052734375,patient,agent,1.90673828125,patient
38,sells,snack,well,This snack sells well.,-0.087646484375,-2.541015625,patient,agent,2.453369140625,patient
39,sells,salesman,well,This salesman sells well.,-0.11358642578125,-2.28515625,agent,agent,2.17156982421875,patient
40,sells,saleswoman,well,This saleswoman sells well.,-0.08221435546875,-2.61328125,agent,agent,2.53106689453125,patient
41,sells,businessman,well,This businessman sells well.,-0.117431640625,-2.2578125,agent,agent,2.140380859375,patient
42,sells,businesswoman,well,This businesswoman sells well.,-0.09271240234375,-2.498046875,agent,agent,2.40533447265625,patient
43,sells,trader,well,This trader sells well.,-0.11175537109375,-2.298828125,agent,agent,2.18707275390625,patient
44,sells,peddler,well,This peddler sells well.,-0.143310546875,-2.064453125,agent,agent,1.921142578125,patient
45,sells,telemarketer,well,This telemarketer sells well.,-0.1617431640625,-1.974609375,agent,agent,1.8128662109375,patient
46,sells,dealer,well,This dealer sells well.,-0.09661865234375,-2.439453125,agent,agent,2.34283447265625,patient
47,sells,shopkeeper,well,This shopkeeper sells well.,-0.1466064453125,-2.052734375,agent,agent,1.9061279296875,patient
48,sells,toy,quickly,This toy sells quickly.,-0.044708251953125,-3.248046875,patient,agent,3.203338623046875,agent
49,sells,book,quickly,This book sells quickly.,-0.08087158203125,-2.642578125,patient,agent,2.56170654296875,patient
50,sells,novel,quickly,This novel sells quickly.,-0.08404541015625,-2.599609375,patient,agent,2.51556396484375,patient
51,sells,magazine,quickly,This magazine sells quickly.,-0.05560302734375,-3.0234375,patient,agent,2.96783447265625,patient
52,sells,hat,quickly,This hat sells quickly.,-0.06072998046875,-2.919921875,patient,agent,2.85919189453125,patient
53,sells,lotion,quickly,This lotion sells quickly.,-0.092529296875,-2.498046875,patient,agent,2.405517578125,patient
54,sells,album,quickly,This album sells quickly.,-0.06427001953125,-2.876953125,patient,agent,2.81268310546875,patient
55,sells,car,quickly,This car sells quickly.,-0.07989501953125,-2.642578125,patient,agent,2.56268310546875,patient
56,sells,suv,quickly,This SUV sells quickly.,-0.07879638671875,-2.703125,patient,agent,2.62432861328125,patient
57,sells,product,quickly,This product sells quickly.,-0.11090087890625,-2.330078125,patient,agent,2.21917724609375,patient
58,sells,make,quickly,This make sells quickly.,-0.06494140625,-2.845703125,patient,agent,2.78076171875,patient
59,sells,item,quickly,This item sells quickly.,-0.05133056640625,-3.16015625,patient,agent,3.10882568359375,patient
