noun,num_counts,accuracy,overlap,avg_LL_delta
abstract,2,1.0,1.0,-1.9181338
actor,1,0.0,1.0,-1.35586727
aircraft,3,1.0,1.0,-2.20015383
album,3,1.0,1.0,-1.8750538866666666
animal,2,1.0,1.0,-2.2532958675000003
announcer,2,0.0,1.0,-1.49338036
artisan,4,0.0,0.0,-1.30104888
artist,4,0.0,0.0,-1.6074337975000001
author,2,0.0,1.0,-1.55935476
aviator,3,0.0,0.0,-1.34878021
backpack,2,1.0,1.0,-2.4727411230000005
backpacker,2,0.0,1.0,-1.96781342
bag,2,1.0,1.0,-2.6645592750000002
baker,6,0.0,1.0,-2.1321391333333337
barber,7,0.0,1.0,-1.6579758314285713
basket,2,1.0,1.0,-2.8667972275
beard,3,1.0,1.0,-2.338971328
bedding,5,1.0,1.0,-2.1671031199999997
bike,4,1.0,1.0,-2.2374801627500003
blanket,2,1.0,1.0,-2.866734265
blogger,2,0.0,1.0,-1.8614969000000001
board,4,1.0,1.0,-1.8730837624999999
book,3,1.0,1.0,-1.7840168966666667
bottle,2,1.0,1.0,-2.588402575
bowl,2,1.0,1.0,-2.905964532
bread,3,1.0,1.0,-2.440527683333334
broadcaster,2,0.0,1.0,-2.205843773
building,2,1.0,1.0,-1.800816805
bus,3,1.0,1.0,-2.04595319
busboy,5,0.0,1.0,-1.9739157740000004
businessman,3,0.0,1.0,-1.3796554066666669
businesswoman,3,0.0,0.0,-1.5919011699999999
butcher,4,0.0,1.0,-2.054207705
cake,3,1.0,1.0,-2.5453542866666665
cameraman,2,0.0,1.0,-1.772205385
camper,2,0.0,1.0,-2.0153665
canvas,4,1.0,1.0,-2.53828428875
captain,3,0.0,1.0,-1.0409876333333334
car,12,1.0,1.0,-2.066730970833333
cardboard,4,1.0,1.0,-2.1803028865000003
carpet,3,1.0,1.0,-2.298441413333333
carver,7,0.0,1.0,-1.9226526657142855
caterer,3,0.0,0.0,-1.944351743333333
cd,3,1.0,1.0,-2.1120292666666667
cellist,2,0.0,1.0,-2.02504832
cello,2,1.0,1.0,-2.54659828
chauffeur,3,0.0,0.0,-1.4052199666666667
chef,10,0.0,1.0,-1.694120126
choreography,1,1.0,0.0,-1.99725918
clarinet,2,1.0,1.0,-2.52064877
clarinetist,2,0.0,1.0,-1.9409427800000003
