verb,num_agents,num_patients,agent_acc,patient_acc,overall_acc,agent_avg_LL_delta,patient_avg_LL_delta
bakes,18,24,0.5555555555555556,0.3333333333333333,0.42857142857142855,0.08565470499999996,0.23582135875000002
carves,20,28,1.0,0.14285714285714285,0.5,1.7512393604,1.346336541321428
cleans,21,33,1.0,0.0,0.3888888888888889,1.8672611466190479,2.411326846333334
cooks,12,33,0.75,0.15151515151515152,0.3111111111111111,1.1596299341666667,1.6412260399393939
cuts,16,24,0.875,0.16666666666666666,0.45,1.6131439988124998,1.4367020990416666
drives,9,27,1.0,0.0,0.25,3.4302894963333332,3.8525434454074077
embroiders,12,16,0.5,0.375,0.42857142857142855,-0.31817863299999993,0.6135427178749999
flies,12,12,1.0,0.0,0.5,3.516887461916667,3.625273674916667
knits,20,15,0.4,0.2,0.3142857142857143,-0.09061654599999996,0.7572680353333332
packs,16,24,0.9375,0.08333333333333333,0.425,0.9499187343750001,1.4543420183333335
paints,20,28,0.7,0.21428571428571427,0.4166666666666667,1.0685675736999998,1.3384110088928571
performs,7,6,1.0,0.0,0.5384615384615384,3.631354905,4.722558307
photographs,4,14,1.0,0.0,0.2222222222222222,1.9540463250000002,1.6768184311428571
plays,14,12,1.0,0.0,0.5384615384615384,2.138736893857143,2.5153451182499995
reads,14,20,1.0,0.0,0.4117647058823529,1.7764988489285716,4.381923137599999
sculpts,15,15,1.0,0.0,0.5,1.0066186713333334,0.9352076100000003
sells,27,45,1.0,0.0,0.375,2.594505209222222,2.965685424533334
sews,12,8,0.75,0.125,0.5,0.37712147033333315,2.629184931375
shaves,6,9,1.0,0.5555555555555556,0.7333333333333333,0.5151491033333333,-0.3164525455555556
stitches,20,28,0.75,0.21428571428571427,0.4375,0.6326251936999999,1.2338486851785715
turns,16,28,1.0,0.0,0.36363636363636365,3.174451335875,2.7066674379642857
washes,8,18,1.0,0.0,0.3076923076923077,2.58600727225,3.0875814310000003
writes,24,10,0.9583333333333334,0.0,0.6764705882352942,2.293575900458333,3.9603604938999992
