noun,avg_LL_delta
abstract,-0.40625
actor,0.09375
aircraft,-0.46875
album,-0.71875
animal,-0.749755859375
announcer,-1.125
artisan,0.0
artist,-0.28125
author,-0.15625
aviator,-0.1875
backpack,-0.3125
backpacker,-0.15625
bag,-0.0625
baker,0.28125
barber,-0.0625
basket,-0.3125
beard,-0.56298828125
bedding,-0.40625
bike,-0.6875
blanket,-0.53076171875
blogger,-0.62548828125
board,-0.65625
book,-0.125
bottle,-0.375
bowl,-0.74951171875
bread,0.0
broadcaster,-0.3125
building,0.125
bus,-0.34375
busboy,0.03125
businessman,-0.15625
businesswoman,0.09375
butcher,0.125
cake,-0.09375
cameraman,-0.3125
camper,0.40625
canvas,-0.8125
captain,0.125
car,-0.21875
cardboard,-0.96875
carpet,-0.46875
carver,-0.59375
caterer,-0.375
cd,-0.812255859375
cellist,-0.3125
cello,-0.593505859375
chauffeur,-0.3125
chef,-0.09375
choreography,-0.28125
clarinet,-0.25
clarinetist,-0.125
clay,-0.46875
cleaner,0.375
clerk,0.40625
cloth,-0.28125
coat,-0.25
code,-0.49951171875
comedian,-0.50048828125
concerto,-0.40625
confectioner,-0.125
container,-0.25
convertible,-0.375
cook,-0.125
cotton,-0.53125
countertop,-0.375
crate,-0.34375
cushion,-0.531005859375
cut,-0.15625
dancer,-0.3125
dealer,0.25
dish,-0.40625
doctor,-0.28125
dough,-0.49951171875
dressmaker,-0.125
driver,-0.62548828125
drug,-0.5625
drummer,-0.874755859375
duffle,-0.125
essay,-0.1875
essayist,-0.40625
fabric,-0.34375
fillet,-0.46826171875
fish,-0.781005859375
floor,-0.812255859375
flute,-0.53125
flutist,-0.812255859375
food,-0.6875
gem,-0.593994140625
glass,-0.53125
hairdresser,-0.15625
handle,-0.6875
hat,-0.5
herb,-0.71875
hiker,-0.84375
housekeeper,-0.1875
ice,-0.624755859375
illustrator,-0.593505859375
ingredient,-0.25
instrument,-0.5
item,-0.0625
jacket,-0.03125
janitor,0.0625
jet,-0.562255859375
jeweler,-0.28125
jewelry,-0.40625
journalist,-0.31201171875
kite,-0.50048828125
knob,-0.40625
lady,-0.34375
lake,-0.75
landscape,-0.46923828125
letter,-0.3125
line,-0.71875
lotion,-0.125
lunchbox,-0.28125
machine,-0.21875
magazine,-0.3125
maid,0.3125
make,-0.1875
man,-0.09375
marble,-0.96875
mason,-0.125
material,-0.46923828125
meat,-0.375
mirror,-0.624755859375
model,-0.4375
motorcycle,-0.812255859375
motorist,-0.28125
mountain,-0.843505859375
mover,-1.09423828125
mushroom,-1.21875
musician,-0.718994140625
narrator,-0.46875
notetaker,-0.56298828125
novel,-0.34375
novelist,-0.34375
orator,0.0
packaging,-0.5
painter,-0.34375
panel,-0.28125
paper,-0.78125
passage,-0.687255859375
pastry,-0.40625
patissier,-0.53125
pattern,-0.4375
peddler,-0.625
pepper,-0.74951171875
person,-0.125
photographer,-0.74951171875
pianist,-0.562255859375
piano,-0.40625
pie,-0.59375
pilot,-0.562744140625
pizza,-0.531494140625
plane,-0.62451171875
poem,-0.34375
poet,-0.40625
portraitist,-0.4375
pot,-0.625
potato,-0.75
potter,-0.59375
product,-0.125
professor,-0.40673828125
proposal,-0.28125
pumpkin,-0.81201171875
quilt,-0.28125
racer,-0.71875
report,-0.1875
roadtripper,-0.375
routine,-1.24951171875
salesman,0.875244140625
saleswoman,0.96875
salmon,-0.624755859375
scene,0.28125
screw,-0.78125
scribe,-0.25
script,-0.3125
sculptor,-0.56201171875
seamster,-0.125
seamstress,-0.28125
section,0.3125
shirt,-0.09375
shopkeeper,0.0625
sideburn,-1.0625
silk,-0.4375
silverware,-0.593505859375
singer,-0.125
snack,-0.40625
soloist,-0.4375
sonata,-0.59423828125
song,-0.3125
steak,-0.40625
stone,-0.937744140625
stubble,-0.53076171875
student,-0.03125
suitcase,0.0625
surface,-0.999755859375
surgeon,-0.46875
suv,-0.937255859375
tailor,-0.3125
tank,-0.5625
teacher,0.0
telemarketer,0.03125
tent,-0.0625
thread,-0.812255859375
toy,-0.875
tractor,-0.34375
trader,0.03125
traveller,0.0
truck,-0.4375
tub,-0.593994140625
tuna,-0.96875
turkey,-0.1875
upholsterer,-0.03125
valve,-0.906494140625
van,-0.375
vegetable,-1.218994140625
vehicle,-0.53125
verse,-0.53125
view,-0.50048828125
violin,-0.65576171875
violinist,-0.53076171875
waiter,-0.43798828125
waitress,-0.40625
wall,-0.656005859375
window,-0.3125
windshield,-0.59423828125
woman,0.0625
wood,-0.812744140625
wool,-0.28125
worker,0.46875
wound,-0.1875
yarn,-0.937744140625
