id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,This toy sells easily.,-1.3841841,-0.3130781,patient,patient,-1.071106,patient
1,sells,book,easily,This book sells easily.,-1.0614634,-0.45291048,patient,patient,-0.60855292,agent
2,sells,novel,easily,This novel sells easily.,-1.195705,-0.38816416,patient,patient,-0.80754084,agent
3,sells,magazine,easily,This magazine sells easily.,-1.3213981,-0.33489877,patient,patient,-0.9864993299999999,patient
4,sells,hat,easily,This hat sells easily.,-1.1161692,-0.4231494,patient,patient,-0.6930198000000001,agent
5,sells,lotion,easily,This lotion sells easily.,-1.1185634,-0.42470804,patient,patient,-0.6938553599999999,agent
6,sells,album,easily,This album sells easily.,-1.2492578,-0.36300433,patient,patient,-0.8862534700000001,agent
7,sells,car,easily,This car sells easily.,-1.3464386,-0.32387093,patient,patient,-1.02256767,patient
8,sells,suv,easily,This SUV sells easily.,-1.4276738,-0.30862674,patient,patient,-1.11904706,patient
9,sells,product,easily,This product sells easily.,-1.3216391,-0.33332542,patient,patient,-0.9883136800000001,patient
10,sells,make,easily,This make sells easily.,-1.1562608,-0.41062853,patient,patient,-0.7456322700000001,agent
11,sells,item,easily,This item sells easily.,-1.146102,-0.41287884,patient,patient,-0.7332231599999999,agent
12,sells,cd,easily,This CD sells easily.,-1.4003508,-0.3106978,patient,patient,-1.089653,patient
13,sells,drug,easily,This drug sells easily.,-1.2864419,-0.349228,patient,patient,-0.9372139,patient
14,sells,snack,easily,This snack sells easily.,-1.6090236,-0.24912782,patient,patient,-1.35989578,patient
15,sells,salesman,easily,This salesman sells easily.,-1.1590624,-0.40648356,agent,patient,-0.75257884,agent
16,sells,saleswoman,easily,This saleswoman sells easily.,-1.2270286,-0.3791015,agent,patient,-0.8479270999999999,agent
17,sells,businessman,easily,This businessman sells easily.,-1.4956275,-0.27598107,agent,patient,-1.21964643,patient
18,sells,businesswoman,easily,This businesswoman sells easily.,-1.2393464,-0.3727521,agent,patient,-0.8665943,agent
19,sells,trader,easily,This trader sells easily.,-1.4919372,-0.2808356,agent,patient,-1.2111016,patient
20,sells,peddler,easily,This peddler sells easily.,-1.8073835,-0.20252147,agent,patient,-1.60486203,patient
21,sells,telemarketer,easily,This telemarketer sells easily.,-1.1373951,-0.4223319,agent,patient,-0.7150632,agent
22,sells,dealer,easily,This dealer sells easily.,-1.467223,-0.284524,agent,patient,-1.182699,patient
23,sells,shopkeeper,easily,This shopkeeper sells easily.,-1.4158965,-0.30919006,agent,patient,-1.10670644,patient
24,sells,toy,well,This toy sells well.,-1.2932085,-0.34692132,patient,patient,-0.94628718,patient
25,sells,book,well,This book sells well.,-0.94263077,-0.52443886,patient,patient,-0.41819191,agent
26,sells,novel,well,This novel sells well.,-1.1138009,-0.4256742,patient,patient,-0.6881267,agent
