id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,This toy sells something easily.,-1.0725387,-0.45092997,agent,patient,-0.6216087299999999,agent
1,sells,book,easily,This book sells something easily.,-0.7241846,-0.7320639,agent,agent,0.007879300000000033,agent
2,sells,novel,easily,This novel sells something easily.,-0.74358964,-0.6958219,agent,patient,-0.04776774000000006,agent
3,sells,magazine,easily,This magazine sells something easily.,-0.93007255,-0.5573779,agent,patient,-0.37269465,agent
4,sells,hat,easily,This hat sells something easily.,-0.5619784,-0.92642695,agent,agent,0.36444855,agent
5,sells,lotion,easily,This lotion sells something easily.,-0.78242314,-0.6641332,agent,patient,-0.11828994000000004,agent
6,sells,album,easily,This album sells something easily.,-0.62437433,-0.834135,agent,agent,0.20976066999999998,agent
7,sells,car,easily,This car sells something easily.,-0.5991223,-0.8643467,agent,agent,0.2652244,agent
8,sells,suv,easily,This SUV sells something easily.,-0.45024595,-1.1141502,agent,agent,0.6639042500000001,agent
9,sells,product,easily,This product sells something easily.,-0.93734026,-0.5470453,agent,patient,-0.3902949600000001,agent
10,sells,make,easily,This make sells something easily.,-0.67861044,-0.76404834,agent,agent,0.08543789999999996,agent
11,sells,item,easily,This item sells something easily.,-0.7305362,-0.71637213,agent,patient,-0.014164069999999973,agent
12,sells,cd,easily,This CD sells something easily.,-0.6087266,-0.8682082,agent,agent,0.2594816,agent
13,sells,drug,easily,This drug sells something easily.,-0.891165,-0.5735419,agent,patient,-0.31762309999999994,agent
14,sells,snack,easily,This snack sells something easily.,-0.83046615,-0.62510943,agent,patient,-0.20535672000000005,agent
15,sells,salesman,easily,This salesman sells something easily.,-0.4494529,-1.1184572,agent,agent,0.6690042999999999,agent
16,sells,saleswoman,easily,This saleswoman sells something easily.,-0.5925767,-0.88937163,agent,agent,0.29679493,agent
17,sells,businessman,easily,This businessman sells something easily.,-0.422094,-1.2021883,agent,agent,0.7800943,agent
18,sells,businesswoman,easily,This businesswoman sells something easily.,-0.56445986,-0.93390375,agent,agent,0.36944389,agent
19,sells,trader,easily,This trader sells something easily.,-0.49259958,-1.0324974,agent,agent,0.53989782,agent
20,sells,peddler,easily,This peddler sells something easily.,-0.6764582,-0.8097379,agent,agent,0.1332797,agent
21,sells,telemarketer,easily,This telemarketer sells something easily.,-0.5133826,-1.0031935,agent,agent,0.48981090000000005,agent
22,sells,dealer,easily,This dealer sells something easily.,-0.56151265,-0.94649005,agent,agent,0.3849774,agent
23,sells,shopkeeper,easily,This shopkeeper sells something easily.,-0.6298454,-0.83248013,agent,agent,0.20263472999999999,agent
24,sells,toy,well,This toy sells something well.,-1.1115502,-0.42847916,agent,patient,-0.68307104,agent
25,sells,book,well,This book sells something well.,-0.73924744,-0.7146807,agent,patient,-0.02456674000000003,agent
26,sells,novel,well,This novel sells something well.,-0.79640037,-0.64714265,agent,patient,-0.14925771999999993,agent
27,sells,magazine,well,This magazine sells something well.,-0.9422672,-0.5342128,agent,patient,-0.40805439999999993,agent
28,sells,hat,well,This hat sells something well.,-0.6402415,-0.8201808,agent,agent,0.17993930000000002,agent
29,sells,lotion,well,This lotion sells something well.,-0.8066187,-0.6414175,agent,patient,-0.16520120000000005,agent
30,sells,album,well,This album sells something well.,-0.64063615,-0.81297654,agent,agent,0.17234039,agent
