noun,num_counts,accuracy,overlap,avg_LL_delta
abstract,2,1.0,0.0,-2.2171556025
actor,1,1.0,1.0,7.879047061
aircraft,3,0.0,1.0,5.7401747641666665
album,3,0.0,0.0,2.505979169333333
animal,2,0.0,0.0,1.8960308170000002
announcer,2,1.0,1.0,9.3957668487
artisan,4,1.0,1.0,8.7470920001
artist,4,1.0,1.0,6.7165640262
author,2,1.0,1.0,9.38603417035
aviator,3,1.0,1.0,7.347841161333332
backpack,2,0.5,0.5,0.78573693
backpacker,2,1.0,0.0,1.64220452
bag,2,0.0,0.0,0.969231855
baker,6,1.0,1.0,4.425256963816667
barber,7,1.0,1.0,9.338817305771428
basket,2,0.0,0.0,1.0036801
beard,3,0.0,0.0,4.608746995333333
bedding,5,0.4,0.6,0.839321108
bike,4,0.25,0.25,0.2561867475
blanket,2,0.5,0.5,-0.49212106499999997
blogger,2,1.0,1.0,8.60065102055
board,4,0.0,1.0,5.348241775750001
book,3,0.0,0.0,3.636830368
bottle,2,0.0,1.0,0.8755655849999999
bowl,2,0.5,0.5,-0.383980985
bread,3,1.0,1.0,-0.4985815866666666
broadcaster,2,1.0,1.0,6.8091206384
building,2,0.0,0.0,3.168775101
bus,3,0.0,0.0,5.082029295533333
busboy,5,1.0,1.0,6.67653128398
businessman,3,1.0,1.0,10.419057306433332
businesswoman,3,1.0,1.0,9.835968400266665
butcher,4,1.0,1.0,8.8182510912
cake,3,1.0,1.0,-1.0891659999999999
cameraman,2,1.0,1.0,11.24058859235
camper,2,0.5,0.5,-0.07268792000000002
canvas,4,0.25,0.75,1.5275328620000002
captain,3,1.0,1.0,8.607548025333331
car,12,0.08333333333333333,0.08333333333333333,2.888938150416667
cardboard,4,0.0,1.0,3.34554050575
carpet,3,0.0,0.0,3.0045388013333336
carver,7,1.0,1.0,9.272265929071429
caterer,3,1.0,1.0,4.111526255666667
cd,3,0.0,1.0,2.5086533699999998
cellist,2,1.0,1.0,4.3151154387
cello,2,0.0,0.0,2.4797777965
chauffeur,3,1.0,1.0,10.090091354833332
chef,10,1.0,1.0,6.970801659840001
choreography,1,0.0,1.0,2.57169757
clarinet,2,0.0,1.0,3.0792874425
clarinetist,2,1.0,1.0,7.94065511275
clay,6,0.16666666666666666,0.8333333333333334,1.1387227565
cleaner,5,1.0,1.0,8.77919764124
clerk,2,1.0,0.0,5.780351990450001
cloth,8,0.25,0.75,0.8334359039999999
coat,2,0.0,0.0,1.472851295
code,2,0.0,0.0,7.29309489585
comedian,1,1.0,1.0,7.855461638
concerto,1,0.0,1.0,2.00977788
confectioner,3,1.0,1.0,1.7073766433333333
container,2,0.0,1.0,2.380493792
convertible,3,0.0,1.0,3.9674183393333333
cook,6,1.0,1.0,3.0915787179166667
cotton,4,0.25,0.25,0.9250456024999999
countertop,3,0.0,1.0,3.579691141
crate,2,0.0,1.0,1.18722299
cushion,4,0.5,0.5,-0.422419565
