id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,This toy sells something easily.,-1.2245711,-0.3776949,agent,patient,-0.8468761999999999,agent
1,sells,book,easily,This book sells something easily.,-0.89599746,-0.56590414,agent,patient,-0.33009332,agent
2,sells,novel,easily,This novel sells something easily.,-1.0725805,-0.45447755,agent,patient,-0.6181029499999999,agent
3,sells,magazine,easily,This magazine sells something easily.,-1.1179085,-0.42694864,agent,patient,-0.69095986,agent
4,sells,hat,easily,This hat sells something easily.,-0.9392147,-0.5311814,agent,patient,-0.40803329999999993,agent
5,sells,lotion,easily,This lotion sells something easily.,-0.94796526,-0.5258537,agent,patient,-0.42211156000000005,agent
6,sells,album,easily,This album sells something easily.,-1.139356,-0.41751033,agent,patient,-0.72184567,agent
7,sells,car,easily,This car sells something easily.,-1.289248,-0.35170418,agent,patient,-0.9375438199999999,agent
8,sells,suv,easily,This SUV sells something easily.,-1.2820294,-0.36943564,agent,patient,-0.91259376,agent
9,sells,product,easily,This product sells something easily.,-1.0959399,-0.44236967,agent,patient,-0.6535702300000001,agent
10,sells,make,easily,This make sells something easily.,-0.9086219,-0.56590945,agent,patient,-0.34271244999999995,agent
11,sells,item,easily,This item sells something easily.,-1.1800725,-0.41084838,agent,patient,-0.7692241200000001,agent
12,sells,cd,easily,This CD sells something easily.,-1.2846261,-0.35850358,agent,patient,-0.9261225200000001,agent
13,sells,drug,easily,This drug sells something easily.,-1.1805564,-0.3994837,agent,patient,-0.7810727,agent
14,sells,snack,easily,This snack sells something easily.,-1.4726071,-0.29206327,agent,patient,-1.18054383,agent
15,sells,salesman,easily,This salesman sells something easily.,-1.1310006,-0.4279043,agent,patient,-0.7030962999999999,agent
16,sells,saleswoman,easily,This saleswoman sells something easily.,-1.3252386,-0.34229776,agent,patient,-0.98294084,agent
17,sells,businessman,easily,This businessman sells something easily.,-1.5910441,-0.2503228,agent,patient,-1.3407213,agent
18,sells,businesswoman,easily,This businesswoman sells something easily.,-1.4822901,-0.28518096,agent,patient,-1.19710914,agent
19,sells,trader,easily,This trader sells something easily.,-1.6404729,-0.24431275,agent,patient,-1.39616015,agent
20,sells,peddler,easily,This peddler sells something easily.,-1.7440715,-0.22062826,agent,patient,-1.52344324,agent
21,sells,telemarketer,easily,This telemarketer sells something easily.,-1.2123431,-0.39853647,agent,patient,-0.81380663,agent
22,sells,dealer,easily,This dealer sells something easily.,-1.4729046,-0.2857555,agent,patient,-1.1871490999999998,agent
23,sells,shopkeeper,easily,This shopkeeper sells something easily.,-1.5214654,-0.28948042,agent,patient,-1.23198498,agent
24,sells,toy,well,This toy sells something well.,-1.195265,-0.3925192,agent,patient,-0.8027458000000001,agent
