id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,This toy sells something easily.,-0.57666015625,-0.85791015625,agent,agent,0.28125,agent
1,sells,book,easily,This book sells something easily.,-0.8623046875,-0.5810546875,agent,patient,-0.28125,agent
2,sells,novel,easily,This novel sells something easily.,-0.5712890625,-0.8681640625,agent,agent,0.296875,agent
3,sells,magazine,easily,This magazine sells something easily.,-0.72021484375,-0.70458984375,agent,patient,-0.015625,agent
4,sells,hat,easily,This hat sells something easily.,-0.76416015625,-0.65478515625,agent,patient,-0.109375,agent
5,sells,lotion,easily,This lotion sells something easily.,-0.57958984375,-0.86083984375,agent,agent,0.28125,agent
6,sells,album,easily,This album sells something easily.,-0.91748046875,-0.54248046875,agent,patient,-0.375,agent
7,sells,car,easily,This car sells something easily.,-0.6005859375,-0.8349609375,agent,agent,0.234375,agent
8,sells,suv,easily,This SUV sells something easily.,-0.55322265625,-0.92822265625,agent,agent,0.375,agent
9,sells,product,easily,This product sells something easily.,-0.75537109375,-0.69287109375,agent,patient,-0.0625,agent
10,sells,make,easily,This make sells something easily.,-0.95068359375,-0.51318359375,agent,patient,-0.4375,agent
11,sells,item,easily,This item sells something easily.,-1.021484375,-0.49072265625,agent,patient,-0.53076171875,agent
12,sells,cd,easily,This CD sells something easily.,-0.9619140625,-0.5244140625,agent,patient,-0.4375,agent
13,sells,drug,easily,This drug sells something easily.,-0.91748046875,-0.54248046875,agent,patient,-0.375,agent
14,sells,snack,easily,This snack sells something easily.,-0.56298828125,-0.87548828125,agent,agent,0.3125,agent
15,sells,salesman,easily,This salesman sells something easily.,-0.5537109375,-0.8818359375,agent,agent,0.328125,agent
16,sells,saleswoman,easily,This saleswoman sells something easily.,-0.822265625,-0.603515625,agent,patient,-0.21875,agent
17,sells,businessman,easily,This businessman sells something easily.,-0.6689453125,-0.7470703125,agent,agent,0.078125,agent
18,sells,businesswoman,easily,This businesswoman sells something easily.,-1.0185546875,-0.471435546875,agent,patient,-0.547119140625,agent
19,sells,trader,easily,This trader sells something easily.,-0.8203125,-0.6015625,agent,patient,-0.21875,agent
20,sells,peddler,easily,This peddler sells something easily.,-0.96826171875,-0.49951171875,agent,patient,-0.46875,agent
21,sells,telemarketer,easily,This telemarketer sells something easily.,-0.56689453125,-0.87939453125,agent,agent,0.3125,agent
22,sells,dealer,easily,This dealer sells something easily.,-0.8291015625,-0.5947265625,agent,patient,-0.234375,agent
23,sells,shopkeeper,easily,This shopkeeper sells something easily.,-0.9990234375,-0.4833984375,agent,patient,-0.515625,agent
24,sells,toy,well,This toy sells something well.,-0.85888671875,-0.57763671875,agent,patient,-0.28125,agent
25,sells,book,well,This book sells something well.,-1.177734375,-0.396240234375,agent,patient,-0.781494140625,agent
26,sells,novel,well,This novel sells something well.,-0.87939453125,-0.56689453125,agent,patient,-0.3125,agent
27,sells,magazine,well,This magazine sells something well.,-1.033203125,-0.470947265625,agent,patient,-0.562255859375,agent
28,sells,hat,well,This hat sells something well.,-1.029296875,-0.466552734375,agent,patient,-0.562744140625,agent
29,sells,lotion,well,This lotion sells something well.,-0.775390625,-0.650390625,agent,patient,-0.125,agent
30,sells,album,well,This album sells something well.,-1.2001953125,-0.387451171875,agent,patient,-0.812744140625,agent
31,sells,car,well,This car sells something well.,-0.87939453125,-0.56689453125,agent,patient,-0.3125,agent
32,sells,suv,well,This SUV sells something well.,-0.85791015625,-0.60791015625,agent,patient,-0.25,agent
33,sells,product,well,This product sells something well.,-0.984375,-0.515625,agent,patient,-0.46875,agent
34,sells,make,well,This make sells something well.,-1.2275390625,-0.3681640625,agent,patient,-0.859375,agent
35,sells,item,well,This item sells something well.,-1.306640625,-0.353271484375,agent,patient,-0.953369140625,agent
36,sells,cd,well,This CD sells something well.,-1.2958984375,-0.3583984375,agent,patient,-0.9375,agent
37,sells,drug,well,This drug sells something well.,-1.1142578125,-0.427001953125,agent,patient,-0.687255859375,agent
38,sells,snack,well,This snack sells something well.,-0.84130859375,-0.59130859375,agent,patient,-0.25,agent
39,sells,salesman,well,This salesman sells something well.,-0.8916015625,-0.5478515625,agent,patient,-0.34375,agent
40,sells,saleswoman,well,This saleswoman sells something well.,-1.140625,-0.406005859375,agent,patient,-0.734619140625,agent
41,sells,businessman,well,This businessman sells something well.,-1.029296875,-0.466796875,agent,patient,-0.5625,agent
42,sells,businesswoman,well,This businesswoman sells something well.,-1.328125,-0.328369140625,agent,patient,-0.999755859375,agent
43,sells,trader,well,This trader sells something well.,-1.2353515625,-0.360595703125,agent,patient,-0.874755859375,agent
44,sells,peddler,well,This peddler sells something well.,-1.408203125,-0.298828125,agent,patient,-1.109375,agent
