id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta
0,sells,toy,easily,This toy sells something easily.,-1.1157053,-0.40780625,agent,patient,-0.70789905
1,sells,book,easily,This book sells something easily.,-1.2849176,-0.31879488,agent,patient,-0.96612272
2,sells,novel,easily,This novel sells something easily.,-1.4619011,-0.27348945,agent,patient,-1.18841165
3,sells,magazine,easily,This magazine sells something easily.,-1.3721796,-0.30653062,agent,patient,-1.06564898
4,sells,hat,easily,This hat sells something easily.,-0.45924985,-1.0075381,agent,agent,0.5482882500000001
5,sells,lotion,easily,This lotion sells something easily.,-1.4880165,-0.26923227,agent,patient,-1.21878423
6,sells,album,easily,This album sells something easily.,-1.39219,-0.29407218,agent,patient,-1.0981178200000001
7,sells,car,easily,This car sells something easily.,-1.4543301,-0.27573138,agent,patient,-1.1785987199999999
8,sells,suv,easily,This SUV sells something easily.,-1.337318,-0.31893483,agent,patient,-1.01838317
9,sells,product,easily,This product sells something easily.,-1.3703773,-0.31324083,agent,patient,-1.0571364699999999
10,sells,make,easily,This make sells something easily.,-0.46895444,-0.97715724,agent,agent,0.5082028000000001
11,sells,item,easily,This item sells something easily.,-1.0954311,-0.43063247,agent,patient,-0.6647986300000002
12,sells,cd,easily,This CD sells something easily.,-1.332065,-0.3193659,agent,patient,-1.0126991
13,sells,drug,easily,This drug sells something easily.,-1.0493767,-0.4398837,agent,patient,-0.6094930000000001
14,sells,snack,easily,This snack sells something easily.,-2.009993,-0.15677314,agent,patient,-1.85321986
15,sells,salesman,easily,This salesman sells something easily.,-0.9980648,-0.4726646,agent,patient,-0.5254002
16,sells,saleswoman,easily,This saleswoman sells something easily.,-1.5307465,-0.2589131,agent,patient,-1.2718334
17,sells,businessman,easily,This businessman sells something easily.,-1.2992158,-0.3300049,agent,patient,-0.9692109
18,sells,businesswoman,easily,This businesswoman sells something easily.,-1.9267576,-0.17291309,agent,patient,-1.75384451
19,sells,trader,easily,This trader sells something easily.,-1.9128935,-0.16853167,agent,patient,-1.7443618300000001
20,sells,peddler,easily,This peddler sells something easily.,-2.345545,-0.11765995,agent,patient,-2.22788505
21,sells,telemarketer,easily,This telemarketer sells something easily.,-0.90328866,-0.53723216,agent,patient,-0.3660565
22,sells,dealer,easily,This dealer sells something easily.,-1.7172883,-0.20217901,agent,patient,-1.51510929
23,sells,shopkeeper,easily,This shopkeeper sells something easily.,-2.2913618,-0.12138641,agent,patient,-2.16997539
24,sells,toy,well,This toy sells something well.,-0.93215615,-0.50206274,agent,patient,-0.43009341
25,sells,book,well,This book sells something well.,-1.0720868,-0.4387094,agent,patient,-0.6333773999999999
26,sells,novel,well,This novel sells something well.,-1.3496217,-0.3117245,agent,patient,-1.0378972
27,sells,magazine,well,This magazine sells something well.,-1.1760136,-0.38789532,agent,patient,-0.7881182800000002
28,sells,hat,well,This hat sells something well.,-0.28006798,-1.4496924,agent,agent,1.1696244199999999
29,sells,lotion,well,This lotion sells something well.,-1.4534723,-0.28303578,agent,patient,-1.17043652
30,sells,album,well,This album sells something well.,-1.2749143,-0.33731893,agent,patient,-0.93759537
31,sells,car,well,This car sells something well.,-1.1446899,-0.39782545,agent,patient,-0.7468644499999999
