id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,This toy sells easily.,-0.189167246222496,-1.9101221561431885,patient,agent,1.7209549099206924,patient
1,sells,book,easily,This book sells easily.,-0.0563347823917865,-3.2256176471710205,patient,agent,3.169282864779234,agent
2,sells,novel,easily,This novel sells easily.,-0.050457090139389,-3.3327856063842773,patient,agent,3.2823285162448883,agent
3,sells,magazine,easily,This magazine sells easily.,-0.1079367771744728,-2.555972099304199,patient,agent,2.4480353221297264,agent
4,sells,hat,easily,This hat sells easily.,-0.1055223420262336,-2.465160608291626,patient,agent,2.3596382662653923,agent
5,sells,lotion,easily,This lotion sells easily.,-0.1074655950069427,-2.49649977684021,patient,agent,2.389034181833267,agent
6,sells,album,easily,This album sells easily.,-0.1425214856863021,-2.1479220390319824,patient,agent,2.0054005533456802,agent
7,sells,car,easily,This car sells easily.,-0.1054289042949676,-2.661644220352173,patient,agent,2.556215316057205,agent
8,sells,suv,easily,This SUV sells easily.,-0.1414913386106491,-2.267488956451416,patient,agent,2.125997617840767,agent
9,sells,product,easily,This product sells easily.,-0.1559012830257415,-2.140509843826294,patient,agent,1.9846085608005524,agent
10,sells,make,easily,This make sells easily.,-0.2640843093395233,-1.7105937004089355,patient,agent,1.4465093910694122,patient
11,sells,item,easily,This item sells easily.,-0.1535321623086929,-2.1935322284698486,patient,agent,2.0400000661611557,agent
12,sells,cd,easily,This CD sells easily.,-0.105147898197174,-2.52363920211792,patient,agent,2.418491303920746,agent
13,sells,drug,easily,This drug sells easily.,-0.1641640961170196,-2.2352519035339355,patient,agent,2.071087807416916,agent
14,sells,snack,easily,This snack sells easily.,-0.1288639307022094,-2.367331027984619,patient,agent,2.2384670972824097,agent
15,sells,salesman,easily,This salesman sells easily.,-0.0591052174568176,-3.32464337348938,agent,agent,3.2655381560325623,agent
16,sells,saleswoman,easily,This saleswoman sells easily.,-0.0536813847720623,-3.489248275756836,agent,agent,3.4355668909847736,agent
17,sells,businessman,easily,This businessman sells easily.,-0.0546534322202205,-3.690594911575317,agent,agent,3.6359414793550964,agent
18,sells,businesswoman,easily,This businesswoman sells easily.,-0.0745314508676529,-3.212799072265625,agent,agent,3.138267621397972,agent
19,sells,trader,easily,This trader sells easily.,-0.0727800279855728,-3.39353895187378,agent,agent,3.3207589238882074,agent
20,sells,peddler,easily,This peddler sells easily.,-0.0488857068121433,-3.525402545928955,agent,agent,3.4765168391168118,agent
21,sells,telemarketer,easily,This telemarketer sells easily.,-0.0667408108711242,-3.225663900375366,agent,agent,3.158923089504242,agent
22,sells,dealer,easily,This dealer sells easily.,-0.0434959530830383,-3.779230833053589,agent,agent,3.7357348799705505,agent
23,sells,shopkeeper,easily,This shopkeeper sells easily.,-0.0590402670204639,-3.594616174697876,agent,agent,3.535575907677412,agent
24,sells,toy,well,This toy sells well.,-0.1913710385560989,-1.9155312776565552,patient,agent,1.7241602391004562,patient
25,sells,book,well,This book sells well.,-0.0598387084901332,-3.2022957801818848,patient,agent,3.1424570716917515,agent
26,sells,novel,well,This novel sells well.,-0.0501598604023456,-3.454330921173096,patient,agent,3.4041710607707505,agent
27,sells,magazine,well,This magazine sells well.,-0.1053631380200386,-2.6381266117095947,patient,agent,2.532763473689556,agent
28,sells,hat,well,This hat sells well.,-0.1077322512865066,-2.465551853179932,patient,agent,2.3578196018934254,agent
29,sells,lotion,well,This lotion sells well.,-0.0948564559221267,-2.664186716079712,patient,agent,2.569330260157585,agent
30,sells,album,well,This album sells well.,-0.1345323920249939,-2.227860927581787,patient,agent,2.093328535556793,agent
31,sells,car,well,This car sells well.,-0.0993823260068893,-2.754551887512207,patient,agent,2.6551695615053177,agent
32,sells,suv,well,This SUV sells well.,-0.1321158111095428,-2.343206882476806,patient,agent,2.2110910713672633,agent
33,sells,product,well,This product sells well.,-0.1450949907302856,-2.2612199783325195,patient,agent,2.116124987602234,agent
34,sells,make,well,This make sells well.,-0.2454250752925872,-1.8204773664474487,patient,agent,1.5750522911548615,patient
35,sells,item,well,This item sells well.,-0.1537824273109436,-2.2384133338928223,patient,agent,2.0846309065818787,agent
36,sells,cd,well,This CD sells well.,-0.1017935201525688,-2.562657594680786,patient,agent,2.4608640745282173,agent
37,sells,drug,well,This drug sells well.,-0.1445436179637909,-2.38846206665039,patient,agent,2.2439184486865993,agent
38,sells,snack,well,This snack sells well.,-0.1390671581029892,-2.3299241065979004,patient,agent,2.190856948494911,agent
39,sells,salesman,well,This salesman sells well.,-0.0626516491174697,-3.276242256164551,agent,agent,3.213590607047081,agent
40,sells,saleswoman,well,This saleswoman sells well.,-0.0593719445168972,-3.3770551681518555,agent,agent,3.3176832236349583,agent
41,sells,businessman,well,This businessman sells well.,-0.0653540790081024,-3.476313352584839,agent,agent,3.4109592735767365,agent
42,sells,businesswoman,well,This businesswoman sells well.,-0.0918519273400306,-3.025313138961792,agent,agent,2.9334612116217613,agent
43,sells,trader,well,This trader sells well.,-0.0773137882351875,-3.324896335601806,agent,agent,3.2475825473666187,agent
44,sells,peddler,well,This peddler sells well.,-0.055764801800251,-3.3899571895599365,agent,agent,3.3341923877596855,agent
45,sells,telemarketer,well,This telemarketer sells well.,-0.0665864646434784,-3.202709197998047,agent,agent,3.1361227333545685,agent
46,sells,dealer,well,This dealer sells well.,-0.0472780838608741,-3.7335822582244873,agent,agent,3.686304174363613,agent
47,sells,shopkeeper,well,This shopkeeper sells well.,-0.0727035403251648,-3.398906946182251,agent,agent,3.326203405857086,agent
48,sells,toy,quickly,This toy sells quickly.,-0.1691630184650421,-2.01064133644104,patient,agent,1.841478317975998,agent
49,sells,book,quickly,This book sells quickly.,-0.0528750717639923,-3.283691883087158,patient,agent,3.230816811323166,agent
50,sells,novel,quickly,This novel sells quickly.,-0.0502863824367523,-3.370084762573242,patient,agent,3.31979838013649,agent
51,sells,magazine,quickly,This magazine sells quickly.,-0.1049267053604126,-2.567103862762451,patient,agent,2.4621771574020386,agent
52,sells,hat,quickly,This hat sells quickly.,-0.0985109359025955,-2.541109323501587,patient,agent,2.4425983875989914,agent
53,sells,lotion,quickly,This lotion sells quickly.,-0.1243635192513465,-2.333960056304932,patient,agent,2.2095965370535855,agent
54,sells,album,quickly,This album sells quickly.,-0.12909696996212,-2.236842155456543,patient,agent,2.107745185494423,agent
55,sells,car,quickly,This car sells quickly.,-0.1047595664858818,-2.655043840408325,patient,agent,2.5502842739224434,agent
56,sells,suv,quickly,This SUV sells quickly.,-0.1390477567911148,-2.288357973098755,patient,agent,2.14931021630764,agent
57,sells,product,quickly,This product sells quickly.,-0.1719677001237869,-2.028438806533813,patient,agent,1.856471106410026,agent
58,sells,make,quickly,This make sells quickly.,-0.2582633793354034,-1.711704969406128,patient,agent,1.4534415900707245,patient
59,sells,item,quickly,This item sells quickly.,-0.1454795151948928,-2.23140549659729,patient,agent,2.085925981402397,agent
60,sells,cd,quickly,This CD sells quickly.,-0.1068114414811134,-2.4908742904663086,patient,agent,2.384062848985195,agent
61,sells,drug,quickly,This drug sells quickly.,-0.183229461312294,-2.078777313232422,patient,agent,1.8955478519201279,agent
62,sells,snack,quickly,This snack sells quickly.,-0.1287371218204498,-2.364377737045288,patient,agent,2.2356406152248383,agent
63,sells,salesman,quickly,This salesman sells quickly.,-0.0561078190803527,-3.3891823291778564,agent,agent,3.3330745100975037,agent
64,sells,saleswoman,quickly,This saleswoman sells quickly.,-0.0512344390153884,-3.5573904514312744,agent,agent,3.506156012415886,agent
65,sells,businessman,quickly,This businessman sells quickly.,-0.0521568208932876,-3.7894186973571777,agent,agent,3.73726187646389,agent
66,sells,businesswoman,quickly,This businesswoman sells quickly.,-0.0782982036471366,-3.1743645668029785,agent,agent,3.096066363155842,agent
67,sells,trader,quickly,This trader sells quickly.,-0.0686789229512214,-3.567075729370117,agent,agent,3.4983968064188957,agent
68,sells,peddler,quickly,This peddler sells quickly.,-0.0477990545332431,-3.6012840270996094,agent,agent,3.553484972566366,agent
69,sells,telemarketer,quickly,This telemarketer sells quickly.,-0.0666063204407692,-3.21191668510437,agent,agent,3.145310364663601,agent
70,sells,dealer,quickly,This dealer sells quickly.,-0.0386020876467227,-3.991999864578247,agent,agent,3.9533977769315243,agent
71,sells,shopkeeper,quickly,This shopkeeper sells quickly.,-0.0569888986647129,-3.669180154800415,agent,agent,3.612191256135702,agent
72,drives,car,nicely,This car drives nicely.,-0.1952108293771743,-1.962809920310974,patient,agent,1.7675990909337995,patient
73,drives,suv,nicely,This SUV drives nicely.,-0.2328816354274749,-1.73765766620636,patient,agent,1.504776030778885,patient
