id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,This toy sells easily.,-2.4159956,-0.09798348,patient,patient,-2.31801212,patient
1,sells,book,easily,This book sells easily.,-0.29025036,-1.4106194,patient,agent,1.1203690400000001,agent
2,sells,novel,easily,This novel sells easily.,-0.83627677,-0.5769288,patient,patient,-0.25934797,patient
3,sells,magazine,easily,This magazine sells easily.,-0.31781116,-1.3435699,patient,agent,1.0257587400000001,agent
4,sells,hat,easily,This hat sells easily.,-1.4405576,-0.2791539,patient,patient,-1.1614037,patient
5,sells,lotion,easily,This lotion sells easily.,-0.8950913,-0.5550808,patient,patient,-0.3400105,patient
6,sells,album,easily,This album sells easily.,-2.2066882,-0.12014608,patient,patient,-2.08654212,patient
7,sells,car,easily,This car sells easily.,-0.052472033,-3.1200597,patient,agent,3.067587667,agent
8,sells,suv,easily,This SUV sells easily.,-0.044325612,-3.2262406,patient,agent,3.181914988,agent
9,sells,product,easily,This product sells easily.,-0.32694978,-1.3132017,patient,agent,0.98625192,agent
10,sells,make,easily,This make sells easily.,-0.5881425,-2.1151743,patient,agent,1.5270318,agent
11,sells,item,easily,This item sells easily.,-0.17039055,-1.8986439,patient,agent,1.72825335,agent
12,sells,cd,easily,This CD sells easily.,-1.5788178,-0.24639373,patient,patient,-1.3324240699999998,patient
13,sells,drug,easily,This drug sells easily.,-0.13716865,-2.1640363,patient,agent,2.02686765,agent
14,sells,snack,easily,This snack sells easily.,-3.0623121,-0.051290583,patient,patient,-3.011021517,patient
15,sells,salesman,easily,This salesman sells easily.,-0.00758217,-8.040175,agent,agent,8.03259283,agent
16,sells,saleswoman,easily,This saleswoman sells easily.,-0.035150554,-3.9747744,agent,agent,3.939623846,agent
17,sells,businessman,easily,This businessman sells easily.,-0.012008384,-6.132027,agent,agent,6.120018616,agent
18,sells,businesswoman,easily,This businesswoman sells easily.,-0.23349895,-1.6556922,agent,agent,1.42219325,agent
19,sells,trader,easily,This trader sells easily.,-0.004722499,-8.051345,agent,agent,8.046622501,agent
20,sells,peddler,easily,This peddler sells easily.,-0.20268008,-1.7628387,agent,agent,1.5601586200000002,agent
21,sells,telemarketer,easily,This telemarketer sells easily.,-0.02611948,-3.8160133,agent,agent,3.7898938199999996,agent
22,sells,dealer,easily,This dealer sells easily.,-0.012249111,-6.1404653,agent,agent,6.128216189,agent
23,sells,shopkeeper,easily,This shopkeeper sells easily.,-0.16484103,-2.6443715,agent,agent,2.4795304700000003,agent
24,sells,toy,well,This toy sells well.,-2.2654135,-0.114959836,patient,patient,-2.150453664,patient
25,sells,book,well,This book sells well.,-0.3353871,-1.2922695,patient,agent,0.9568824,agent
26,sells,novel,well,This novel sells well.,-0.6306762,-0.7832889,patient,agent,0.15261269999999993,patient
27,sells,magazine,well,This magazine sells well.,-0.20772538,-1.7401187,patient,agent,1.53239332,agent
28,sells,hat,well,This hat sells well.,-1.7033378,-0.21267909,patient,patient,-1.49065871,patient
29,sells,lotion,well,This lotion sells well.,-1.1400259,-0.41730466,patient,patient,-0.7227212399999999,patient
30,sells,album,well,This album sells well.,-2.8123875,-0.06696803,patient,patient,-2.74541947,patient
