id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta,thresh_pred
0,sells,toy,easily,Something sells this toy easily.,-0.846242368221283,-1.4618048667907717,patient,agent,0.6155624985694887,patient
1,sells,book,easily,Something sells this book easily.,-0.9094282388687134,-0.9513899087905884,patient,agent,0.041961669921875,patient
2,sells,novel,easily,Something sells this novel easily.,-1.222822666168213,-0.8208222389221191,patient,patient,-0.40200042724609375,patient
3,sells,magazine,easily,Something sells this magazine easily.,-1.2996692657470703,-0.8678684830665588,patient,patient,-0.4318007826805115,patient
4,sells,hat,easily,Something sells this hat easily.,-0.6416330337524414,-1.092545509338379,patient,agent,0.4509124755859375,patient
5,sells,lotion,easily,Something sells this lotion easily.,-0.4902025759220123,-1.2711244821548462,patient,agent,0.7809219062328339,patient
6,sells,album,easily,Something sells this album easily.,-0.9717732667922974,-1.2536946535110474,patient,agent,0.28192138671875,patient
7,sells,car,easily,Something sells this car easily.,-1.7880715131759644,-0.6890267133712769,patient,patient,-1.0990447998046875,patient
8,sells,suv,easily,Something sells this SUV easily.,-1.8776899576187127,-0.3729521036148071,patient,patient,-1.5047378540039056,patient
9,sells,product,easily,Something sells this product easily.,-1.756250023841858,-1.882577538490296,patient,agent,0.12632751464843817,patient
10,sells,make,easily,Something sells this make easily.,-0.4734569787979126,-1.3942409753799438,patient,agent,0.9207839965820312,patient
11,sells,item,easily,Something sells this item easily.,-0.6624054312705994,-1.742933750152588,patient,agent,1.0805283188819885,patient
12,sells,cd,easily,Something sells this CD easily.,-1.6473801136016846,-0.4041474461555481,patient,patient,-1.2432326674461365,patient
13,sells,drug,easily,Something sells this drug easily.,-1.5634472370147705,-1.1799404621124268,patient,patient,-0.38350677490234375,patient
14,sells,snack,easily,Something sells this snack easily.,-0.8125618696212769,-1.287789225578308,patient,agent,0.47522735595703125,patient
15,sells,salesman,easily,Something sells this salesman easily.,-0.6877864599227905,-1.2551311254501345,patient,agent,0.567344665527344,patient
16,sells,saleswoman,easily,Something sells this saleswoman easily.,-1.2263847589492798,-0.6173988580703735,patient,patient,-0.6089859008789062,patient
17,sells,businessman,easily,Something sells this businessman easily.,-0.915579319000244,-1.1080536842346191,patient,agent,0.1924743652343751,patient
18,sells,businesswoman,easily,Something sells this businesswoman easily.,-1.16691255569458,-0.8004270195960999,patient,patient,-0.3664855360984802,patient
19,sells,trader,easily,Something sells this trader easily.,-0.6236122846603394,-1.2646721601486206,patient,agent,0.6410598754882812,patient
20,sells,peddler,easily,Something sells this peddler easily.,-0.9050353765487672,-0.9582427740097046,patient,agent,0.05320739746093739,patient
21,sells,telemarketer,easily,Something sells this telemarketer easily.,-1.215334177017212,-0.5323736667633057,patient,patient,-0.6829605102539062,patient
22,sells,dealer,easily,Something sells this dealer easily.,-1.4153146743774414,-0.8230447173118591,patient,patient,-0.5922699570655823,patient
