id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta
0,sells,toy,easily,This toy sells something easily.,-0.00091673416,-16.805103,agent,agent,16.80418626584
1,sells,book,easily,This book sells something easily.,-0.0009984109,-15.757383,agent,agent,15.756384589100001
2,sells,novel,easily,This novel sells something easily.,-0.0008367939,-14.95892,agent,agent,14.958083206100001
3,sells,magazine,easily,This magazine sells something easily.,-0.0007853737,-17.38424,agent,agent,17.383454626299997
4,sells,hat,easily,This hat sells something easily.,-0.0011962183,-12.194132,agent,agent,12.1929357817
5,sells,lotion,easily,This lotion sells something easily.,-0.0008265936,-12.826758,agent,agent,12.8259314064
6,sells,album,easily,This album sells something easily.,-0.00098785,-16.488798,agent,agent,16.487810149999998
7,sells,car,easily,This car sells something easily.,-0.0007821523,-17.632029,agent,agent,17.631246847699998
8,sells,suv,easily,This SUV sells something easily.,-0.0007291232,-16.43115,agent,agent,16.4304208768
9,sells,product,easily,This product sells something easily.,-0.000722026,-15.754033,agent,agent,15.753310974
10,sells,make,easily,This make sells something easily.,-0.00084371463,-11.190449,agent,agent,11.18960528537
11,sells,item,easily,This item sells something easily.,-0.0009400614,-13.435426,agent,agent,13.4344859386
12,sells,cd,easily,This CD sells something easily.,-0.0010476356,-14.402147,agent,agent,14.401099364399998
13,sells,drug,easily,This drug sells something easily.,-0.00078597065,-15.134031,agent,agent,15.13324502935
14,sells,snack,easily,This snack sells something easily.,-0.001084271,-10.750725,agent,agent,10.749640729
15,sells,salesman,easily,This salesman sells something easily.,-0.000526521,-19.946402,agent,agent,19.945875478999998
16,sells,saleswoman,easily,This saleswoman sells something easily.,-0.0005862765,-18.365887,agent,agent,18.3653007235
17,sells,businessman,easily,This businessman sells something easily.,-0.00065647345,-20.065477,agent,agent,20.06482052655
18,sells,businesswoman,easily,This businesswoman sells something easily.,-0.0006552833,-18.714556,agent,agent,18.713900716700003
19,sells,trader,easily,This trader sells something easily.,-0.00063870015,-19.695759,agent,agent,19.69512029985
20,sells,peddler,easily,This peddler sells something easily.,-0.0007693875,-17.354015,agent,agent,17.3532456125
21,sells,telemarketer,easily,This telemarketer sells something easily.,-0.00088875386,-18.097841,agent,agent,18.09695224614
22,sells,dealer,easily,This dealer sells something easily.,-0.00056033314,-19.639036,agent,agent,19.63847566686
23,sells,shopkeeper,easily,This shopkeeper sells something easily.,-0.0006575473,-19.236332,agent,agent,19.2356744527
24,sells,toy,well,This toy sells something well.,-0.0009057576,-17.371763,agent,agent,17.370857242400003
25,sells,book,well,This book sells something well.,-0.00086745684,-16.609415,agent,agent,16.60854754316
26,sells,novel,well,This novel sells something well.,-0.0007420062,-14.979378,agent,agent,14.978635993800001
27,sells,magazine,well,This magazine sells something well.,-0.00072142907,-17.539219,agent,agent,17.538497570929998
28,sells,hat,well,This hat sells something well.,-0.0011293235,-15.543915,agent,agent,15.5427856765
29,sells,lotion,well,This lotion sells something well.,-0.0008813573,-14.7414465,agent,agent,14.7405651427
