noun,LL_agent,LL_patient,semantic role,predicted,LL_delta,subj_ratio,human_rating,human_rating_var
abstract,-1.6484375,-0.3046875,patient,patient,-1.34375,0.5061384467387379,0.18055555550000002,0.6830065359
actor,-1.5029296875,-0.37841796875,agent,patient,-1.12451171875,0.7870054608959005,0.9166666667500001,0.4705882353
aircraft,-1.79296875,-0.22998046875,patient,patient,-1.56298828125,0.5512745470387167,0.58333333325,1.176470588
album,-2.267578125,-0.1435546875,patient,patient,-2.1240234375,0.3446793627476697,0.26388888899999996,0.9967320261
animal,-2.109375,-0.23388671875,patient,patient,-1.87548828125,0.6993929901941651,0.72222222225,1.281045752
announcer,-2.48046875,-0.1990966796875,agent,patient,-2.2813720703125,0.9088548566583649,0.9444444445,0.1830065359
artisan,-1.57421875,-0.323974609375,agent,patient,-1.250244140625,0.7392035988003999,0.8333333332499999,0.7058823529
artist,-1.7734375,-0.2418212890625,agent,patient,-1.5316162109375,0.8388102441595283,0.9305555555,0.2124183007
author,-1.6142578125,-0.364501953125,agent,patient,-1.249755859375,0.9103466492053656,0.888888889,0.4967320261
aviator,-1.564453125,-0.283447265625,agent,patient,-1.281005859375,0.6835275033180946,0.9444444445,0.1830065359
backpack,-1.82421875,-0.23046875,patient,patient,-1.59375,0.0699400657020337,0.27777777775,0.8104575163
backpacker,-1.5732421875,-0.292236328125,agent,patient,-1.281005859375,0.6902173913043478,0.8333333332499999,0.5882352941
bag,-1.78125,-0.25,patient,patient,-1.53125,0.14003512108607,0.23611111099999998,0.7614379085
baker,-1.720703125,-0.251953125,agent,patient,-1.46875,0.8327493152398071,0.875,0.7352941176
barber,-1.85546875,-0.2305908203125,agent,patient,-1.6248779296875,0.7248762775364598,0.9305555555,0.2124183007
basket,-2.259765625,-0.1666259765625,patient,patient,-2.0931396484375,0.2088464198880839,0.19444444449999998,1.006535948
beard,-2.00390625,-0.1912841796875,patient,patient,-1.8126220703125,0.3522682168119178,0.15277777775,0.4869281046
bedding,-2.140625,-0.1710205078125,patient,patient,-1.9696044921875,0.3901065107242925,0.15277777775,0.839869281
bike,-2.12890625,-0.1597900390625,patient,patient,-1.9691162109375,0.1156069862966414,0.41666666674999997,1.411764706
blanket,-2.296875,-0.1728515625,patient,patient,-2.1240234375,0.154494679287436,0.18055555550000002,0.6830065359
blogger,-2.16796875,-0.2314453125,agent,patient,-1.9365234375,0.8292682926829268,0.861111111,0.614379085
board,-2.333984375,-0.147216796875,patient,patient,-2.186767578125,0.7414235775059675,0.18055555550000002,0.5653594771
book,-1.7978515625,-0.23583984375,patient,patient,-1.56201171875,0.5020426434046468,0.29166666674999997,0.9705882353
bottle,-2.033203125,-0.1898193359375,patient,patient,-1.8433837890625,0.1436385818924487,0.18055555550000002,1.035947712
bowl,-2.5625,-0.124755859375,patient,patient,-2.437744140625,0.2281092633291224,0.13888888900000002,0.3790849673
bread,-1.8427734375,-0.2177734375,patient,patient,-1.625,0.2154453347938708,0.13888888900000002,0.3790849673
broadcaster,-1.5771484375,-0.29541015625,agent,patient,-1.28173828125,0.8976559616094499,0.888888889,0.3790849673
building,-1.83984375,-0.277099609375,patient,patient,-1.562744140625,0.5989896090029184,0.22222222225,0.9281045752
bus,-1.9580078125,-0.2081298828125,patient,patient,-1.7498779296875,0.3936552556306598,0.54166666675,1.205882353
busboy,-1.451171875,-0.325927734375,agent,patient,-1.125244140625,0.7171145685997171,0.8194444445,0.5653594771
businessman,-1.8740234375,-0.4052734375,agent,patient,-1.46875,0.8271439509954058,0.9027777777499999,0.4869281046
businesswoman,-1.5224609375,-0.459716796875,agent,patient,-1.062744140625,0.7570036540803897,0.9305555555,0.3300653595
butcher,-1.712890625,-0.275390625,agent,patient,-1.4375,0.7276066412378339,0.9027777777499999,0.3692810458
cake,-2.080078125,-0.1741943359375,patient,patient,-1.9058837890625,0.230019370690888,0.16666666675000003,0.7058823529
cameraman,-1.7646484375,-0.2330322265625,agent,patient,-1.5316162109375,0.705324074074074,0.875,0.6176470588
camper,-1.568359375,-0.31787109375,agent,patient,-1.25048828125,0.7956975142651014,0.8194444445,1.153594771
canvas,-2.443359375,-0.1317138671875,patient,patient,-2.3116455078125,0.3871303934847232,0.125,0.3823529412
captain,-1.615234375,-0.30224609375,agent,patient,-1.31298828125,0.7774360758884372,0.9027777777499999,0.3692810458
car,-1.7607421875,-0.22998046875,patient,patient,-1.53076171875,0.3570064841756182,0.52777777775,1.163398693
cardboard,-2.271484375,-0.146240234375,patient,patient,-2.125244140625,0.3166576037701649,0.13888888900000002,0.7320261438
