noun,num_counts,accuracy,overlap,avg_LL_delta
abstract,2,0.0,0.0,0.5668778866529465
actor,1,1.0,1.0,2.8369749933481216
aircraft,3,0.0,0.0,0.8931776583194733
album,3,0.0,0.0,2.068824758132299
animal,2,0.0,0.0,0.7623028606176375
announcer,2,1.0,1.0,1.3643898367881775
artisan,4,1.0,1.0,2.564926113933325
artist,4,1.0,0.0,2.3164044097065926
author,2,1.0,1.0,3.5423927549272776
aviator,3,1.0,0.0,2.0307645549376807
backpack,2,0.0,0.0,0.9886360317468643
backpacker,2,1.0,0.0,2.070015899837017
bag,2,0.0,0.0,0.6412505954504013
baker,6,1.0,0.0,2.5062548903127513
barber,7,1.0,0.0,2.25961316802672
basket,2,0.0,0.0,1.1971764713525772
beard,3,0.0,0.0,1.6587553123633068
bedding,5,0.0,0.0,2.1741764426231383
bike,4,0.0,0.0,1.655325923115015
blanket,2,0.0,0.0,1.574660263955593
blogger,2,1.0,1.0,2.79340036213398
board,4,0.0,0.0,1.3161275312304497
book,3,0.0,0.0,3.180852249264717
bottle,2,0.0,0.0,1.686613030731678
bowl,2,0.0,0.0,1.8690686374902727
bread,3,0.0,0.0,1.2461903691291807
broadcaster,2,1.0,0.0,1.9057321101427083
building,2,0.0,0.0,0.6377629637718201
bus,3,0.0,0.0,2.5891297683119774
busboy,5,1.0,0.0,3.242547670006752
businessman,3,1.0,1.0,3.594720876465241
businesswoman,3,1.0,1.0,3.055931732058525
butcher,4,1.0,0.0,1.9093143977224827
cake,3,0.0,0.0,1.0268640418847401
cameraman,2,1.0,0.0,2.7477188035845757
camper,2,1.0,0.0,2.624899920076132
canvas,4,0.0,0.0,0.49254274368286116
captain,3,1.0,1.0,2.0373296091953916
car,12,0.0,0.0,1.9912373057256143
cardboard,4,0.25,0.25,0.0719320774078368
carpet,3,0.0,0.0,1.8139756719271338
carver,7,1.0,0.0,1.7024435464824947
caterer,3,1.0,0.0,2.1914964516957602
cd,3,0.0,0.0,2.4211394091447196
cellist,2,1.0,0.0,1.6791224628686905
cello,2,0.0,0.0,0.4799780994653702
chauffeur,3,1.0,0.0,3.0277303705612817
chef,10,1.0,0.0,2.629990749806166
choreography,1,0.0,1.0,2.2890978157520294
clarinet,2,0.0,0.0,0.9117421805858613
clarinetist,2,1.0,0.0,1.8645897433161736
clay,6,0.0,0.0,0.7349217782417933
cleaner,5,1.0,0.0,1.6715783774852748
clerk,2,1.0,1.0,2.744948834180832
cloth,8,0.0,0.0,0.9536175653338432
coat,2,0.0,0.0,0.10888624191284176
code,2,0.0,0.0,1.9400148689746857
comedian,1,1.0,0.0,2.7539549693465237
concerto,1,0.0,0.0,1.773667350411415
confectioner,3,1.0,0.0,1.948076571027438
container,2,1.0,1.0,-0.13928461074829096
convertible,3,0.0,0.0,1.050772378842036
cook,6,1.0,0.0,2.58293866366148
cotton,4,0.0,0.0,1.0621842928230762
countertop,3,0.0,0.0,1.8803287893533707
crate,2,0.0,0.0,0.7720103263854979
cushion,4,0.0,0.0,1.1488852500915527
cut,4,0.0,0.0,0.5144407674670219
dancer,1,1.0,0.0,3.0672207549214363
dealer,3,1.0,0.0,3.7918122770885625
dish,2,0.0,0.0,1.7236671671271322
doctor,2,1.0,0.0,2.9411415718495846
dough,3,0.0,0.0,1.832254429658254
dressmaker,4,1.0,0.0,2.219396172091365
driver,7,1.0,0.0,2.7698905116745403
drug,3,0.0,0.0,2.0701847026745477
drummer,2,1.0,0.0,1.9632048830389977
duffle,2,0.0,0.0,1.058182716369629
essay,4,0.0,1.0,1.5817241594195366
essayist,2,1.0,1.0,2.9738530963659286
fabric,20,0.25,0.25,0.25467681884765625
fillet,3,0.0,0.0,2.04471625884374
fish,3,0.0,0.0,1.2020855247974396
floor,3,0.0,0.0,2.166102389494578
flute,2,0.0,0.0,0.5423260033130646
flutist,2,1.0,0.0,2.032701089978218
food,2,0.0,0.0,1.0810951888561249
gem,4,0.0,0.0,2.160383962094784
glass,4,0.0,0.0,0.41117119789123535
hairdresser,7,1.0,0.0,1.5809593200683594
handle,4,0.25,0.25,0.5904104709625244
hat,3,0.0,0.0,2.386685418585936
herb,3,0.0,0.0,1.97718079884847
hiker,2,1.0,0.0,2.2862591668963432
housekeeper,3,1.0,0.0,2.3875083004434905
ice,7,0.0,0.0,0.8675567209720612
illustrator,4,1.0,0.0,2.2315723188221455
ingredient,3,0.0,0.0,2.248953513801098
instrument,2,0.0,0.0,0.8770923465490341
item,3,0.0,0.0,2.0701856513818107
jacket,2,0.0,0.0,1.5158481746912003
janitor,3,1.0,0.0,2.8492498820026717
jet,3,0.0,0.0,0.6077105005582174
jeweler,4,1.0,0.0,2.796129224821925
jewelry,3,0.0,0.0,1.9586665034294128
journalist,2,1.0,1.0,3.399386379867792
kite,3,0.0,0.0,1.4445523967345555
knob,4,0.0,0.0,1.5220830142498016
lady,5,1.0,1.0,2.859979062527418
lake,2,0.0,0.0,1.269757241010666
landscape,2,0.0,0.0,1.5738434791564941
letter,2,0.0,0.0,1.7392335087060928
line,2,0.0,0.0,1.4878516793251038
lotion,3,0.0,0.0,2.389320326348146
lunchbox,2,0.0,0.0,0.8411951214075087
machine,8,1.0,0.0,1.3831141032278538
magazine,3,0.0,0.0,2.480991984407107
maid,5,1.0,1.0,3.092487908154726
make,3,0.0,0.0,1.4916677574316661
man,5,1.0,0.0,1.946273621916771
marble,3,0.0,0.0,0.7156435251235962
mason,3,1.0,0.0,1.6311759601036708
material,4,0.0,0.0,0.8695695772767067
meat,7,0.14285714285714285,0.14285714285714285,0.82070335320064
mirror,3,0.0,0.0,1.5720093895991643
model,2,0.0,0.0,1.0152640491724014
motorcycle,4,0.0,0.0,2.021228527650237
motorist,4,1.0,0.0,2.2695959378033876
mountain,2,0.0,0.0,1.347404956817627
mover,2,1.0,0.0,1.4144716262817383
mushroom,3,0.0,0.0,2.0913238426049556
musician,3,1.0,0.0,2.3305501664678254
narrator,2,1.0,1.0,1.7741151005029678
notetaker,2,1.0,1.0,2.8112583123147488
novel,3,0.0,1.0,3.3354326523840427
novelist,2,1.0,1.0,4.12678770814091
orator,2,1.0,1.0,1.590614765882492
packaging,4,0.25,0.25,0.1720061302185059
painter,4,1.0,0.0,1.6353440135717392
panel,4,0.0,0.0,1.0362598598003387
paper,4,0.0,0.0,0.6128819212317466
passage,6,0.0,0.0,0.8199745615323385
pastry,3,0.0,0.0,1.4715544482072194
patissier,3,1.0,0.0,2.4142310122648873
pattern,5,0.2,0.2,0.13229466676712032
peddler,3,1.0,1.0,3.4547313998142877
pepper,3,0.0,0.0,1.90877244869868
person,30,1.0,0.0,1.8471588569382826
photographer,2,1.0,0.0,1.8510965332388878
pianist,2,1.0,0.0,2.090333439409733
piano,2,0.0,0.0,1.2526612132787704
pie,3,0.0,0.0,1.4287118762731552
pilot,7,1.0,0.0,2.1457913358296667
pizza,3,0.0,0.0,1.7293135573466618
plane,3,0.0,0.0,0.6351807812849679
poem,2,0.0,0.0,1.274266704916954
poet,2,1.0,1.0,2.7342940233647823
portraitist,4,1.0,0.0,2.1029026918113236
pot,3,0.0,0.0,1.9337250292301176
potato,3,0.0,0.0,2.0165662517150245
potter,3,1.0,0.0,1.869779869914055
product,3,0.0,1.0,1.9857348849376042
professor,2,1.0,0.0,3.1156872883439064
proposal,2,0.0,1.0,1.9924001470208168
pumpkin,4,0.0,0.0,1.3209170997142792
quilt,4,0.0,0.0,1.1966347508132458
racer,4,1.0,0.0,2.3824158012866974
report,2,0.0,1.0,2.164918892085552
roadtripper,2,1.0,0.0,2.9519466981291766
routine,1,0.0,0.0,1.6367426216602328
salesman,3,1.0,1.0,3.270734424392382
saleswoman,3,1.0,1.0,3.419802042345206
salmon,3,0.0,0.0,1.6670430501302087
scene,1,0.0,0.0,1.7249069660902023
screw,4,0.0,0.0,1.5010874085128307
scribe,2,1.0,1.0,2.9416418597102165
script,2,0.0,1.0,1.796371415257454
sculptor,7,1.0,0.0,1.8083759163107191
seamster,8,1.0,1.0,2.6957602417096496
seamstress,4,1.0,0.0,2.119860937818885
section,2,0.0,0.0,1.6367602422833443
shirt,2,0.0,0.0,1.994976565241814
shopkeeper,3,1.0,1.0,3.4913235232234
sideburn,3,0.0,0.0,0.9828770657380422
silk,4,0.0,0.0,0.8401022180914879
silverware,3,0.0,0.0,1.4143807391325633
singer,1,1.0,1.0,2.528721906244755
snack,3,0.0,0.0,2.2216548870007196
soloist,1,1.0,1.0,2.64921847730875
sonata,1,0.0,0.0,1.6312284320592878
