verb,num_agents,num_patients,agent_acc,patient_acc,overall_acc,agent_avg_LL_delta,patient_avg_LL_delta
bakes,18,24,0.0,1.0,0.5714285714285714,-0.9006926794444445,-1.5461429008333332
carves,20,28,0.05,1.0,0.6041666666666666,-0.5222800725,-1.1873603475
cleans,21,33,0.0,1.0,0.6111111111111112,-0.6267713114285715,-1.3027233939393938
cooks,12,33,0.0,1.0,0.7333333333333333,-0.68180526,-1.3258615215151515
cuts,16,24,0.0,1.0,0.6,-0.44234023062499994,-1.1849858620833331
drives,9,27,0.0,1.0,0.75,-0.31367877888888884,-0.9247155677777777
embroiders,12,16,0.0,1.0,0.5714285714285714,-1.1073498683333332,-1.6734531468750002
flies,12,12,0.08333333333333333,1.0,0.5416666666666666,-0.33595539416666664,-1.3912672575
knits,20,15,0.0,1.0,0.42857142857142855,-1.0746552590000003,-1.7148578066666667
packs,16,24,0.0,1.0,0.6,-0.9411777224999999,-1.5731376391666665
paints,20,28,0.0,1.0,0.5833333333333334,-0.7074436829999999,-1.632775548571429
performs,7,6,0.0,1.0,0.46153846153846156,-0.71660371,-1.3074842916666667
photographs,4,14,0.0,1.0,0.7777777777777778,-0.55302614,-1.3014804885714286
plays,14,12,0.0,1.0,0.46153846153846156,-0.7125148907142858,-1.2158815416666668
reads,14,20,0.0,1.0,0.5882352941176471,-0.7477657207142858,-1.1665081605
sculpts,15,15,0.0,1.0,0.5,-0.8774950119999999,-1.4640800900000004
sells,27,45,0.037037037037037035,1.0,0.6388888888888888,-0.3892815437037037,-1.0411386404444443
sews,12,8,0.0,1.0,0.4,-1.1567764125,-1.5610756249999997
shaves,6,9,0.0,1.0,0.6,-0.4517997483333333,-1.2170147944444445
stitches,20,28,0.0,1.0,0.5833333333333334,-1.008397806,-1.6990138607142853
turns,16,28,0.0,1.0,0.6363636363636364,-0.7701030775,-1.19349319
washes,8,18,0.0,1.0,0.6923076923076923,-0.81181628875,-1.368851505
writes,24,10,0.0,1.0,0.29411764705882354,-0.568339965,-0.9918914990000001
