noun,avg_LL_delta
abstract,-1.72958167
actor,-1.10729877
aircraft,-1.2836112
album,-1.5510731000000002
animal,-1.92646585
announcer,-0.98742296
artisan,0.1729077999999999
artist,-0.0967816999999999
author,-0.3823242
aviator,-0.224348
backpack,-1.3841548
backpacker,-1.4146768
bag,-1.7847824
baker,-1.3984049399999998
barber,-1.99756596
basket,-2.01299675
beard,-2.30268096
bedding,-2.7493418000000003
bike,-1.0809211
blanket,-3.03165988
blogger,-1.1826993
board,-1.3762702999999998
book,-1.3077086000000002
bottle,-1.78436954
bowl,-2.18287354
bread,-1.39973047
broadcaster,-1.6800593399999997
building,-1.2039651
bus,-1.5439379
busboy,-1.33740475
businessman,-0.3329066
businesswoman,-0.4299995000000001
butcher,-1.86359306
cake,-2.0980119200000003
cameraman,-0.9520949
camper,-1.69075185
canvas,-1.99127367
captain,-0.8637914599999998
car,-0.7881423
cardboard,-2.31265055
carpet,-1.5894956000000002
carver,-1.3612413
caterer,-0.4586831
cd,-1.4753760000000002
cellist,-1.3679772
cello,-1.86167528
chauffeur,-0.4748841
chef,-0.90278966
choreography,-0.5959587000000002
clarinet,-1.79238026
clarinetist,-1.2107868000000002
clay,-1.5936753200000002
cleaner,-1.16062455
clerk,-0.940835
cloth,-1.9303569
coat,-1.56313055
code,-2.1373412000000003
comedian,-1.10333245
concerto,-1.0658034399999998
confectioner,-1.3333683
container,-1.2470159
convertible,-1.53773404
cook,-1.42814918
cotton,-2.4650486500000004
countertop,-1.9201474
crate,-2.59343312
cushion,-2.65171893
cut,-2.8875407
dancer,-1.00629034
dealer,-1.0733863
dish,-1.98999982
doctor,-2.39709074
dough,-0.6467611
dressmaker,-0.7954684000000001
driver,-0.8832844999999999
drug,-2.5845314
drummer,-1.10469044
duffle,-2.74955792
essay,-1.6297587999999998
essayist,-1.3513363000000005
fabric,-1.9321784
fillet,-1.57112122
fish,-2.35413638
floor,-0.8733098
flute,-2.4042607
flutist,-1.4140769000000002
food,-1.82463745
gem,-2.04408638
glass,-2.1515922
hairdresser,-1.6005466300000002
handle,-1.66323074
hat,-1.8722535
herb,-1.8665541
hiker,-1.7736052
housekeeper,-0.7631319999999999
ice,-2.28013974
illustrator,-0.8030537999999999
ingredient,-0.7216502
instrument,-1.93059256
item,-1.13692384
jacket,-1.6154823399999998
janitor,-0.6270342999999999
jet,-1.39690773
jeweler,-0.5562619
jewelry,-1.4736014999999998
journalist,-1.20018286
kite,-2.3922367
knob,-2.35778695
lady,-1.8331565000000003
lake,-2.2747427
landscape,-1.54246054
letter,-2.2522267
line,-1.95494946
lotion,-1.4595299000000002
lunchbox,-2.2671995
machine,-1.5130588
magazine,-1.27495566
maid,-0.5656603999999998
make,-1.429055
man,-1.5959664
marble,-2.54512658
mason,-0.9670649
material,-0.9430027
meat,-2.04210282
mirror,-2.29459466
model,-1.2492686000000002
motorcycle,-1.2869634
motorist,-1.3334226
mountain,-2.18899335
mover,-1.23801126
mushroom,-2.27839916
musician,-0.8383274
narrator,-1.5558941
notetaker,-1.7370989300000002
novel,-1.36206423
novelist,-0.9868489
orator,-1.7102509999999995
packaging,-1.67771236
painter,-1.34716877
panel,-2.20185765
paper,-1.54603617
passage,-1.83818535
pastry,-2.50517834
patissier,-1.17600446
pattern,-1.83042978
peddler,-1.06736764
pepper,-1.56962404
person,-1.1914272
photographer,-1.5103131000000003
pianist,-1.3872643000000002
piano,-1.70966892
pie,-1.93943597
pilot,-1.2027101
pizza,-1.5448505
plane,-1.4571456
poem,-2.0561149800000003
poet,-1.4572256
portraitist,-1.56355486
pot,-1.4841862000000003
potato,-2.38302227
potter,-1.53228007
product,-0.3925531
professor,-1.55093387
proposal,-1.86375048
pumpkin,-2.96200828
quilt,-2.67701232
racer,-1.1857911
report,-2.1119615
roadtripper,-0.8907233999999999
routine,-2.1318597
salesman,-0.4527329
saleswoman,-0.2257792
salmon,-2.117178
scene,-1.63792036
screw,-1.66248224
scribe,-1.3622436
script,-2.12848192
sculptor,-1.4719365
seamster,-1.4714481399999997
seamstress,-1.55317296
section,-2.039502
shirt,-1.67341808
shopkeeper,-0.96348083
sideburn,-2.24077976
silk,-1.7564917400000002
silverware,-2.0442657200000003
singer,-1.01608946
snack,-1.81698508
soloist,-1.3950872999999997
sonata,-1.9076775
song,-1.6389198
steak,-2.55602673
stone,-2.6286218
stubble,-2.26927264
student,-1.67254826
suitcase,-0.99291995
surface,-0.8992257000000001
surgeon,-3.00771491
suv,-0.2871504
tailor,-1.2310859400000005
tank,-1.57749375
teacher,-1.49417698
telemarketer,-1.2132339
tent,-2.41382206
thread,-2.06215273
toy,-2.55350782
tractor,-1.5525085499999998
trader,-0.1970453000000001
traveller,-0.99481275
truck,-1.05389
tub,-2.3975344
tuna,-2.6118278900000003
turkey,-2.41804509
upholsterer,-0.4660691
valve,-2.11598505
van,-1.2726260500000002
vegetable,-2.0797167
vehicle,-1.0382213399999998
verse,-2.1463363
view,-2.1976145
violin,-1.8651781
violinist,-1.3785190000000005
waiter,-1.4893934
waitress,-1.82879195
wall,-2.2733145
window,-1.54643826
windshield,-1.82815834
woman,-1.81008517
wood,-1.2889806
wool,-1.4040307
worker,-0.4929084999999999
wound,-2.80196644
yarn,-1.9738609
